jobrequirements,bias,againstgroup
Assist in development and global rollout of training material for our CRM and Quote Workflow application,2,1
CompTIA A+ (Preferred),0,0
"2+ years of media experience at a fast-paced web publisher, media agency or TV Network",2,100
"Ability to document, track and monitor a problem/issue to a timely resolution",2,1
"Ability to sit, stand or walk for extended periods of time.",2,10
Utilize proper phone etiquette for all incoming and outgoing phone calls made to residents. All calls should be clear and in a professional manner.,2,11
"BS/BA in Marketing, Communications, Architecture, Engineering or related field.",2,11
Experience with consultancies or marketing agencies required,0,0
Business communication ethics,2,11
Maintain constant communication with staff and guests to ensure that they receive highly personalized service,2,11
Familiarity with After Effects or Final Cut Pro preferred,2,10
"Develop a Marketing Plan by gathering historical and competitive data, then setting goals and determining action plans to meet those goals.",2,100
Manage product development and customer facing solutions within budget and aggressive timelines,2,100
Participate in strategy calls to discuss customer requirements and identify discrepancies in customer information,2,11
Strength of character to stand by decisions that affect patient safety or quality outcomes,2,10
"Excellent customer service and communication skills, including a positive attitude",2,11
Good listening and multi-tasking skills,2,1
Prepare presentations and necessary aids for client or networking meetings,2,101
Up to $500 annual Wellness reimbursement* & $100 incentive for completing your annual physical & Health Assessment.,2,10
"Collect, monitor and report on risks for the BU",2,1
"Excellent written, oral communication and interpersonal skills",2,111
Must have excellent communication skills and ability to multitask,2,11
Ability to understand and accurately execute written instructions,2,11
Performance-driven leader with outstanding communication skills,2,11
Ability to travel to other store locations (if needed) and attend district meetings,2,10
"Monitor all campaign performance in detail, run all necessary analyse, and optimize the campaigns for the target KPIs",2,1
Prepare reports for the bi-weekly PIPE calls and monthly business review (MBR) for the Supply Manager,2,11
Identify opportunities for optimization of product usage and prepare analytics presentations for customers,2,101
"Excellent communication, critical thinking & analytical skills",2,11
"Friendly personality, with strong written and verbal communication skills.",2,11
Motivated to work in a fast-paced environment,2,100
"Demonstrated success with remote interviewing and formats (e.g. phone, Skype and structured)",2,1
"Excellent communication skills, both verbal and written, with internal and external clients. A positive and professional phone demeanor is required.",2,11
Self-motivated and able to work multiple projects simultaneously and thrive in a fast-paced environment,2,100
"Strong communication, relationship management and leadership skills.",2,11
Adaptable and flexible with the ability to multitask.,0,0
Availability to work outside regular office hours and to travel for extended periods outside of Yerevan,2,10
Should be able to develop effective relationships and operate with senior level management.,0,0
"Excellent oral and written communication skills, as well as presentation skills",2,111
"Maintain internal and external communication systems, Internet facilities",2,11
Willing to travel 10%,2,10
"Ability to proficiently read, write, speak, analyze, interpret, and understand the English language.",2,11
Regularly monitor site traffic and usage patterns (ex. using Google analytics),2,1
"Frequently required to use judgment, relate to co-workers, work quickly and efficiently and meet deadlines under stressful conditions",2,100
Good communication and teamworking skills,2,11
"2 years of experience in integrated marketing, communications and PR strategies",2,11
Travel to on-site client locations outside the DC area on occasion (-20%),2,10
Excellent presentation skills. Previous public speaking experience a plus.,2,101
Travel and overnight stay up to 50% of the time during the fourth quarter may be required.,2,10
Airline/Travel Business Processes,2,10
Evaluate processes and procedures to offer suggestions for increased efficiencies,0,0
Monitor the network usage and server load by provided tools,2,1
Excellent listening capability; analytical construction of message content; clear and concise delivery of message,2,1
Monitor checkout stations to ensure that they have adequate cash available and that they are staffed appropriately,2,1
"Master's degree in Economics, Public Administration, Business Administration or related fields",2,1000
Landline or cell phone,2,1
Produce communication materials on time and on budget while using established department procedures and tools.,2,11
Understand product vision and business needs to define product requirements and product architectural solutions.,2,1
Exceptional communication skills (verbal and written),2,11
Coordinate and develop multimedia packages for the organization,0,0
Ability to pay attention to detail and keep organized while working in a busy office environment,2,1000
"Cloud technologies AWS, Email and Server migration, VPN technologies, data migration, systems integration, VMware, Hyper V etc.",0,0
Limited travel required but may include occasional overnight stays.,2,10
"Constructs and documents workflow charts and diagrams, writing business and technical specifications.",2,11
"Establish and maintain credibility with the internal sales team, field marketing and corporate communications team.",2,11
Meet or exceed established expectations for call activity and time in territory.,2,11
High accuracy and attention to the quality of work in every detail,2,1000
"Successful track record in written and oral advocacy, including in dispositive motions",2,11
"Strong communication, presentation, written and facilitation skills",2,111
Fluency in business Armenian and English languages (both verbal and written),2,11
Directs sales forecasting activities and sets performance goals accordingly.,0,0
Presentations/Slideshows,2,101
Must be able to write job search content clearly and professionally.,2,11
Maintain the physical appearance and infrastructure of the community in accordance with company standards.,2,10
Excellent verbal and non-verbal communication skills,2,11
"Specific vision includes close vision, distance vision, and ability to adjust focus.",2,1
Provides accurate forecasts of forthcoming sales.,0,0
"Excellent communication skills, with proven expertise adapting messaging to target multiple audiences",2,11
Keep up to date with digital video trends and new platforms in an effort to remain relevant and effective in video communication,2,11
"Flexible to adjust to varying workloads within a fast-paced, complex environment.",2,100
Liaise with the sales team during the Sale-to-Services transition and lead the Services-to-Support transition,0,0
Ability to make effective and persuasive speeches and presentations on controversial or complex topics to top management and public groups,2,101
"Along with other team members prepare, write, edit and review Standard Operating Procedures (SOPs)",2,11
Develop presentations and materials that can be used to increase interaction with center personnel.,2,101
Build and develop short-term macroeconomic models for explanation and projection of inflation developments,0,0
Monitoring online blogs for tracking communications related to the brand of a company,2,11
"Strong knowledge of written and spoken Russian and Armenian languages, knowledge of English language is a plus",2,11
"Self-starter, energetic multi-tasker, highly motivated team player",0,0
Good knowledge of the English language (both technical terms and communication),2,11
Works with the local branches making marketing calls to the dealerships in close proximity to the branch.,2,11
Responsible for continuous and on-going communication with Supervisor,2,11
Generate and execute communication and follow-up with sales team and practices to drive mindshare and momentum.,2,11
"Focuses on frieght flow efficiencies and selling experience: product presentation and standards, Customer shopping experience",2,101
Excellent communication skills and client-facing skills.,2,11
"Comprehensive Medical, Dental, and Vision Insurance",2,1
Educate the security guards to correctly respond to the incoming international phone calls,2,11
"High-touch customer service mindset and ability to provide clear, honest and proactive communication.",2,11
Help create pricing strategies for Transportation Insight service offerings that are both competitive and attractive to prospective clients.,2,100
"Demonstrated leadership, communication and problem solving skills",2,11
Monitor the consultants and contractors activities to ensure compliance with ADB policies and Armenian legislation,2,1
- Communicating effectively in writing as appropriate for the needs of the audience.,2,11
Strong verbal and written communication skills with the ability to effectively interact with internal and external stakeholders,2,11
"Excellent written and verbal knowledge of Armenian, Russian and English languages",2,11
Develop financial and operational presentations for our executive team and investors.,2,101
Stellar customer service skills over the phone and in person,2,1
"Build good partnerships within all areas of the organization by exhibiting excellent interpersonal leadership, influencing and presentation skills",2,101
Ready to accommodate occasional travel if required,2,10
"Excellent knowledge of Armenian language, fluent knowledge of spoken Russian and English languages",2,10
"Minimum 7-10 years of experience in user experience and/or visual design for web, mobile or other interactive media",2,10
Very competitive company-sponsored benefits (if certain sales criteria are met),2,100
Ability to quickly learn and adapt to the Food ingredients industry in an extremely fast-paced market.,2,100
Established phone presence,2,1
Cardiopulmonary Resuscitation (CPR) and Automated External Defibrillator (AED) certification.,0,0
Knowledge of component writing,2,11
Create and deliver clear and effective executive-level presentations and collaborate with executive team and other stakeholders on an ongoing basis.,2,101
Experience with modern programming languages or understanding of Cloud applications/platforms is a plus,0,0
Maintaining daily communications with customers to ensure resolution and proper follow-up.,2,11
Constantly monitor and report on QA progress,2,1
Manage internal ticketing process with attention to detail.,2,1000
Competitive base salary + bonus potential,2,100
Forward calls to respective subdivisions of the bank,2,11
Promote company's drugs,0,0
"Proven effectiveness with project management, business and technical communications, and use of collaboration tools",2,11
Relentless persistence in a competitive marketplace.,2,100
Works with PCPs to assist with scheduling meetings with patients and/or writing letters to/for patients.,2,11
Knowledge of English and Russian languages is a plus (verbal and written),2,11
Enthusiasm for and commitment to poverty alleviation and shared prosperity,0,0
Great phone etiquette,2,1
"Presentation, excellent communication and team building skills",2,111
Strongcommunication (written and oral) and presentation skills,2,111
"Detail-oriented and highly organized with the ability to multi-task, and meet deadlines in a fast-paced environment",2,100
assist with writing weekly blogs and marketing emails,2,11
Ability to travel within the country and abroad,2,10
"Travel to, and consistently meet with, all targeted law firms in your region",2,10
"Work experience with corporate credit clients, especially in project financing analysis",0,0
"Comprehensive medical, dental, and vision benefits",2,1
"Excellent written and verbal communication, interpersonal and leadership skills.",2,111
"Strong communication skills, ability to maintain the ongoing projects with clients",2,11
Ensure continuous analysis of competitive environment and industry trends,2,100
"Comprehensive benefits package, including paid medical premium, vision and dental plan for you and your spouse/family, and more!",2,1
"Provide support in publishing and managing external communication in Armenian and English languages, proofread materials, when necessary",2,11
Ability to read and interpret drawings.,2,11
Copywriting skills (preparation of articles and thematic texts),2,1
"Ability to speak languages other than English, particularly Spanish, is a plus.",2,1
"Prospect, qualify, quote in the market",2,1
"Gather, organize and present competitive research and spending data",2,100
Manage the Marketing Requests related to communications topics.,2,11
Willingness to take initiative and problem solve,0,0
Edit and title texts,2,1
Provide advice to new and existing customers by phone and e-mail / chat,2,1
Written and spoken knowledge of English language,2,11
Minimum of 5 years experience with ERStudio and ERwin.,0,0
Achieve designated monthly quota for attended booked calls,2,11
"Performs financial forecasting, customer and competitive intelligence research and analysis, business planning and/or business problem analysis.",2,100
Excellent communication skills (written and verbal),2,11
"Value stream mapping, visual management and assembly floor cell design experience preferred",2,10
"Monitor neglected Leads, Opportunities, Accounts, and Contacts as appropriate.",2,1
"All medical, dental & vision benefits",2,1
"Develops annual budget for controllable expenses, monitors and develops plans for improvement when performance falls short",2,1
Travel requirement 0% - 25%,2,10
Excellent public speaking and writing skills in the English and Armenian languages,2,11
"Impeccable organizational skills, thoroughness, and extreme attention to detail",2,1000
Strategic and critical thinking abilities in a fast-paced environment,2,100
Maintain service appointment schedules in a software system,0,0
"3+ years of experience as a Traffic Manager, Associate/Print Producer, or Project Manager in an agency or in marketing communications.",2,11
"Communication with clients and co-workers in an effective manner to ensure prompt, accurate service.",2,11
Write needed documentation for project technical part,2,11
Prepare and maintain setup documents for the installed systems,0,0
Strong stamina to work long or split shifts,2,10
Tireless cold calling,2,11
Willing to travel offsite,2,10
Competitive Base + Commissions,2,100
"A keen, flexible and aggressive intellect; superior conceptual thinking as well as analytical and problem solving skills",2,100
Communicate clearly in writing and orally.,2,11
"Support the proposal development activities by ensuring a full understanding of client business needs, budget constraints, and competitive positioning",2,100
"Ability to lift and/or move boxes, totes, and other objects weighing up to 50 lbs., horizontally, and from ground level to a minimum height of 4 feet.",2,10
Partner with hiring managers to write clear and concise job descriptions that follow our ideal message/template,2,11
"Display excellent communication skills, friendly and approachable persona.",2,11
Providing direction to our teams to ensure the development of client reports and presentations,2,101
Bilingual in English/Chinese,0,0
Minimal on call support responsibility.,2,11
Analyze retail/ consumer researches and monitor market situation and competitor information,2,1
Ability to work overtime and to a tight working schedule,2,100
Ability to communicate in literate oral and written Armenian language,2,11
Master's degree in Finance or Accounting,2,1000
Normal office hours Monday-Friday,0,0
"Monitor and respond to e-mails from service providers, corporate users and stores.",2,1
Strong inter-personal communication skills,2,11
"Advanced computer skills including Microsoft Word, Excel, Outlook, Explorer and web based applications",0,0
"Entrepreneurial spirit and ability to work in an adaptive, fast-paced environment",2,100
Lead multi-year technology strategies that support the company mission,0,0
Competitive salary with performance-based annual bonus,2,100
Outstanding presentation skills,2,101
"Read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution",2,11
"Provide progress communication and financials based upon standards defined to team members, stakeholders, sponsors and organization",2,11
"Exceptional written, oral and presentation communication abilities",2,111
"Ability to lift, from floor to waist, up to 52 pounds.",2,10
Read and interpret architectural and engineering construction documents,2,11
"Strong communication, organizational, and customer service skills essential.",2,11
"Excellent interpersonal skills with internal and external customers, including reacting appropriately and listening to and discerning client needs.",2,101
Promote the use of all center communication tools.,2,11
Must have excellent verbal and written communication skills,2,11
Knowledge of mobile communication and transport network structure of base stations,2,11
Proven oral & written communication skills,2,11
Self-confident and Professionally competitive,2,100
"We offer competitive salaries, challenging work in a pleasant work environment and ongoing training.",2,100
Effective interpersonal skills to properly represent Johnson Controls to customers and other outside contacts in an ethical and professional manner.,2,100
"A generous benefits package with company contributions to medical, dental, vision and disability insurance.",2,1
Ability to communicate effectively and professionally with employees and advertisers verbally and in writing,2,11
Excellent organizational skills and attention to detail; ability to manage multiple priorities and tasks simultaneously.,2,1000
Monitor ticketing system and all inbound ticket queues,2,1
"Develops, maintains and updates filing system for the retail vendors, including filing of purchase orders and all vendor catalogs",0,0
"Excellent communication skills in Armenian, Russian and English languages",2,11
Ability to sit for up to 8 hours,2,10
"A Bachelor's degree, preferably in Marketing, Communications, English, Public Relations, Journalism, or related field is required.",2,11
Five years experience in the construction industry.,0,0
Base knowledge of financial applications such as Ess base.,0,0
Respond promptly and efficiently to client phone and email inquiries,2,1
Answer the merchants' calls cooperating with the Bank,2,11
Strong organizational skills and attention to detail;,2,1000
"Half-block walk to San Pedro Square, San Jose Downtown and WeWork Office in Downtown San Francisco.",2,10
Willingness to travel 5%,2,10
Agile software development project management experience,0,0
Strong time and project management skills as well as high attention to detail,2,1000
BA/BS degree in a physical science,2,10
"Strong interpersonal and communication skills, both verbal and written",2,111
Gather market intelligence as input to product management and product marketing to improve offerings and communication for local market needs.,2,11
Must be willing to take a drug test and post-offer physical (if required),2,10
"Have strong written and verbal communication skills, the ability to give direction, while participating in a team environment.",2,11
Experience in consumer internet and media industries.,0,0
"Excellent verbal, written and interpersonal communication skills are required for effective interface with all internal and external contacts.",2,111
At least 2 years of experience in software quality assurance,0,0
"Basic working understanding of communications, cloud, application, and/or information technologies and design",2,11
Monitor parts department employees' payroll records,2,1
"Communication, Oral - Ability to communicate effectively with others using the spoken word.",2,11
Excellent listening and interpersonal skills.,2,101
"Identify and address any coverage gaps with producer, carrier and client",0,0
Able to read systems/machine layout with blueprints for installation onsite.,2,11
Excellent communication skills and capacity to be responsive to changing needs and requirements as communicated by the beneficiary,2,11
Can perform one minute management,0,0
Partner with vendor to monitor deliverability and overall account reputation to ensure messages are being delivered to the inbox.,2,1
Communication and team working skills are highly desirable,2,11
"Medical, Dental, and Vision Coverage",2,1
"Enjoys Fast-Paced, Deadline Driven Environment",2,100
"Monitor inventory data integrity (e.g., receiving/inspection, cycle count accuracy).",2,1
"Ensures compliance with BD policies, procedures, and practices, including serving as point-person in marketing communication copy approval process.",2,11
Programming experience in Java or Python,0,0
"1 or more years of direct experience interacting with customers (i.e., Technical, Administrative, or Call Center roles)",2,11
Excellent written and verbal communication skills in English and Mandarin,2,11
"Successful progressive history in senior operations management, call center management or similar senior managerial roles",2,11
Write/ answer local letters,2,11
Outgoing personality with excellent interpersonal skills,2,100
"Travel to conduct scheduled and non-scheduled meetings, conferences and training",2,10
Updates job knowledge by participating in educational opportunities; reading work related publications.,2,11
"Must be well-organized in a fast-paced, high pressure environment.",2,100
"Must have excellent communication skills, both written and oral.",2,11
Answering and redirecting phone calls,2,11
Good interpersonal communication skills are preferred,2,111
Excellent time management skills; attention to detail,2,1000
Ability and flexibility to travel mainly throughout Northern America (Travel requirement - 50%),2,10
Excellent interpersonal and written communication skills,2,111
Ability to develop and deliver clear and impactful communications (oral and written) to peers and management in an appropriate and timely fashion,2,11
"Ability to read and write English, follow verbal instructions, and use simple math",2,11
Assistance with research and presentations for new business development as necessary,2,101
"Must be able to speak, read, and understand English",2,11
"Monitor, support all accounts",2,1
"Fielding and overseeing customer phone calls and emails ranging from product questions to complaints, to shipping issues",2,11
"Prepare memos and presentations for partners, investment committee and advisory board meetings",2,101
"Perfect knowledge of English language, both spoken and written (this is a priority)",2,11
Position requires excellent communication and organizational skills and attention to detail.,2,1011
Competitive Healthcare and 401k Package Offered,2,100
Solid communication and interpersonal skills,2,111
Discounts on services and parts,0,0
A comfort level with presenting over the phone and via the web.,2,1
"Troubleshoot and resolve IT issues via phone, web, and in-person channels",2,1
Excellent listening and critical thinking skills,2,1
Demonstrated leadership skills and excellent communication and interpersonal skills,2,111
"This position requires travel to all corporate markets and prospective markets. Baltimore, MD, Washington, DC, Philadelphia, PA, and Richmond, VA.",2,10
"Answer telephone calls and inquires, forward calls to relevant staff",2,11
Ability to travel 70% of the time.,2,10
"Ability to complete a wide range of activities requiring clear communication, excellent organizational skills and attention to detail",2,1011
Develop client and market search analysis reports and recommendations,0,0
"Maintains industry and product knowledge by attending relevant seminars, reading relevant articles, etc.",2,11
"Excellent time management skills, attention to detail, organizational skills, and problem-solving capabilities",2,1000
Ability to effectively communicate verbally while using excellent telephone etiquette skills,2,1
"Monitor and create project deliverables, leading overall prioritization and direction of work streams and managing performance to meet target goals",2,1
Travel 75% of the time,2,10
"Excellent interpersonal, written and verbal communication",2,111
Present and sell bank products and services to current and potential clients via phone and other distance channels,2,1
Willing to work flexible schedules/overtime as required,2,100
Collaborate with Global IT and monitoring teams to ensure all components are properly checked and monitored for SLA compliance,2,1
"Focus on customer service, including professional and effective communication skills",2,11
"Partner with company Category Management team to build sales presentations, new items, selling promotions, pricing, and planogram changes",2,101
Ability to lift up to 50 lbs,2,10
Professional demeanor and communications,2,11
Manages external vendors and media agencies; works with agency partners and continent PR leader to identify strategic media buys for their hotel(s).,0,0
Competitive compensation and benefit package depending on experience.,2,100
"Opportunities to grow within a fast-paced, innovative company",2,100
"having incredible attention to detail, and",2,1000
"Drive inbound and outbound calls, email and Web presentations to establish and maintain relationships with existing and new accounts.",2,111
"Answer, screen, and forward incoming phone calls",2,11
Ability to effectively communicate in writing and verbally required,2,11
Understanding of competitive products and companies,2,100
"This position requires excellent communication skills (verbal, written and presentation)",2,111
Quantity - Meets productivity standards.,0,0
"Excellent communication skills, including written communication in the Armenian language",2,11
Strong collaboration and interpersonal skills,2,100
Ability to work as a part of a team,0,0
Ability to travel up to 50% of time,2,10
"Design, develop and deploy learning programs utilizing adult learning theory and cutting edge technology",2,10
"Strong written & verbal communication, managerial, problem-solving and team-buildling skills",2,11
Effective listening skills,2,1
Must be able to travel as necessary,2,10
"Be the communications hub and liaison between internal teams, clients and agency partners.",2,11
Input sales call information into designated sales call software and provide sales reports as directed by regional or local management team;,2,11
Jewelry sales in person and by phone/email/text from greetings through closing to follow up,2,1
"Manage your team to keep pace with customers, balance multiple priorities and use good judgment to manage time and workflow",0,0
"Deliver effective strategic presentations to audiences of varied sizes and possess excellent communication skills, both verbal and written.",2,111
Ability to facilitate communication between ADPs to promote mutual understanding and support of different projects or areas of work,2,11
Strong organizational skills and exemplary attention to detail,2,1000
This position is full time. Candidates must be willing to have flexible schedules and must be willing to work weekends and holidays. Travel is a must.,2,10
Shares in the responsibility of after-hours calls with other parts department staff.,2,11
Be the escalation point for other IT Systems Engineers and Service Desk Engineers,0,0
Listening skills to identify what customers need (not what they say) and show dedication to addressing them,2,1
Competitive salary (base salary plus generous commission plan).,2,100
Work with the sales team to provide effective quoting and proposal presentation to enterprise customers,2,101
Good communication skills in the English and Russian languages,2,11
Support Marketing-led customer and product-related events,0,0
"Maintains Resource hours accurately to capture billable, non-billable and overtime hours.",2,100
"Company Benefits - Medical, Dental & Vision",2,1
2+ years of on-quota sales experience selling B2B SaaS solutions or 3-4 years sales closing experience in highly competitive industries,2,100
Ability to travel 2-3 times per month.,2,10
Ability to articulate a vision and gain the buy-in of key stakeholders,2,1
"Ability to listen to clients, understand their needs and determine how we can help them achieve their goals",2,1
Experience in data collection and analysis and report writing,2,11
Communicates clearly and concisely both verbally and in writing,2,11
Perform industry and competitive analysis to inform the sales process and help positioning and messaging,2,100
Physical Requirements and/or Working Conditions,2,10
"Deal directly with customers and vendors, may involve travel",2,10
Bachelor's or master's degree in accounting and/or related major,2,1000
Monitor Service Board to ensure service level compliance is within company policies,2,1
Must be able to travel 25-50% of work time.,2,10
"Carry out legal research, analysis and writing",2,11
Bachelor's or Master's Degree in Computer Science is preferred,2,1000
"Positive and energetic individual, with exceptional communication skills",2,11
Deliver the Zerto message and vision including technical architecture presentations and product demonstrations to prospective customers and partners,2,101
Develops and maintains relationships with journalists to help generate media coverage and coordinates media requests,0,0
"Promotes the LCE Brand, domain expertise, reputation, and credibility through publications, workshops, speaking engagements, etc.",2,1
Demonstrated analytical and interpersonal/verbal/written communication skills,2,111
2+ years of leasing experience required,0,0
Implement Company's computer and telephone network administration,2,1
"Bridge the gap between the marketing and sales development teams through strong leadership, teamwork, and communication",2,11
Quality assurance and control,0,0
"Travel to project sites for data collection, solution configuration and client meetings",2,10
Superior time management and communication skills,2,11
Speaking and conversing with others.,2,1
Offer excellent written and verbal communication both with Steep clients and team members,2,11
Willingness and ability to cooperate closely with communication experts and other professionals of governmental partner organisations,2,11
Must be willing to travel,2,10
"High emotional IQ- superior interpersonal skills, win-win mindset, relationship-builder.",2,100
"Monitors, evaluates, and helps maximize customer service delivery and customer satisfaction",2,1
"Advise clients on travel arrangements, e",2,10
Maintain timely and effective communications with all related departments,2,11
"Experience with Hubspot, LinkedIn Sales Navigator, and website communication tools such as Drift",2,11
Configuration Management,0,0
Conducts screening of resumes and initial phone or in person interviews. Refers candidates for the next level of interviews.,2,1
Must display strong written and oral communication skills.,2,11
Fluency in English and Armenian languages in both verbal and written,2,11
Commitment to excellence and high standards,0,0
Command of the English language both written and verbal.,2,11
"Ability to work on dynamic enviromnet, on multiple assignments, with strong attention to detail.",2,1000
"Excellent communication skills, including written communication, personal interaction and public  presentation in Armenian language",2,111
"Ability to sit on-site in the Cambridge, MA area",2,10
"D) Participate in Pre-sales activities including product presentations to customers, teleconferences, trade show support.",2,101
"Sales, Communication",2,11
"Strong analytical, critical thinking, and problem solving skills",0,0
"Ability to carry physical activity: much walking, climbing, standing, reaching, and heavy lifting",2,10
Excellent verbal and written communication skills in English,2,11
"You pride yourself on your excellent interpersonal skills, including with internal and external partners and all levels of management.",2,100
Requires occasional lifting up to 50 pounds.,2,10
Standing 7.5 hours per day,2,10
Willingness and ability to travel +75% to customer locations in Western/Eastern US and Canada to perform work,2,10
Must be able to lift up to 20 pounds and carry up to 10 pounds.,2,10
Pleasant and professional telephone manner,2,1
Provide exceptional service to our Customers and Sales leads over the phone as well as to walk-in Customers.,2,1
"Well-developed organizational, human relations, and communication skills",2,11
"Experience in, and understanding of, data and information management as it relates to big data trends and issues within businesses.",0,0
Vision & life insurance,2,1
"Strong interpersonal skills with the ability to facilitate diverse groups, help negotiate priorities, and resolve conflicts among project stakeholders",2,100
Thrive in a fast-paced environment,2,100
Negotiate terms and conditions of goods and services procurement in line with the standards set by the donor and WV International,0,0
"Ability to work in fast-paced, high volume environment",2,100
From a Bachelor's degree to Master's degree,2,1000
Development of BI dashboards to visualize project data for analysis and presentation,2,101
Comfortable with travel. Travel requirements for this job could be up to 50%,2,10
"Computes and quotes sales price, including tax, trade-in allowance, and discount.",2,1
"Potential injury from transferring, repositioning, or lifting residents",2,10
"Strong communication skills including written, oral, e-mail and telephone",2,11
Design and manage change management and communications plans,2,11
"Strong conceptual, analytical and negotiation skills and superb listening capabilities",2,1
"Able to travel as required. Most work will be in the New Jersey area, but there may be instances where travel out of the area is required.",2,10
"Ability to interpret and apply common sense understanding to carry out a variety of instructions furnished in written, oral, or diagram form",2,11
"Constantly monitor staff performance in all phases of service and job functions, ensuring that all procedures are carried out.",2,1
Ability and willingness to travel (Both domestically and internationally),2,10
Lead by example to inspire your site team go above and beyond the call of duty,2,11
"Fluency in Armenian and Russian languages (written and verbal), knowledge of English language is a plus",2,11
Strong interpersonal skills and flexibility to work within a rapidly changing environment,2,100
Proven ability to multi-task and prioritize activities within an environment of fast-paced periods of competing deadlines and fluctuating workload,2,100
Strong attention to detail and a passion for financial rigor are a must,2,1000
Experience building and hosting WebSite for Enterprise scale.,0,0
The employee is occasionally required to sit;,2,10
Occasionally lifts up to 50 lbs.; repetitive motion; tolerates sitting,2,10
Ensure timely communication to clients of product and system issues.,2,11
"Marketing standout with a knack for writing, storytelling, and having a voice.",2,11
Lift up to 80-100 lbs.,2,10
Ability to mentor and/or manage less senior BSA resources within the capability,0,0
"Support business development through the writing of proposals, collateral, and development staffing / pricing approach",2,11
Presentation of financial forecast and results to non-financial audiences.,2,101
Manage defect tracking and proactively identify risks and present them to the management,0,0
"Experience working with MS Office, MS Project, or similar project / portfolio management tools.",0,0
Ensure equipment supplies and mill facilities are in appropriate working condition to meet business needs.,0,0
Utilize your communication skills and customer-service orientation to develop lasting relationships with our customers.,2,11
Organize conferences and presentations,2,101
"Order parts for specific repair others by telephone, fax, email and internet.",2,1
Assist in performing move-in and move-out administration with particular attention to consistent apartment inspections.,2,1000
Stooping and lifting various merchandise contents of up to 20 lbs. or more on an as needed basis.,2,10
"Provide a world class level of service to our customers at all times, through various means of communication",2,11
Some travel required (typically 10-20%),2,10
"Bachelor's degree in journalism, business, marketing, communications, advertising or related field.",2,11
"Proactive, clear, and concise communicator (both verbal and written)",2,11
"Comprehensive, health, dental and vision plan.",2,1
"Engage in active listening with members to develop sustainable relationships, determine individual goals and interests",2,1
"Define & develop standard reports, as well as ad-hoc requests leveraging efficient best practices.",0,0
Daily property walk/inspection,2,10
"Well-connected in networks adjacent to luxury fashion including travel, finance, and technology",2,10
Must have highly effective communication and presentation skills.,2,111
Prospect for potential new clients - Cold call and set up meetings potential clients and decision makers,2,11
"A background in tactical military radio communication systems, integrated communication systems requirements, and US DoD CONOPS.",2,11
Achieve established activity targets for the number of outbound calls/hours spent conducting calls to meet or exceed sales appointment quotas,2,11
Handle sensitive material with complete confidentiality,0,0
Analyze insurance quotes and make recommendations,2,1
"Competitive, persuasive, self-motivated",2,100
Ability to communicate in person and over the telephone,2,1
Monitor and assist in the training of Pawnbrokers or Sales and Loan Associates so their development meets the prescribed FirstCash standards,2,1
Superb written and verbal communication skills characterized by clarity and brevity,2,11
"Well-developed interpersonal skills, ideally via experience with many levels of leadership",2,100
"Occasional overnight travel for training, to assist with a sales blitz in another",2,10
Typically requires overnight travel less than 10% of the time.,2,10
You have a passion for writing great code with the desire to achieve and exceed goals.,2,11
Ability to travel occasionally as needed for customer support or training.,2,10
Develop and submit recommendations for the enhancement of competitive position of the company,2,100
"Bachelor's Degree in Computer Science, Electrical Engineering, or equivalent, Master's Degree a plus.",2,1000
Must be able to uncover opportunities in an aggressive market by identifying customer requirements and providing recommendations/solutions,2,100
"Strong communicator, have excellent written, presentation, oral communications and interpersonal skills.",2,111
Ability to communicate orally and read and follow written work assignments.,2,11
Exceptional communication and relationship management skills,2,11
Competitive Bonus Programs,2,100
Take and confirm reservations over the phone; be able to communicate any special shift notes related to the day of the reservation.,2,1
"PC proficiencies, experience with Sales force or HubSpot preferred.",0,0
Solid quantitative/analytical skills and strong attention to detail.,2,1000
"Advises dealers, distributors, and clients concerning sales and advertising techniques.",0,0
Lead daily stand ups and communicate daily with department managers and MOD to assure consistency and pass on pertinent information.,2,10
Excellent written and oral communication skills including public presentations,2,111
Demonstrated experience and excellence in customer service and possess a customer centric vision.,2,1
Strong attention to detail required as well as excellent oral and written communication skills.,2,1011
Willingness to travel on business trips,2,10
Excellent verbal and written communication skills; ability to work effectively in a global team.,2,11
Promptly answer the telephone using positive and clear English language. Operate a facsimile machine and photo copier as required.,2,1
"Must be able to know how to do research, mine data and apply strategic thinking to executive-level pitches and presentations.",2,101
"Professional verbal, interpersonal, guest relations and etiquette skills to be displayed in person, in written form, and on the telephone",2,111
"Take room service orders over the phone if applicable and handle any kitchen ""to go"" orders.",2,1
"Effective communication skills necessary to inform, counsel, motivate, and support members and staff",2,11
"Leadership, interpersonal skills, creative thinker and problem solver",2,100
"Excellent communication, writing, follow-up, and storytelling skills",2,11
Excellent email and verbal communications skills,2,11
"Diagnose, troubleshoot, repair, and resolve wireless communication equipment problems with customers in a positive and efficient manner.",2,11
Ability to handle multiple tasks in a fast-paced environment,2,100
"Strong reporting, writing, and copyediting skills",2,11
Monitors the safety and well-being of every pet and associate in the store.,2,1
Strong sense of professionalism and active listening skills,2,1
Very strong work ethic and interpersonal ethics,2,100
Make sure each and every employee understand and adheres to all ABC and Tobacco sales regulations which are addressed in our handbook,0,0
Familiarity with the forestry sector of Armenia,0,0
