,jobrequirements,bias,againstgroup
2059,Desire to succeed in a retail environment,0,00000
2060,Motivated sales individual,0,00000
2061,"Manage accounts payable process (i.e., review open commitments, vendor contact, voucher, and payment)",2,00011
2062,Submits appropriate paperwork for monthly sales and use tax returns to various states.,2,00011
2063,Perform various month end reconciliations and work to resolve any discrepancies.,2,00011
2064,Maintain CAR and fixed asset reporting.,2,00011
2065,Review AP accounts for accuracy.,0,00000
2066,Record journal entries into database and ensure supporting documentation is attached.,2,00011
2067,Perform and manage monthly closing and assist with year-end closing.,2,00011
2068,Assist with the organization of the quarterly balance sheet reviews.,2,00011
2069,Administration of vendor and customer records in database.,2,00011
2070,Back up the management and reporting of all cash activities on a daily and monthly basis.,2,00011
2071,"Highly proficient in MS Office software including Word, Excel, PowerPoint.",0,00000
2072,"Strong interpersonal and communication skills, by written, oral, and electronic means.",2,00111
2073,Ability to handle discreet and confidential information.,2,00011
2074,Meticulous attention to detail,2,01000
2075,Ability to organize wide array of material and data,2,00011
2076,A.S. degree Accounting or Business Management or equivalent work experience.,0,00000
2077,Platform selection / procurement support,0,00000
2078,"The ability to gather, understand, and analyze business requirements",2,00011
2079,"Providing subject matter expertise to senior clients on key methodologies, approaches and market trends in the industry",2,00011
2080,Solution and implement the delivery of services on modern cloud platforms,2,00011
2081,Leverage prior related Cloud Strategy experience,0,00000
2082,Minimum of 10+ years in a consulting environment focusing on cloud based transformation initiatives;,0,00000
2083,Minimum of 5+ years hands on Amazon Web Services;,0,00000
2084,Ability to architect a cloud strategy/solution to meet the needs of our clients and bring together a cross-functional team to deliver the solution;,2,00011
2085,Experience building and developing a successful practice within a professional services firm,2,00011
2086,Business Development Experience: Sourcing and leading proposal development efforts for client engagement opportunities;,2,00011
2087,"Ability to articulate leading business issues and trends, including the associated technology implications for cloud based solutions;",2,00011
2088,Experience collaborating with software vendors to grow market and cultivate new sales prospects,2,00011
2089,"Extensive experience with Public, Private and Hybrid cloud solutions",2,00011
2090,"Multiple cloud platform experience; AWS, Microsoft Azure and IBM preferred",2,00011
2091,Understanding of industry/workforce trends and drivers for State and Local Government clients,2,00011
2092,Previous experience with a large professional service organization,0,00000
2093,Demonstrated ability to lead diverse teams,0,00000
2094,Ability to connect with people around a sense of purpose and shared goals to motivate and inspire,2,00011
2095,"Medical, Rx, Dental & Vision Insurance",2,00001
2096,Personal and Family Sick Time & Company Paid Holidays,2,00011
2097,Parental Leave and Adoption Assistance,2,00011
2098,401(k) Retirement Plan,0,00000
2099,Student Loan Paydown,0,00000
2100,Basic Life & Supplemental Life,0,00000
2101,"Health Savings Account, Dental/Vision & Dependent Care Flexible Spending Accounts",2,00001
2102,Short-Term & Long-Term Disability,0,00000
2103,"Tuition Reimbursement, Personal Development & Learning Opportunities",0,00000
2104,Skills Development & Certifications,0,00000
2105,Employee Referral Program,0,00000
2106,Corporate Sponsored Events & Community Outreach,0,00000
2107,Emergency Back-Up Childcare Program,0,00000
2108,Well-defined Process Automation productivity improvement plans (current year +1) and pipelines (5 years) for the Chocolate Bayou site.,2,00011
2109,Application of cutting edge controls technology to improve manufacturing processes to provide competitive advantage.,0,00000
2110,"Design, develop, implement and maintain process automation productivity improvement for chemical processes.",2,00011
2111,Propose enhancements to existing control strategies.,0,00000
2112,Work closely with manufacturing units to define appropriate controls applications.,0,00000
2113,Develop knowledge of existing processes to identify process control improvement opportunities.,0,00000
2114,"Work with multi-disciplined teams to design, develop and implement solutions for manufacturing processes.",2,00011
2115,Lead automation projects,0,00000
2116,"Develop key performance indicators, track key process parameters and overall process performance.",2,00011
2117,Leverage Six Sigma techniques to improve process performance and efficiency.,2,00011
2118,Train and facilitate the transfer of new process control technologies into manufacturing units,2,00011
2119,Document process control findings in technical reports.,0,00000
2120,Education - BS in Chemical Engineering or equivalent degree,0,00000
2121,Knowledge and prior participation in process Hazard Analysis,2,00011
2122,Ability to apply Layer of Protection Analysis (LOPA) to high hazard scenarios,0,00000
2123,Knowledge of the requirements of ISA84.2004,0,00000
2124,"Strong programming and programming design skills as applied to batch process control, data communication, data collection and display systems",2,00011
2125,Prior experience with DCS programming and management,2,00011
2126,Prior experience DeltaV and Provox/Envox a plus.,2,00011
2127,"Understanding of the reliability, documentation and Management of Change requirements imposed by process control systems.",2,00011
2128,Demonstrated ability to apply Continuous Improvement Tools,0,00000
2129,Strong initiative to identify and address areas for improvement,2,00011
2130,Strong interpersonal and organizational skills,2,00111
2131,Excellent verbal and written communication skills,2,00011
2132,Demonstrated ability to work in a team environment and effectively manage multiple complex projects,2,00011
2133,Drive each shelter partner relationship to advocacy,0,00000
2134,"Own the relationship with shelter partners, develop strong and continued client relationships",2,00011
2135,Act as liaison and coordinate efforts among Companion Protect and our animal shelter partners,2,00011
2136,Problem solve with shelters on issues concerning the insurance product and software application usage,2,00011
2137,Become subject matter expert for best practices servicing the highest level of client satisfaction,0,00000
2138,Work with internal Client Services team members and other internal cross-functional areas to identify growth opportunities and process improvements,2,00011
2139,"Manage heavy schedule and multiple growth, training and marketing activities",2,00011
2140,Travel substantially by automobile,2,00010
2141,Minimum of 2 years account management experience,0,00000
2142,Client relationship management in B2B environment with field experience a strong preference,0,00000
2143,"Knowledge of insurance, software, and/or animal welfare issues highly preferred",2,00011
2144,"Ability to travel up to 80% of work time, with 50% projected overnight travel",2,00010
2145,"High level customer collaboration, consensus building and negotiation skills",2,00011
2146,Experienced in presentations to small and large groups,2,00111
2147,Desire and ability to work in pet-friendly environment,2,00011
2148,Ability to pass state licensing exam and become licensed to sell insurance,2,00011
2149,Proven abilities in CRM applications and other applications including Microsoft Office Suite and Adobe Suite,2,00011
2150,Comprehensive Health insurance 50% paid by Companion Protect,0,00000
2151,401K with company match,0,00000
2152,Vacation & Paid Holidays,0,00000
2153,Complete administrative and documenting technical sales tasks,2,00011
2154,"Capably communicate to groups of varying size by leveraging tools such as Microsoft PowerPoint, Word, web conferencing, and white boarding",2,00011
2155,You have a proven track record that demonstrates your behavioral attributes and willingness to learn.,2,00011
2156,"Ultimately, you are a person with a passion for problem solving and a bias towards innovation, and we want you here at Dell EMC Commercial Presales.",2,00011
2157,Degree in Marketing and or Graphic Design,2,00011
2158,Adobe Creative Suite,0,00000
2159,"MS Office (Word, Excel, PowerPoint)",0,00000
2160,"MailChimp, Act-On, or related e-mail marketing programs",0,00000
2161,Ability to work in a fast-paced environment and deliver results while managing multiple projects,2,00011
2162,Organized and good time management to meet deadlines,2,00011
2163,Exceptional communication skills,2,00011
2164,Ability to prioritize projects,0,00000
2165,"Knowledge in video production, including Adobe Premiere Pro (preferred but not required)",0,00000
2166,2+ years of experience in a related field,0,00000
2167,Global Core Human Capital Mgmt,0,00000
2168,HR Optimization and Analytics,2,00011
2169,Benefits Administration,0,00000
2170,Sales Incentive Compensation Mgmt,0,00000
2171,"Is regularly required to stand, walk, and run.",2,00011
2172,Is required to use hands and fingers to handle or feel objects.,2,00011
2173,Is required to frequently reach with hands and arms.,2,00011
2174,"Is regularly required to talk or hear, taste, or smell.",2,00011
2175,"Is occasionally required to sit and stoop, kneel, crouch, or crawl.",2,00011
2176,Must occasionally lift and/or move up to 50 pounds.,2,00011
2177,"Specific vision abilities required by this job include close vision, distance vision, and peripheral vision.",2,00011
2178,Supervisory: 2 years (Preferred),0,00000
2179,Housekeeping: 1 year (Required),0,00000
2180,Hotel: 4 years (Preferred),0,00000
2181,"Work with company vendors who will be frequenting the property (maintenance, repair, property improvements).",0,00000
2182,Outstanding people and customer service skills,2,00011
2183,Strong sales experience or have the mindset and willingness to learn,2,00011
2184,Ability to pay close attention to detail,2,01000
2185,General office and telephone skills,2,00011
2186,Effective communicator,2,00011
2187,Customer Service: 1 year (preferred),0,00000
2188,Sales Experience: 1 year (preferred),0,00000
2189,Education: High School diploma or equivalent,0,00000
2190,retail management: 1 year (Preferred),0,00000
2191,retail sales: 1 year (Preferred),0,00000
2192,Customer Service: 1 year (Preferred),0,00000
2193,High school or equivalent (Preferred),0,00000
2194,"Sacramento, CA (Required)",0,00000
2195,current and valid driver's license (Required),2,00011
2196,United States (Required),0,00000
2197,Bi weekly or Twice monthly,0,00000
2198,"Prospect for new leads using Salesforce, Outreach, LinkedIn Sales navigator, and other best in breed sales tools.",2,00011
2199,Understand and effectively communicate our offering and appeal to a variety of prospects.,2,00011
2200,Schedule quality meetings.,0,00000
2201,Manage and maintain a pipeline of interested prospects.,2,00011
2202,Engage executives at targeted prospect accounts.,0,00000
2203,Work with executive team to iterate outbound process and cadence.,2,00011
2204,The unique opportunity to work at an innovative tech company that is poised to dominate the SaaS spend optimization sector.,0,00000
2205,Competitive Salary + Uncapped Commission.,0,00000
2206,Employee Stock Options.,0,00000
2207,"Premium Health Benefits: Medical, Dental, and Vision.",2,00011
2208,Paid Time Off (PTO).,0,00000
2209,"Deliver an unparalleled Guest experience through the best combination of food, drinks and games in an ideal environment for celebrating all out fun.",2,00011
2210,"Provides timely and accurate service while managing wait times and communicating information as needed to Guests, Team Members, and Managers.",2,00011
2211,Greets Guests with a positive attitude and enthusiasm while performing multiple job functions. Smiles and greets Guests upon entering Midway.,2,00011
2212,Assists Guests by repairing and maintaining amusements equipment in a timely manner.,2,00011
2213,Loads and refills tickets in redemption games paying special attention to securing all ticket storage areas.,2,01011
2214,Assists the Guest with all requests and answers questions as needed and makes recommendations.,2,00011
2215,Bids farewell to Guests leaving. Ensures everything was satisfactory and invites Guests to return.,2,00011
2216,Notifies Manager of any Guest that is perceived to be unhappy.,0,00000
2217,"Responsible for stocking, displaying, and securing merchandise in all storage areas.",2,00011
2218,"Conducts merchandise inventory during and after shift, if applicable.",2,00011
2219,Checks for restocking of necessary supplies. Brings all areas up to standard. Discusses problem areas with Manager.,0,00000
2220,Reviews the cleanliness and organization of the Midway games. Ensures all games are clean and unobstructed.,2,00011
2221,Properly positions and set up displays to increase Guest traffic and promote sales.,2,00011
2222,Assists in daily maintenance and organization of tech room and storage areas.,2,00011
2223,"Efficiently and safely performs daily, weekly, monthly and quarterly game maintenance as directed by management.",2,00011
2224,Assists with general store maintenance as directed by management.,2,00011
2225,Assists other Team Members as needed.,2,00011
2226,"Must be friendly and able to smile a lot while working days, nights and/or weekends as required.",2,00011
2227,"Technical and/or electrical skills preferred, but not required.",2,00011
2228,Must demonstrate ability to clearly communicate with Guests and other Team Members.,2,00011
2229,"Work days, nights, and/or weekends as required.",2,00011
2230,Work off an extension ladder.,0,00000
2231,"Work in noisy, fast paced environment with distracting conditions.",0,00000
2232,Move about facility and stand for long periods of time.,2,00011
2233,Read and write handwritten notes.,2,00011
2234,Lift and carry up to 30 pounds.,2,00011
2235,Provide a defined list of production reports on Sales and Services Departments,2,00011
2236,Manage Dealer Client Portfolios with GSM,0,00000
2237,Manage Dealership website and report relevant analytics,2,00011
2238,Manage Data Mining initiatives through the Dealership CRM,0,00000
2239,"Provide all relevant analytics, ROI and production reporting",2,00011
2240,Manage Dealership Social Media Campaigns,0,00000
2241,Manage Dealership Reputation Management campaigns,0,00000
2242,Provide Customer Service support and CSI reporting,2,00011
2243,Manage Fixed Operation Telemarketing campaigns,0,00000
2244,Manage Service Advertising campaigns with Service Director and GM,2,00011
2245,Provide strategic input relevant to all digital campaigns,0,00000
2246,Procure graphics for website specials and advertising initiatives,2,00011
2247,Submit Dealership website to AHM for compliance,0,00000
2248,Create monthly NCM report for 20 Dealership 20 Group participation,0,00000
2249,Maintain Dealership Advertising budget for submittal to Business Manager,0,00000
2250,Provide input relevant to SEO and SEM campaigns based on analytics,2,00011
2251,Must be 18 years of age or older.,0,00000
2252,Must maintain proper state licensing or certifications.,0,00000
2253,"Ability to proficiently read, write, speak, analyze, interpret, and understand the English language.",2,00011
2254,Ability to stand/walk for the duration of a scheduled shift.,2,00010
2255,Ability to fill prescriptions by possessing necessary finger/hand dexterity.,0,00000
2256,"Ability to identify and distinguish colors, shapes, and sizes.",2,00011
2257,"Ability to stand, bend, twist, reach, push, pull and regularly lift 25 lbs., and occasionally lift 50 lbs.",2,00011
2258,Ability to work in varying temperatures.,0,00000
2259,Ability to tolerate dust and chemical agents during routine housekeeping duties,2,00011
2260,Ability to interact with Customers in a friendly and helpful way.,2,00011
2261,Ability to work cooperatively with others.,0,00000
2262,Ability to work all assigned work schedules and comply with all time and attendance policies.,2,00011
2263,Ability to proficiently use all required computer hardware and software.,2,00011
2264,Must preserve confidentiality of information.,0,00000
2265,Must comply with all company policies and procedures.,2,00011
2266,"Greet all Customers and provide them with prompt, courteous service and assistance.",2,00011
2267,Accurately and quickly collect proper payment and provide proper change.,2,00011
2268,"Assist the Pharmacist in processing a prescription, counting and labeling a prescription.",2,00011
2269,Organize and stock pharmaceuticals as directed by Pharmacist.,2,00011
2270,Help customers locate over-the-counter stock.,0,00000
2271,Be knowledgeable of products carried in the department.,0,00000
2272,Maintain appropriate security of Pharmacy Department.,0,00000
2273,Interact with physicians and utilize reference material to gain information on Customers and prescriptions and to resolve any issues that arise.,2,00011
2274,"Maintain a clean, neat, organized and safe work environment.",2,00011
2275,"Clean and sanitize all work surfaces, utensils and equipment in accordance with Department of Sanitation and QA standards.",2,00011
2276,Keep floor clear of debris and spills.,2,00011
2277,Exhibit the utmost professionalism and confidentiality when dealing with patients and their health information.,2,00011
2278,"Regularly lift, pull, push and rotate merchandise that weights 25 lbs. and that occasionally weights up to 50 lbs.",2,00011
2279,"Stand at work station for duration of scheduled shift, which may exceed 8 hours per day.",2,00010
2280,Check prices and be knowledgeable about location of items in the store.,2,00011
2281,Promote for sale any current charitable promotions to Customers.,0,00000
2282,Understand and adhere to Company shrink guidelines as relates to departmental operations.,2,00011
2283,"Perform all duties in accordance with Local, State and Federal regulations as they pertain to the Pharmacy operation.",2,00011
2284,Utilize and maintain equipment as required by department; report any equipment problems immediately.,2,00011
2285,Complete all applicable department training programs.,0,00000
2286,"Perform all duties in accordance with all ShopRite Service Priorities (Safety, Friendliness, Presentation, and Efficiency).",2,00111
2287,Maintain punctual and regular attendance.,2,00011
2288,Work overtime as assigned.,2,00100
2289,Work cooperatively with others.,0,00000
2290,Perform other duties as assigned.,0,00000
2291,Bachelor's degree in Computer Science or equivalent practical experience.,2,01000
2292,"Experience working with web technologies including, but not limited to: HTML, CSS, JavaScript and HTTP.",2,00011
2293,"Experience with systems design and/or coding in a general purpose programming language (e.g. Java, C/C++, Python).",2,00011
2294,Experience in the online advertising industry working with big data platforms and large volume data analytics.,2,00011
2295,"Demonstrated knowledge of SQL/MySQL, and Unix/Linux operating systems and commands.",2,00011
2296,Customer-facing experience translating technical concepts and solutions to non-technical and executive audiences.,2,00011
2297,"Ability to collaborate, build consensus, deliver, and drive technical decisions with various sized customer stakeholder groups.",2,00011
2298,"Excellent technical leadership, project management, analytical problem solving, and troubleshooting skills.",2,00011
2299,"Manage technical relationships with a select client portfolio, including managing multiple projects simultaneously.",0,00000
2300,Work with Sales to identify business opportunities leveraging both display and performance solutions supported by the team.,2,00011
2301,"Collect requirements, provide guidance and best practices to apply ad products and technologies to achieve advertisers' business goals.",2,00011
2302,"Design and implement complex, cross-product customized solutions with the client.",2,00011
2303,Be responsible for end-to-end implementations and escalations handled by other Google teams for named accounts.,2,00011
2304,Drive feasibility and trade-off analyses to determine product or requirement feasibility and support product architecture definition.,2,00011
2305,"Perform software design, development, and testing as part of an agile project.",2,00011
2306,"Develop BSP, drivers, kernel, bootloader and applications for existing and custom embedded systems or web applications.",2,00011
2307,"Champion, conduct, and coordinate software testing activities; including unit testing, functional testing, and regression testing.",2,00011
2308,Prepare estimates for software development tasks and projects.,2,00011
2309,"Act as a trusted expert in the Software Engineering discipline for the broader Ecessa team including Engineering, Sales, and business development.",2,00011
2310,"Lead, mentor, and coach other engineers in the organization.",2,00011
2311,"Bachelor of Science degree (Electrical Engineering, Computer Science, Computer Engineering, or equivalent).",0,00000
2312,6+ years of related professional experience in an engineering role; developing embedded or web (Django and/or Flask) applications,2,00011
2313,Experience developing on Linux and comfortable on the command line,2,00011
2314,"Proficient in C, Python, and JavaScript",2,00011
2315,Working knowledge of source control systems (Git experience preferable),0,00000
2316,"Experience with network communications, socket programming and packet analysis",2,00011
2317,Familiarity with IP networking and routing,2,00011
2318,"Open and candid communication skills; demonstrate inclusive behavior, ability to build trust and inspire others.",2,00011
2319,"Leads change, personally adaptable, and able to perform well under pressure.",2,00011
2320,Excellent written and verbal communication skills. Comfortable communicating with external clients to communicate technical status.,2,00011
2321,This position has minimal travel requirements (up to 10%); work is primarily performed in a collaborative office environment at Ecessa.,2,00010
2322,Attends and actively participates in creative meetings to determine strategic and creative objectives of each project.,2,00011
2323,Collaborates with copywriter(s) to fulfill strategic and creative objectives.,2,00011
2324,"Determines size and arrangement of graphics, layout, and features based on media type, knowledge of layout principles, and aesthetic design concepts.",2,00011
2325,"Researches and executes custom graphic needs, including acquisition of stock photos, and arrangements for custom illustration.",2,00011
2326,"Responsible for the delivery of high-quality work (e.g. spell-check, construction check, asset optimization, consistency, and final output).",2,00011
2327,Responds to project requests in a timely fashion to meet time-sensitive project deadlines and oversee project through completion.,2,00011
2328,"Responsible for juggling multiple deadlines, prioritizing work, and keeping projects moving forward.",2,00011
2329,Meets deadlines as requested in a fast-paced project environment.,0,00000
2330,Maintains current knowledge of computer design software applications and emerging technologies in new media.,2,00011
2331,Participates in special projects and performs other duties as assigned.,2,00011
2332,Account Management or Customer Service: 1 year (Preferred),0,00000
2333,Digital Marketing or Advertising: 1 year (Preferred),0,00000
2334,Dental or Medical office: 1 year (Preferred),0,00000
2335,SEO or Social Media Marketing: 1 year (Preferred),0,00000
2336,Google Ads/AdWords (Preferred),0,00000
2337,Team-oriented -- cooperative and collaborative,2,00011
2338,Innovative -- innovative and risk-taking,2,00011
2339,"Stable -- traditional, stable, strong processes",0,00000
2340,Minimum 3 years sales or consulting experience,0,00000
2341,Experienced in one or more of the Datastory verticals referenced above and/or in SaaS sales,2,00011
2342,Relevant: 3 years (Preferred),0,00000
2343,"Produce sales gains, by providing customer service.",0,00000
2344,To meet or exceed Company Objectives in all individual statistics.,0,00000
2345,"Adhere to current visual guidelines includes: proper merchandising, signage and store cleanliness.",2,00011
2346,Maintain a professional appearance consistent with Company Dress Code Policy.,0,00000
2347,Protect Company assets within guidelines of LIDS Retail policies.,0,00000
2348,Assist in preparation of store work schedules that provide proper store coverage and are within the Company guidelines for wage control.,2,00011
2349,"Follow all policies to accurately manage store inventory including receiving, transferring, completing price change and conducting product counts.",2,00011
2350,Complete accurate product counts in a consistent and timely manner.,2,00011
2351,Perform proper documentation and record keeping per LIDS Retail policies as well as state and federal laws.,2,00011
2352,Open and close the store as required following the procedures per the Operations P&P Manual.,2,00011
2353,"Participate in LIDS Training Programs, adhere to set goals (for sales and tasks) and regular follow up.",2,00011
2354,Assist in recruiting and training store personnel on proper store operations and procedures.,2,00011
2355,Perform work of subordinates as needed.,0,00000
2356,Communicate with employees at all levels of the company.,0,00000
2357,Other duties as assigned.,0,00000
2358,High school diploma or equivalent plus one year relative experience.,0,00000
2359,Established ability to produce sales results while minimizing loss.,0,00000
2360,Strong interpersonal skills and the ability to communicate verbally in a clear professional manner.,2,00111
2361,"Ability to operate a computer, as well as maneuver relative software programs.",0,00000
2362,Ability to lift up to 50 pounds.,2,00010
2363,Ability to climb a ladder and work with hands overhead.,2,00011
2364,Standing required for up to 100% of the work time.,2,00010
2365,Ability to work unsupervised.,0,00000
2366,"Use of cocaine, methamphetamine, hallucinogens (GHB, MDMA/ecstasy, ketamine, etc.) previous to five years of application.",0,00000
2367,Prior marijuana use.,0,00000
2368,Prior nitrous oxide use.,0,00000
2369,Illegal use of anabolic steroids previous to three years of application.,0,00000
2370,Illegal use of a hypodermic needle/ syringe.,0,00000
2371,A bankruptcy within the past three years of date of application.,0,00000
2372,Work experience- Minimum 1-2 years,0,00000
2373,Education- Bachelor degree or equivalent work experience preferred; HS degree or equivalent is required,0,00000
2374,"Applies product and procedural knowledge to identify, mitigate and solve customer problems effectively to drive customer loyalty.",2,00011
2375,To learn more about this and other opportunities on our team. Watch this video.,2,00011
2376,Experience selling SaaS or digital advertising a plus,0,00000
2377,Experience selling to large companies with the ability to build relationships with C-level executives,0,00000
2378,Strategic thinker with superior organization skills and attention to detail,2,01011
2379,Proven experience growing product performance,0,00000
2380,Excellent communication skills,2,00011
2381,"Experience managing projects in a CRM, Microsoft Dynamics preferred",0,00000
2382,"Medical, dental, vision, and life insurance",2,00011
2383,401K with company matching,0,00000
2384,"Paid holidays, vacation and sick days",2,00011
2385,Ability to work from your home office while developing a multi-state region,0,00000
2386,Prepares lease and rental agreements.,2,00011
2387,"Handles bookkeeping functions, or credits client accounts for receipts and debits account for disbursements.",2,00011
2388,"Arranges for alterations, maintenance, upkeep, or reconditioning of property.",0,00000
2389,"Employ or contracts for services of security, maintenance, and grounds keeping personnel and onsite management personnel, if required.",2,00011
2390,Directs preparation of financial statements and reports on status of properties.,2,00011
2391,Directs issuance of check for monies due client.,0,00000
2392,"Advises clients relative to financing, purchasing, or selling of property.",0,00000
2393,Prepares periodic inventory of building contents and property condition.,2,00011
2394,Contacts utility companies to arrange for transfer of service for tenants.,0,00000
2395,Assists with eviction of tenants in compliance with court order and directions from Lawyer and Owner.,2,00011
2396,Some travel may be required.,2,00010
2397,Bachelor's degree (B.A. or B.S.) from accredited four-year college or university,2,01000
2398,"MRI experience preferred, but not required.",0,00000
2399,"Kardin experience preferred, but not required.",0,00000
2400,"Ability to read, analyze, and interpret general technical procedures or governmental regulations.",2,00011
2401,Ability to write reports and business correspondence.,2,00011
2402,Ability to effectively present information and respond to questions from groups of managers and clients.,2,00011
2403,Ability to solve practical problems.,0,00000
2404,"Ability to interpret a variety of instructions furnished in writing, oral, diagram, or schedule form.",2,00011
2405,Strong interpersonal skills.,2,00100
2406,"Excellent organizational, verbal and written communication skills.",2,00011
2407,Proficiency in the use of personal computer and word processing software.,2,00011
2408,Excellent team / culture,0,00000
2409,"In-house design, video and interactive capabilities",2,00011
2410,"Successful, innovative company willing to invest in big ideas",0,00000
2411,Continued opportunity for financial reward and advancement,2,00011
2412,Track record of successful capturing and winning >$100M new business opportunities.,2,00011
2413,Prior experience with the Shipley Business Acquisition Process is preferred,0,00000
2414,Ability to drive /follow the Capture Process from Opportunity Positioning and Qualification through Proposal Development and Opportunity Closing,2,00011
2415,This position is located in Northern VA,0,00000
2416,It is preferable that the candidate has held a lead role in a defense and professional services sales organization.,2,00011
2417,We have a disruptive product that is changing how companies run sales and marketing operration in-store,2,00011
2418,Two years of post-secondary education or training,0,00000
2419,Three years' experience in appraisal and/or assessment of real and personal property,2,00011
2420,An equivalent combination of education and experience to total 5 years,2,00011
2421,Valid Driver's License,0,00000
2422,"Inspect vacant land, and existing properties to gather physical attributes and characteristics.",2,00011
2423,"Maintain a complete record of each complex property, which may include over 150 fields of data.",0,00000
2424,Ability to utilize personal tablet for day to day activities including organization and effective time management.,2,00011
2425,Ability to analyze and interpret instruments of transfer for reliability and validity.,2,00011
2426,Ability to work independently and make quality decisions while prioritizing workload to meet deadlines.,2,00011
2427,Ability to apply complex problem solving techniques in response to customer disputes and tax issues.,2,00011
2428,Ability to read and interpret blueprints and knowledge of the terminology pertaining to the development of real estate and associated building costs.,2,00011
2429,Ability to interpret income and expense statements and understand investor motivations pertaining to capitalization rates for specific property types.,2,00011
2430,"Ability to work effectively with real estate professionals, attorneys, local officials and the public in a professional manner.",2,00011
2431,Ability to communicate effectively both orally and in writing.,2,00011
2432,A competitive base salary,0,00000
2433,"Excellent health/vision/dental plans, matching 401K, life insurance and 3 weeks of PTO to start.",2,00011
2434,Extensive training along with career development.,0,00000
2435,"Act as a thought partner, strategic leader, and internal consultant.",2,00011
2436,Assist in the development and implementation of Standard Operating Procedures (SOPs) for all business continuity functions,2,00011
2437,Participate in requirements gathering and implementation of new IT applications specific to continuity initiatives,2,00011
2438,"Maintain current knowledge of business continuity issues and trends through education, seminars, and research",2,00011
2439,"Employment activity such as hiring, promoting, job performance, evaluations, and disciplinary actions with appropriate approvals as required",2,00011
2440,Review performance metrics with senior operations and DaVita leadership on an as-needed basis,2,00011
2441,Manage departmental labor budget and miscellaneous expenses,2,00011
2442,Modify Odoo's existing software to meet the needs of our clients,0,00000
2443,Constantly work on new projects and have new challenges,2,00011
2444,Use advanced data modeling to anticipate problems in business workflows and devise potential solutions.,2,00011
2445,Support and maintain specific databases/instances to ensure continued functionality and improvement.,2,00011
2446,"Develop and maintain standard operating procedures for product design, implementation, and QA testing.",2,00011
2447,"1+ year of professional experience operating in a full-stack environment, great university projects can also count towards this!",0,00000
2448,"Skilled in Python, CSS (SASS, LESS), HTML, and JavaScript",2,00011
2449,Graduated from a 4-year university preferably with an emphasis on Computer Science or a related field,0,00000
2450,"Object-oriented programming, object modeling, and relational database knowledge and ability to learn and evolve quickly",2,00011
2451,"Fluent in Spanish and English, great written and verbal communication skills",2,00011
2452,Generous compensation,0,00000
2453,"Flexible hours, snacks, coffee, fruit, company events, and more",2,00011
2454,"Healthcare, dental, and vision insurance",2,00011
2455,Approval of all expenditures against budgets,0,00000
2456,"High school diploma or GED; 2 years experience in the sales and marketing, guest services, front desk, or related professional.",2,00011
2457,Catering sales experience.,0,00000
2458,Manages the sales efforts for the property including local corporate and social catering.,2,00011
2459,Solicits affiliate business associated with citywide events from approved affiliate list provided by Citywide Sales Executive.,0,00000
2460,Closes the best opportunities for the property based on market conditions and property needs.,2,00011
2461,Uses negotiating skills and creative selling abilities to close on business and negotiate contracts.,2,00011
2462,"Works with the management team to create and implement a catering sales plan addressing revenue, customers and market.",2,00011
2463,"Designs, develops and sells creative catered events.",2,00011
2464,Maximizes revenue by up-selling packages and creative food and beverage.,2,00011
2465,"Manages catering sales revenue and operation budgets, and provides forecasting reports.",2,00011
2466,Develops menus that drive sales.,0,00000
2467,"Assists with selling, implementation and follow-through of catering promotions.",2,00011
2468,"Executes and supports the operational aspects of business booked (e.g., generating proposal, writing contract, customer correspondence).",2,00011
2469,Achieves catering revenue goals by actively up-selling each business opportunity to maximize revenue.,0,00000
2470,Key contributor to process capacity and reliability improvement efforts for electronics,2,00011
2471,Provide critical process capability information in support of business growth,0,00000
2472,Support the definition of process improvement plans and develop associated budgets,2,00011
2473,Lead the activities of plant-based engineering and operations personnel towards efforts to improve the robustness of manufacturing processes,2,00011
2474,Head of Commercial Development,0,00000
2475,Director of Business Development,0,00000
2476,Director of Commercialization and Continuous Improvement,2,00011
2477,Electronics Plant Managers,0,00000
2478,Plant Operations Managers,0,00000
2479,Process and Controls Engineers,2,00011
2480,Process Engineering knowledge,0,00000
2481,Able to manage technical teams,0,00000
2482,Failure Mode Analysis,0,00000
2483,"Communicate effectively with technology, business personnel and customers (oral and written)",2,00011
2484,"Computer skills in MS office suite, MS Project.",0,00000
2485,UniSim or similar software highly desirable.,0,00000
2486,Formal training in Project Management a plus.,0,00000
2487,Distillation modeling experience a plus.,0,00000
2488,relevant: 1 year (Preferred),0,00000
2489,Best in class compensation program (unmatched commission plan with No CAP),0,00000
2490,Paid training and bonus programs,2,00011
2491,"Google Premier Partner, Google Certified Training",0,00000
2492,State of the art office and technology,2,00011
2493,Strong personal values,0,00000
2494,Passionate about working with your hands,0,00000
2495,"Embraces new engine technology for power, fuel economy and diagnostics",2,00011
2496,"Cares about co-workers, customer service and communications",2,00011
2497,Inclusive of diverse perspectives,0,00000
2498,"Desires to develop their skill set and product knowledge through classroom, hands-on, and virtual training.",2,00011
2499,Applicants must meet minimum community college general education course requirement of 2.8 GPA high school (unweighted) or 22 ACT score.,0,00000
2500,Standing 7.5 hours per day,2,00010
2501,Pushing/Pulling 4.0 hours per day,0,00000
2502,Sitting 1.5 hours per day,2,00010
2503,Lifting 1.5 hours per day,2,00010
