,jobrequirements,bias,againstgroup
2954,Computer/office software proficiency including MS Office Suite and CRM tools.,2,00011
2955,"Requires use of a personal vehicle, a valid driver's license and clean driving record.",2,00011
2956,Ability to work a flexible schedule including evening and weekend hours.,2,00011
2957,One who displays a strong understanding and commitment of GNC's Vision and Values,2,00011
2958,"The ability to achieve and exceed personal sales and productivity goals, while helping sales associates to realize their sales potential",2,00011
2959,Verify the delivery of all merchandise to the store.,0,00000
2960,"Ensure full understanding of all store communications including product information, advertising, promotions and other marketing initiatives.",2,00011
2961,"Ability to multi-task, coordinate, analyze, observe, make decisions, and meet deadlines in a detail-oriented manner",2,00011
2962,Partner with Loss Prevention to ensure adherence to GNCs policies and procedures.,2,00011
2963,Strong communication and team building skills,2,00011
2964,Total compliance with all store operations policies,0,00000
2965,Manage work schedules within established budgets for optimal store coverage,0,00000
2966,"Ability to work a flexible schedule (i.e. Holidays, weekends)",0,00000
2967,"Medical, dental, vision and insurance benefits",2,00011
2968,Competitive rate of pay,0,00000
2969,Short-term disability benefits,0,00000
2970,Employee assistance program,0,00000
2971,Focus on target accounts that have a major strategic impact on the long-term success of the organization,0,00000
2972,"Maintains contact with accounts at a high, executive level, focusing on the strategic nature of the relationship",0,00000
2973,Represents the organization to the customer as the sales leader on specific pursuits working with the Account Executive,0,00000
2974,Responsible for expanding and retaining named accounts while ensuring ongoing customer service offered over a longer sales cycle,2,00011
2975,Provides leadership to the sales team focused on the long sales cycle account(s),0,00000
2976,Works with the lead generation and sales development function,2,00011
2977,Oversee the tracking and reporting of key sales and operational metrics and updates to customer management system,2,00011
2978,Guide prospects through the process of becoming residents from the time they inquire through the time they move in,0,00000
2979,Build lasting relationships with residents by providing excellent customer service,0,00000
2980,"Host open houses, resident events and other outreach marketing functions.",2,00011
2981,Min 2 years sales experience preferably as a leasing consultant in an apartment community,0,00000
2982,Experience with Microsoft Office Suite required and experience with OneSite/Real Page Software a plus,2,00011
2983,Capable of building rapport with a variety of people,0,00000
2984,Strong organizational skills and ability to multi-task,2,00011
2985,Excellent written and verbal communication skills,2,00011
2986,Ability to work Saturdays,0,00000
2987,Must be able to pass pre-employment background and credit check as well as drug screening,2,00011
2988,Pay based on experience,0,00000
2989,Lucrative commission plan,0,00000
2990,"100% paid medical insurance premiums, short term and long term disability and life insurance",2,00011
2991,Flexible paid time off and holiday pay,2,00011
2992,Dental and vision insurance plans,2,00011
2993,sales: 2 years (Preferred),0,00000
2994,Detail-oriented -- quality and precision-focused,2,00011
2995,Aggressive -- competitive and growth-oriented,2,00111
2996,Outcome-oriented -- results-focused with strong performance culture,0,00000
2997,"Stable -- traditional, stable, strong processes",0,00000
2998,People-oriented -- supportive and fairness-focused,2,00011
2999,Team-oriented -- cooperative and collaborative,2,00011
3000,"Deliver effective multi-platform, integrated sales presentations (broadcast, digital, events); negotiation and closing",2,00111
3001,Stay abreast of the competitive landscape and emerging technologies to best position Cumulus in the marketplace,2,00011
3002,Think creatively and generate original ideas,2,00011
3003,"Proficient in Microsoft Office suite, social networking platforms and CRM tools",2,00011
3004,Excellent communication skills,2,00011
3005,Experience developing new business relationships in an outside sales role,0,00000
3006,Excellent presenter to clients of sales opportunities and post-sale successes,2,00011
3007,Strong understanding of lead generation and ability to connect with viable prospects,2,00011
3008,Comprehension of sales metrics in order to fill a sales funnel and robust pipeline of residual business,2,00011
3009,Positive attitude with the willingness to get beyond comfort zone to grow professionally,0,00000
3010,High energy and passion for the job,2,00011
3011,Flexible and creative,2,00011
3012,"Bachelor's Degree in Business, Marketing or related field is preferred",2,01000
3013,Commission-based organization with uncapped earning potential,0,00000
3014,"Medical, Dental & Vision Insurance coverage",2,00001
3015,401K with company match to plan for the long-term,0,00000
3016,Paid Vacation & Holidays,0,00000
3017,Hardware and Software Support,2,00011
3018,HIPAA IT Risk Assessment and Security Management Services,2,00011
3019,Enterprise Reporting and Dashboards,2,00011
3020,Minimum of 7 years experience with Cisco voice products,0,00000
3021,Cisco Voice Collaboration Certification (CCNA or CCNP),0,00000
3022,"Work with Project team to design, configure and deploy complex Cisco VOIP systems",2,00011
3023,Work with clients to discuss call flows and recommend how to design proper VOIP systems in enterprise environments.,2,00011
3024,Setup and install any VOIP or network related equipment needed for voice projects,2,00011
3025,Work with vendors and ISP to coordinate and test SIP and PRI ports and circuit turnups.,2,00011
3026,Be an escalated resource for support to assist in troubleshooting voice or call flow issues,2,00011
3027,Assist Account Managers on how to speak about voice technologies and give them sales guidance for product needs and upgrades,2,00011
3028,Setup and instruct internal users and clients with Cisco Telepresence and other Collaboration technologies,2,00011
3029,Offer expert level consulting services to both internal and external customers,2,00011
3030,Strong focus on end-user service and satisfaction.,2,00011
3031,Effective written and oral communication skills.,2,00011
3032,Project management skills.,0,00000
3033,Proven experience in dependability and troubleshooting skills.,2,00011
3034,Ability to adapt and keep skill set current with new technologies.,2,00011
3035,May lead and direct the work of others.,2,00011
3036,Travel to client locations as required.,2,00010
3037,"While performing the duties of this job, the employee is regularly required to lift up to 40 lbs.",2,00010
3038,"Participates in disaster recovery documentation, planning, and implementation.",2,00011
3039,Maintains confidentiality of client and company information and has a strong understanding of HIPAA regulations and guidelines.,2,00011
3040,"Contribute new products, workflows and ideas to influence the industry",2,00011
3041,Identify risks that threaten project success and recommend work-arounds,2,00011
3042,"Get creative designing, prototyping and building Salesforce systems",2,00011
3043,"Keep Salesforce running smoothly by testing and adjusting as needed, then documenting fixes",2,00011
3044,"Be an effective leader, mentor, and champion of your team",2,00011
3045,"Advise clients on the impacts of SaaS adoption to their governance and operating models, and helping client plan for and/or implement change",2,00011
3046,Help your clients and team stay up-to-date on industry standards and best practices,2,00011
3047,Be ready to build those air miles with frequent weekly travel: Monday-Thursday as needed,2,00010
3048,Minimum of 2 years of requirement gathering experience,0,00000
3049,Minimum of 2 years of experience with CRM implementations (Salesforce preferred),0,00000
3050,"Proven ability to work creatively and analytically in a problem solving, dynamic environment",2,00011
3051,Understanding of key CRM Business Architectural concepts,0,00000
3052,"One or more certification related to Salesforce Cloud processes, sales, and/or service",2,00011
3053,"Reviews blueprints, plans, and other customer documents to design systems, develop and prepare cost estimates.",2,00011
3054,Delivers technical presentations.,2,00101
3055,Responds to technical questions and objections as well as business concerns.,2,00011
3056,"Occasionally will assist in providing technical services to clients relating to use, operation, and maintenance of equipment.",2,00011
3057,"Design Video, CCTV, Access Control, and Fire Alarm Solutions to a diverse customer market, both locally and nationally",2,00011
3058,Perform camera placement for CCTV systems,0,00000
3059,Provides technical training to ESCO sales staff.,0,00000
3060,"Excellent verbal, written and interpersonal skills, including ability to communicate at technical and non-technical levels.",2,00111
3061,Basic understanding of local and wide area networks.,2,00011
3062,"Extensive technical knowledge of specifically assigned systems: Access Control, CCTV, IP Protocols, NFPA Fire and Life Safety system requirements",2,00011
3063,"Ability to work independently, manages multiple priorities, and follows through on projects.",2,00011
3064,Associates degree or equivalent work experience.,0,00000
3065,Three years of direct industry experience in the field,0,00000
3066,NICET Level II Fire (Preferred),0,00000
3067,NICET Level I CCTV (Preferred),0,00000
3068,ASIS Physical Security Certifications (Preferred),2,00010
3069,Microsoft Office 365,0,00000
3070,JVSG CCTV Design (or similar),0,00000
3071,Relevant: 1 year (Preferred),0,00000
3072,10 years of proven filtration sales experience and success,2,00011
3073,"Strong application knowledge (preferably in pulp and paper, chemical, and power plant applications). Aviation fuel filtration experience is a bonus.",2,00011
3074,"Willingness to travel is a must. Travel will be primarily in GA, AL, TN, FL",2,00010
3075,Manage entire sales process from initial contact through opportunity and contract closing,2,00011
3076,Build and maintain an active and robust pipeline that yields on-target or better sales productivity,2,00011
3077,"Managing multi-party/multi-constituency selling environments, preferably insurance",0,00000
3078,Experience selling to senior executives / C-suite,0,00000
3079,Prospecting / Hunting to discover client needs,0,00000
3080,Proficient in CRM (preferably SalesForce.com),0,00000
3081,Strong written and visual presentation skills,2,00111
3082,Ability to travel (approximately 35%),2,00010
3083,Analyze sales statistics to identify areas of improvement,0,00000
3084,Plan and execute marketing strategy.,2,00011
3085,Track results and trends regularly for business forecasting,2,00011
3086,Report on team and individual performance,2,00011
3087,Develop and execute innovative sales strategies,2,00011
3088,Oversee and coordinate the sales team activities,2,00011
3089,Analyze sales statistics to identify areas of improvement,0,00000
3090,Manage records and information,2,00011
3091,Provide administrative assistance to upper management team,0,00000
3092,Perform other office tasks,0,00000
3093,"Previous experience in marketing, sales, customer service, or related field",0,00000
3094,Experience as a supervisor or manager (preferred),0,00000
3095,Strong leadership qualities,0,00000
3096,Ability to build rapport with staff,0,00000
3097,Management experience (preferred),0,00000
3098,Previous experience in administrative services or other related fields,0,00000
3099,Ability to prioritize and multi-task,2,00011
3100,Strong organizational skills,0,00000
3101,Deadline and detail-oriented,2,00011
3102,Sales or marketing experience in some capacity,0,00000
3103,relevant: 1 year (Preferred),0,00000
3104,Bachelor's (Preferred),2,01000
3105,"Melbourne, FL (Required)",0,00000
3106,A good job for someone just entering the workforce or returning to the workforce with limited experience and education,2,00011
3107,https://www.facebook.com/AeroBaseGroup/,0,00000
3108,Job Family Store Operations,0,00000
3109,Required Education High School,0,00000
3110,"Job Start Date Monday, October 7, 2019",0,00000
3111,Attends and participates in all company-sponsored management training program events as required,2,00011
3112,"Ability to utilize company point-of-sale system (MAC21), Microsoft Word & Excel, and other 3rd party software applications at a basic level",2,00011
3113,"Must successfully pass all Company training regarding equipment usage, including obtaining the forklift and delivery driver certifications",2,00011
3114,Prior supervisory or management experience in the retail building supply industry,0,00000
3115,Working knowledge of building supply and/or agricultural product lines and their usage,2,00011
3116,Must maintain regular and acceptable attendance at such level as is determined by management,2,00011
3117,Must be available and willing to work such overtime per day or per week as the employer determines is necessary or desirable to meet business needs,2,00111
3118,Must be available and willing to work such weekends and holidays as the employer determines are necessary or desirable to meet its business needs,2,00011
3119,"This position requires frequent travel with overnight stays, alternating between the assigned home store and Headquarters in San Marcos, Texas",2,00011
3120,Must be able to legally obtain a rental vehicle in all states in which the company does business,0,00000
3121,Must have current auto liability insurance,0,00000
3122,Supply Chain is our competitive advantage,0,00000
3123,Continuous improvement of our methods and process,2,00011
3124,Environment driven by innovation and creativity,2,00011
3125,Developing expertise of Global Supply Chain,0,00000
3126,Master of Business Administration Degree student graduating in December 2020 or May 2021,0,00000
3127,"MBA Concentrations: Supply Chain, Business, Finance, Economics, Data Analytics or related discipline",0,00000
3128,Experience in SAP preferred,0,00000
3129,You are able to work the entirety of the 11-week summer internship program in 2020 starting the end of May and ending early August,2,00011
3130,Interns are required to provide their own transportation to and from work location,2,00011
3131,Ability to analyze and problem solve operations issues,2,00011
3132,Strong organizational skills and multi-tasking ability in a fast paced environment,2,00011
3133,"Ability to solve complex issues, create new ideas and define new ways to move forward",2,00011
3134,Strong decision making skills and out of the box thinking,2,00011
3135,Effectively works independently & in a cross function team while building networks,0,00000
3136,Demonstrates a strong sense of urgency with the flexibility to shift gears as priorities change,0,00000
3137,Takes initiative to improve business performance and goes beyond scope of given position,2,00011
3138,Presents confidently and with passion with the ability to influence and convince others,2,00011
3139,Community service & volunteer activities,0,00000
3140,Early consideration for a full-time opportunity upon graduation.,0,00000
3141,Exposure to senior management,0,00000
3142,Networking and development activities,2,00011
3143,"Use effective communication skills including in person communication, phone, email, and professional written communication.",2,00011
3144,Effectively close and ask for the sale from the prospect.,2,00011
3145,Completes lease application and agreements with the prospective resident and collects any rental deposit and/or application fee.,2,00011
3146,Maintains the listings of the available and unavailable rental properties and communicates this to the appropriate party.,2,00011
3147,Inspects condition of the rental locations and premises and coordinates maintenance or cleaning services.,2,00011
3148,Communicates effectively and professionally with all residents and coworkers while working in a team environment.,2,00011
3149,Effectively communicates with third party locators and corporate housing specialists to drive traffic to the community.,2,00011
3150,"Maintains strong market knowledge to offer insight into pricing, concessions, marketing collateral and online advertising.",2,00011
3151,"Assists the Assistant Resident Manager, and Property Manager in daily operations.",2,00011
3152,Other duties may be assigned,0,00000
3153,"Knowledge of Windows Operating Systems, Microsoft Office and Chrome",2,00011
3154,Nebraska Drivers License with minimal violations is required.,0,00000
3155,Current employees may be required to obtain additional licenses such as the CPR license.,0,00000
3156,Diligence and persistence: We are new to the US market and you should not expect to have leads or deals given to you,2,00011
3157,"Continuous self-reflection and improvement: In order for our company to grow, we need members who also want to grow personally and professionally",2,00011
3158,"Systematic in your use of cold calling, emailing, and other avenues to generate leads",2,00011
3159,Preference to use technology like a CRM to improve the sales process,0,00000
3160,"Excellent communication, social, and organizational skills to build relationships based on trust, reliability, and consistency",2,00011
3161,Customer-focused insight and attention to detail,2,01011
3162,Excellent time management skills,0,00000
3163,Continuous learner who understands the importance of questions and openness,2,00011
3164,"Ability to be a customer, solution, and communication expert",2,00011
3165,"Identifying sales opportunities and generating leads from your network and various tools, including LinkedIn and cold calls",2,00011
3166,Analyzing software market trends and client needs,2,00011
3167,Creating and sustaining close relationships with the process industry community,2,00011
3168,Creating and implementing effective sales strategies in order to achieve sales targets,2,00011
3169,"Delivering strategic message to customers, partners, and the industry",2,00011
3170,Continuously analyzing progress through data and making improvements every day,2,00011
3171,Preparing sales presentations and proposals and conducting contract negotiations that are always customer-focused,2,00111
3172,"Establishing client relationships based on trust, reliability, and consistency",2,00011
3173,"Attending marketing related seminars, conferences, and exhibitions",2,00011
3174,Must be willing to travel 35% of time. Regional travel may be required,2,00010
3175,B2B Sales: 1 year (Required),0,00000
3176,Bachelor's (Required),2,01000
3177,Innovative -- innovative and risk-taking,2,00011
3178,Outcome-oriented -- results-focused with strong performance culture,0,00000
3179,Team-oriented -- cooperative and collaborative,2,00011
3180,"Assist in the recruiting of, recommend for hire, and train, positive individuals to become members of the team, ensuring excellent customer service",2,00011
3181,"Motivate, encourage, and challenge store cashiers.",2,00011
3182,"Promote and resolve customer complaints, in a timely and professional manner.",2,00011
3183,Maintain quality brand image standards as pass evaluations.,0,00000
3184,"Supervise, and discipline all store employees (and assistant manager) according to company policy.",2,00011
3185,Monitor daily retail gasoline competitors and sending the prices to the corporate office in a timely manner as established by management.,2,00011
3186,Complete daily paperwork and computer entry in a timely manner as established by management.,2,00011
3187,"Monitor cash over/short, inventory shrinkage, and drive offs daily.",2,00011
3188,Conduct Store meetings as needed with employees.,0,00000
3189,Have the physical ability to perform all duties of a store cashier regularly.,2,00010
3190,Understand all information in the daily reporting of store operations.,0,00000
3191,Follow and enforce all company policies and established procedures.,2,00011
3192,"Implement Monthly promotions, insure all POS advertising/signage is properly posted at the proper time.",0,00000
3193,"Communicate and perform all price change request, mark downs / ups .",2,00011
3194,Communicate any problems with merchandise pricing to the Price Book Administrator.,0,00000
3195,Implement and enforce all merchandising and vendor policies and procedures.,2,00011
3196,Enforce all Safety and Security Issues and report any and all unsafe conditions.,2,00011
3197,Conduct regular safety and Security Meeting and document with employees attending signatures.,2,00011
3198,Report and process all employee and/ or customer incidents or accidents following company procedure.,2,00011
3199,"Implement strategic planning, forecasting and ongoing development of sales team",2,00011
3200,"Coach your team in effective sales strategies, pipeline management, opportunity management and career planning",2,00011
3201,"Attract, hire and develop a Sales team to consistently execute National gameplans and exceed business goals, while holding them accountable",2,00011
3202,"Identify improvement in all areas of productivity, process and efficiency",2,00011
3203,Develop and maintain executive level relationships to help drive sales activities,2,00011
3204,Assist in closing complex multi-million dollar programs with your team,2,00011
3205,Be a leader your team can depend on!,0,00000
3206,"3+ years relevant Enterprise experience across Sales, Digital, and Advertising roles",2,00011
3207,Proven track record of exceeding multi-million dollar Sales Targets,0,00000
3208,Experienced communicator with proven track record of Executive outreach,0,00000
3209,Entrepreneurial with history of building partnerships from scratch,0,00000
3210,Ability to handle critical conversations internally with reps as well as client escalations.,0,00000
3211,Able to navigate uncertainty successfully for all parties and lead to desired outcomes,2,00011
3212,"Easy-going, cool headed, with a track record of collaboration and working well internally",2,00011
3213,Ready and willing to roll up your sleeves and build something big at Moitiè Cosmetics,2,00011
3214,"Generous Medical, Dental and Vision Coverage",2,00011
3215,Guaranteed base salary + high uncapped annual bonus with reaching to the companies sales goals,0,00000
3216,Casual Working Environment,0,00000
3217,High annual bonuses with achieving companies sale goals,0,00000
3218,Doctor House Call On-Demand,2,00011
3219,systems systems design engineer: 3 years (Required),0,00000
3220,Driver's License (Required),0,00000
3221,Professional development assistance,0,00000
3222,Responds to inquiries from customers and sales personnel utilizing enterprise resource planning (ERP) system.,2,00011
3223,Determines the professional needs of customers when receiving or placing calls.,2,00011
3224,Upgrades telephone orders.,2,00001
3225,Introduces and promotes new products during calls.,2,00011
3226,Researches and resolves customer problems relating to the merchandise department.,2,00011
3227,"Participates in and supports campaigns/promotions sponsored by the Marketing Department, Region and/or Branch.",2,00011
3228,Expedites credits on merchandise returned from accounts.,0,00000
3229,"Coordinate meetings, accompanying logistics, and other Customer service representative duties as assigned.",2,00011
3230,Select and merchandise products and lines consistent with company strategy for the maximization of sales and profit.,2,00011
3231,Collaborate with vendor partners and negotiate the best possible total costs.,2,00011
3232,Establish retail pricing and maintain gross profit levels consistent with company objectives.,2,00011
3233,Recommend merchandise for promotions and advertising.,2,00011
3234,"Responsibility for sales growth, gross margin, turn rate and GMROI.",2,00011
3235,Quarterly review of your merchandise categories and presentation of a summary of your progress plans for the future and objectives for the year.,2,00111
3236,"Plan, schedule and execute buys to support advertising program.",2,00011
3237,Anticipate merchandise trends and communicate direction or recommendation to team.,2,00011
3238,Maintain gross profit objectives of the company.,0,00000
3239,Maintain inventory turnover of the company.,0,00000
3240,Maintain GMROI with company objectives.,0,00000
3241,"Maintain current, competitive lines.",0,00000
3242,Approve new vendors and new products for respective areas of responsibility.,2,00011
3243,Review and approve rebuys of regular stocked goods.,2,00011
3244,"Keep current on market trends, competition, prices, and changes in consumer buying habits.",2,00011
3245,Visit Brands and stores on a regular basis and provide feedback.,2,00011
3246,"Monitor store replenishment, in-house fill rates, lead times and external vendor fill rates.",2,00011
3247,Communicate merchandise news to team and Operations.,2,00011
3248,"Communicate effectively and cooperatively with vendor community, peers, subordinates, supervisors, other departments and store employees.",2,00011
3249,"Continually improve job knowledge and skills by reading, studying or attending seminars related to the merchandising and marketing fields.",2,00011
3250,Stay abreast of advances in technology related to all aspect of role and,2,00011
3251,Hunter with enterprise SaaS software sales experience,0,00000
3252,", with particular emphasis on",0,00000
3253,building new relationships and opening new accounts,2,00011
3254,growing existing accounts.,0,00000
3255,"Proven track record of delivering high-quality results in a timely manner, including consecutively exceeding past sales quotas",0,00000
3256,Experience selling to CPG organizations strongly preferred,0,00000
3257,"Skilled at building and managing customer relationships, including stakeholder management",2,00011
3258,"Strong oral, written, and presentation skills",2,00111
3259,"Understanding of household panel data (NPD, Nielsen and/or IRI) is a plus",2,00011
3260,"Functional knowledge of Salesforce.com and its use for updating accounts, opportunities, and deal stages",2,00011
3261,"Microsoft Office expertise (Powerpoint, Excel, Word)",0,00000
3262,"Greet and assist customers and visitors via phone, email, and face-to-face interaction",2,00011
3263,"Manage incoming and outgoing mail, and respond to correspondence as appropriate",2,00011
3264,"Prepare, issue, and mail receipts, bills, policies, invoices, warranties, statements, and checks",2,00011
3265,"Assist with inventories and related ordering, accounting, and return processes",2,00011
3266,Manage office supply inventory,0,00000
3267,Maintain personnel and other files,2,00011
3268,Other projects and tasks as assigned by supervisor,2,00011
3269,2 years of professional administrative support experience required,0,00000
3270,Customer service experience,0,00000
3271,Ability to work independently,0,00000
3272,Strong organizational skills,0,00000
3273,"Regular, predictable, full attendance is an essential function of the job.",0,00000
3274,"Push/pull merchandise with appropriate equipment (carts, tubs, etc)",0,00000
3275,Individually lift up to 40 pounds on a frequent basis and lift up to 100 pounds with assistance,2,00011
3276,"Lift, place, and arrange items on shelves and rack",2,00011
3277,Bend down/reach above head,0,00000
3278,Climb/descend ladder,0,00000
3279,Continuously walk around the store through shift,0,00000
3280,Read written information on paper and computer screens,2,00011
3281,Input data on computer and handheld units,2,00011
3282,May use 2-way headsets (hear incoming messages and provide verbal response),2,00011
3283,Min: High School or GED,0,00000
3284,Preferred: Assoc Degree,0,00000
3285,Preferred: 10 years of sewing industry experience.,0,00000
3286,Develop strategy and content for Human Resources communications.,2,00011
3287,Develop business acumen and demonstrate advanced knowledge of HR metrics.,2,00011
3288,Develop and analyze data report findings and trends and ask critical questions needed to evaluate data.,2,00011
3289,Communicate the impact on organization strategy of relevant and important findings from data analysis.,2,00011
3290,"Maintain data integrity of various HR systems (e.g., HRIS, benefits, Performance Management) and works to identify root cause when issues arise.",2,00011
3291,Create accurate regular and ad-hoc HR metrics and reports with strong attention to detail.,2,01011
3292,Recommend and support changes to assure a strong and productive culture and work environment.,2,00011
3293,"Evaluate critical activities in terms of value added, impact and utility derived from cost-benefit analysis.",2,00011
3294,"Provide continuous process improvement, and suggestions to assist function in meeting departmental goals.",2,00011
3295,"Work with HR team members and external resources to drive timely completion of HRIS, Benefits, exit interviews and other HR projects as needed.",2,00011
3296,Experienced background in the high-tech industry.,0,00000
3297,Ability to exercise good judgment and discretion while maintaining confidentiality.,2,00011
3298,Ability to effectively support diverse functional client groups including commercial and technical managers and employees.,2,00011
3299,Strong persuasive and relationship-building skills.,2,00011
3300,"Proficient knowledge of employment law, with an emphasis in California employment law.",0,00000
3301,Expert-level knowledge in at least one or two functional areas of HR.,0,00000
3302,Strongly demonstrated organizational and project management skills with the ability to multi-task.,2,00011
3303,"Excellently demonstrated verbal and written communication, including presentation skills.",2,00111
3304,"Proficiency in Microsoft Office applications (Word, Excel, PowerPoint).",0,00000
3305,Experience with US payroll.,0,00000
3306,"Experience using HRIS systems, running reports, maintaining data integrity",0,00000
3307,Experience in using other HR tools such as ATS and LMS.,2,00011
3308,"Experience in utilization of sound investigation, and reporting practices",2,00011
3309,Minimum 3 Years of experience working inside a small to mid-size meter-diary or local people meter market.,0,00000
3310,Minimum 3 years of research experience working inside a local television station sales department.,0,00000
3311,High level of proficiency working with Nielsen Media Research on local television sample.,0,00000
3312,Ability to demonstrate proficient knowledge in ComScore.,0,00000
3313,"Expert level proficiency in all MS Office products, particularly MS Word, MS Excel and MS PowerPoint",2,00011
3314,"Expert level proficiency with media related software including OSi, KANTAR Media, Google Analytics or other comparable software.",0,00000
3315,Knowledge of Adobe Photoshop or other creative suites a plus.,0,00000
3316,Excellent writer and presenter with ability to attend and make sales calls with local account executives.,2,00011
3317,"Must be comfortable training staff on new software, measurement techniques, ratings or research developments.",0,00000
3318,"Must be diligent, pay strict attention to detail and be a self-starter.",2,01011
3319,Must be able to work unsupervised and still maintain a very high level of accountability.,2,00011
3320,Must be able to effectively position Stations in a very competitive marketplace with creative research and out of the box thinking.,2,00011
3321,Great speaking and communication skills to answer telephones for viewers and advertisers.,2,00011
3322,relevant: 3 years (Preferred),0,00000
3323,United States (Preferred),0,00000
3324,Daily management of the Food & beverage Department,0,00000
3325,Markets food and beverage services to clients and establishes food and beverage controls,2,00011
3326,Meets with client groups to plan and organize food and beverage needs,2,00011
3327,Oversees food and beverage operations during events to ensure client satisfaction,2,00011
3328,"Guides clients in preparation of events by interpreting and explaining contract provisions, policies and procedures",2,00011
3329,Creates menu plans and proposals for events,2,00011
3330,Inspects food service facilities to ensure that equipment and buildings meet requirements of state and local health laws and internal regulations,2,00011
3331,"Provides clear, concise and timely communication of detailed requirements to operational departments",2,00011
3332,Maintains cost and quality control standards,2,00011
3333,"Oversees the inventory process of all food, equipment, small ware, assets of the food and beverage department",2,00011
3334,"Attends appropriate planning, organization and other event and facility meetings in support of facility operations",2,00011
3335,"Follow cash handling polices and procedures, as well as other SMG, Savor and building specific policies and procedures",2,00011
3336,"Meet deadlines for reports and/or projects required by General Manger, Assistant General Manager, and/or Regional Manager",2,00011
3337,"Hire, train, manage, coach, discipline and hold all F&B employees accountable for their responsibilities",2,00011
3338,"Demonstrate the ability at problem solving, planning, organizing, and logistics",2,00011
3339,Serves as manager on duty as required,0,00000
3340,"Position requires a flexible schedule including nights, weekends and holidays as required",2,00011
3341,Other duties as assigned,0,00000
3342,"Bachelor's degree from accredited four-year college or university in hospitality, business or related field preferred",2,01000
3343,Three to five (3-5) years of increasingly responsible experience in Food & Beverage in a convention center or public assembly facility setting,0,00000
3344,Customer service experience is required,0,00000
3345,Sales experience is required,0,00000
3346,"Demonstrate knowledge in industry terminology, facility capabilities, operational procedures, event coordination and event-related services",2,00011
3347,"Demonstrate the principles and techniques of supervision, training, budgeting and other administrative duties",2,00011
3348,"Handle conflict, make common sense decisions and exercise proper action during high tension and stressful situations",2,00111
3349,Know basic accounting,0,00000
3350,Handle multiple tasks simultaneously,0,00000
3351,Operate portable radio and standard office equipment including copier and fax machine,2,00011
3352,Follow oral and written instructions and communicate effectively with other in both oral and written form,2,00011
3353,Organize and prioritize work to meet deadlines with special attention to detail,2,01011
3354,"Work effectively under pressure and/or stringent schedule, and produce accurate results",2,00011
3355,"Work independently, exercising judgment and initiative",2,00011
3356,"Maintain an effective working relationship with clients, employees, exhibitors, patrons and others encountered in the course of employment",2,00011
3357,Be licensed and insured to operate a motor vehicle in the United States,2,00011
3358,"Effective communication, interpersonal and organizational skills required",2,00111
3359,Basic knowledge of Spanish preferred,0,00000
3360,The employee must occasionally lift and/or move up to 50 pounds,2,00011
3361,"This position requires minimal stooping and lifting, but substantial walking. Must be able to stand or sit for long periods of time",2,00011
3362,Relevant: 1 year (Preferred),0,00000
3363,To exceed monthly / quarterly sales targets by driving new opportunities and selling Construction Journal solutions,2,00011
3364,"Pipeline development through a combination of cold calling, email campaigns and market sector knowledge/intelligence",2,00011
3365,Create and maintain a sales pipeline to ensure over-achievement,2,00011
3366,Generate short term results whilst maintaining a long term perspective to maximize overall revenue generation,0,00000
3367,Manage prospect and customer records to improve upon existing contacts in sales database,2,00011
3368,"3+ years sales experience, preferable business to business",0,00000
3369,Consistent and documented track record for over performing sales and revenue goals,2,00011
3370,Excellent presentation and listening skills,2,00111
3371,"Outstanding communication, organizational and time management skills",2,00011
3372,Process and metric oriented,2,00011
3373,Must be able to thrive in a fast pace and constantly changing environment,2,00011
3374,Prior experience selling SaaS platforms would be an advantage,0,00000
3375,Ability to work as part of a team,0,00000
3376,"Greets customers and clinic patients, and offers assistance with products and services.",2,00011
3377,"Supervises operation of the store and pharmacy, including opening/closing/changing shifts, task delegation and scheduling team members.",2,00011
3378,"Supervises receiving, stocking, pricing, returning, and transferring of merchandise.",2,00011
3379,Ensures execution of District Manager operational feedback.,0,00000
3380,"Implements store organization through proper hiring and placement, scheduling of work assignments and delegation.",2,00011
3381,Ensures that store/grounds are clean and presentable; manages repair and maintenance; responds to emergencies.,2,00011
3382,Complies with all company policies and procedures; maintains respectful relationships with coworkers.,2,00011
3383,Completes special assignments and other tasks as assigned.,2,00011
3384,Assigns daily operational responsibilities and tasks and sets expectations for store team members and assistant managers.,2,00011
3385,Analyzes financial and performance data; develops action plans to increase sales and control costs.,2,00011
3386,Reviews KPIs daily and prepare to discuss with district management.,2,00011
3387,Reviews and analyzes asset protection data and develops and implements action plans to reduce loss.,2,00011
3388,Analyzes performance indicators of the clinic and works with Clinic Coordinator or Manager to ensure performance and support.,2,00011
3389,Identifies sales opportunities to ensure the growth and performance of the store and pharmacy.,2,00011
3390,"Manages inventory levels through ordering, keeping stock, liquidating stock, anticipating fast selling items and seasonal changes.",2,00011
3391,"Makes hiring, promotion and termination decisions.",2,00011
3392,"Addresses issues and disciplines store team members, engages with Employee Relations and Human Resources as appropriate.",2,00011
3393,Develops employee performance plans and follows up according to deadlines.,2,00011
3394,Monitors and approves team member compensation.,2,00011
3395,"Promotes teamwork and motivates team members by establishing expectations, tracking results, showing enthusiasm and sharing vision.",2,00011
3396,"Ensures compliance with all corporate policies, applicable employment laws, and is consistently fair in the treatment of all team members",2,00011
3397,Follows performance improvement plans offered by District Manager.,0,00000
