,jobrequirements,bias,againstgroup
3832,Reading Comprehension,2,00011
3833,- Understanding written sentences and paragraphs in work related documents.,2,00011
3834,- Communicating effectively in writing as appropriate for the needs of the audience.,2,00011
3835,Be able to ingress and egress truck by navigating 2 steps with grab bars present.,2,00011
3836,"Frequently climb 8 foot ladder to ensure proper materials are loaded in a safe manner, and obtain proper signatures as required.",2,00011
3837,Rinse out drum and frequently handle 50 pound mixer chutes safely.,2,00011
3838,Collect money from customers and record transactions on customer receipt.,2,00011
3839,Respond to customer questions & complaints related to basic product knowledge and basic concrete instruction.,2,00011
3840,"Monitor various gauges during operation of vehicle, investigate abnormalities and perform operator maintenance and minor field repairs.",2,00011
3841,Record sales and delivery information.,2,00011
3842,"Maintain operator logs, forms and records in accordance with company policy and Department of Transportation regulations.",2,00011
3843,Safely maintain work area and vehicle in a clean and orderly condition.,2,00011
3844,"Responsible for daily inspection of truck equipment and supplies such as tires, lights, brakes, fuel, oil and water.",2,00011
3845,"Display a professional and courteous attitude to co-workers, supervisors, and the general public at all times.",2,00011
3846,Must be willing to travel and work away from home when required.,2,00011
3847,Must be willing to work nights and weekends when necessary.,2,00011
3848,Report to the assigned job site ready to begin work at the designated start time.,0,00000
3849,Strict adherence to safety requirements and procedures as outlined in the Manual of Safety Practices and Procedures.,2,00011
3850,Strict adherence to Shelly Company policies and procedures as outlined in the Company Book of Policies.,2,00011
3851,Willingness to work in a team environment and assist co-workers or supervisors with other duties as required.,2,00011
3852,Help the sales team qualify leads by using your deep understanding of product capabilities to address business issues and provide business value.,2,00011
3853,Demonstrate how Nexthink solutions can support overall customer initiatives and how this generates business outcome.,2,00011
3854,Support and lead large scale enterprise transactions as a Solution Consultant by using industry knowledge and understanding to move deals forward.,2,00011
3855,Participate as a speaker in key company events and other marketing related activity.,2,00011
3856,Become a thought leader both internally and externally around driving business value with Nexthink.,2,00011
3857,Seniority level: Mid-Senior Level,0,00000
3858,Refresher or recurring training,0,00000
3859,Broad understanding of techniques and philosophies of adult learning,2,00011
3860,Comprehensive knowledge of business service deposit and loan products and processes,2,00011
3861,"Comprehensive knowledge of financial institution functions, philosophy, products, services and delivery channels",2,00011
3862,In-depth knowledge of a financial institution operations preferred,0,00000
3863,"Strong PC skills to include proficiency in Word, Excel, Outlook, PowerPoint",0,00000
3864,Experience with financial software applications and loan systems preferred,2,00011
3865,"Excellent communication, both written, oral, and presentation skills",2,00111
3866,"Self-motivated with strong multi-tasking, organizational, and time management skills",2,00011
3867,Works independently and interdependently,2,00011
3868,Works effectively with all levels of employees and exercises good business judgment,2,00011
3869,Demonstrates an aptitude for conducting training courses covering a wide array of operational and employee development topics,2,00011
3870,Demonstrates adaptability and strong problem-solving skills,2,00011
3871,Exhibits self-motivation and being a team player,2,00011
3872,"Builds strong working relationships, internal and external to the organization",2,00011
3873,This is for the Tools teams.,0,00000
3874,"Building internal solutions, which help internal teams in building components and help deliver orders.",2,00011
3875,"Building Pricing calculators, dashboards in scrum like fashion.",0,00000
3876,Executing in Agile based environment.,0,00000
3877,"Helping structuring it using diagrams, flow charts.",0,00000
3878,"Experience in BRD, ERD, UAT testing.",0,00000
3879,3 years of experience working with internet products and technologies.,2,00011
3880,"Experience working in a technical capacity, or directly with Product Management and Engineering.",2,00011
3881,"Experience with planning, designing, and architecting Enterprise Warehouse Solutions.",2,00011
3882,"3 years of development experience in big data technologies such as Hadoop,Hive, Sqoop, and Spark.",2,00011
3883,Experience implementing distributed systems in an ephemeral environment.,0,00000
3884,Experience building and integrating with enterprise solutions like Salesforce or 3rd party Billing platforms.,2,00011
3885,eCommerce supply chain and Backend Services experience.,2,00011
3886,"Experience preferred with interfacing in one of the following database technologies (Oracle, SQL Server, MySQL, MariaDB, Cassandra, Cloudera Hadoop).",0,00000
3887,"Knowledge of publisher, advertising market or online ads landscape.",0,00000
3888,"Ability to work cross-functionally with multiple teams and stakeholders; excellent communication, relationship building, and collaboration skills.",2,00011
3889,"Excellent data analysis skills, with the ability to pull from many different data sources and provide insights on that data.",2,00011
3890,Monitoring inventory stocking levels,0,00000
3891,Ordering and replenishing inventory is depleted,2,00011
3892,Ensuring proper labeling and quantities on hand are accurate,2,00011
3893,Meet key customer contacts to ensure needs are being met and products are available,2,00011
3894,Ensures accuracy of all activities related to KeepStock Solutions at multiple customer sites,0,00000
3895,"401K, Medical, Dental, Vision available after 90 days",2,00001
3896,On the job training program,0,00000
3897,Casual business dress code,0,00000
3898,Excellent location near highways,0,00000
3899,Prior experience in Merchant Services or Electronic Payments Industry.,0,00000
3900,Ability to conduct and control remote training sessions utilizing Go-To-Meeting.,2,00011
3901,Drive sales by delivering exceptional customer service per the Operations P&P Manual.,0,00000
3902,"Successfully complete the DMIT Training Program to enhance core skill set (ie: recruiting, developing, coaching, leading and training).",2,00011
3903,Train store personnel on standard operating procedures as well as State and Federal laws and regulations.,2,00011
3904,Communicate consistently with store personnel to insure understanding and compliance with standard operating procedures.,2,00011
3905,"Take appropriate actions to insure each store maximizes sales, minimizes asset loss, and conforms to budgetary requirements.",2,00011
3906,"Extensive travel(up to 90%) from store-to-store, within a given geographic area",2,00010
3907,Perform work of subordinates as needed.,0,00000
3908,"Support and adhere to all company policies, procedures, and guidelines.",2,00011
3909,Communicate with employees at all levels of the company.,0,00000
3910,Ability and willingness to travel overnight for training and/or business meetings.,2,00011
3911,"Ability to work varying days and hours, based on business needs.",2,00011
3912,Ability to maintain an excellent attendance record.,0,00000
3913,Other duties as assigned.,0,00000
3914,"Carry out supervisory responsibilities in accordance with LIDS policies, procedures, and applicable laws.",2,00011
3915,"Supervise Store Managers through planning, assigning, and directing their overall functions.",2,00011
3916,Appraise subordinates on positive performance and assist with formal performance evaluations.,2,00011
3917,"Recruit, select, develop, and train store personnel on proper store operations and procedures.",2,00011
3918,Address complaints and problem solve when appropriate with the assistance of the DSM and or RD.,2,00011
3919,Proven supervisory skills,0,00000
3920,Proven ability to perform independently with minimal supervision,0,00000
3921,"Strong interpersonal skills and the ability to communicate verbally in a clear, audible, and grammatically correct manner.",2,00111
3922,"Ability to operate a computer, as well as maneuver relative software programs.",0,00000
3923,Driving required for up to 100% of the daily work schedule.,0,00000
3924,Standing required for up to 90% of the daily work schedule.,2,00010
3925,Relative computer hardware and software experience.,2,00011
3926,Ability and willingness to travel overnight for training and/or business meetings.,2,00011
3927,"Partner with CCS Change Executive on insights to create robust, stable, and highly-automated business intelligence platforms and insightful analysis.",2,00011
3928,"10+ years of management experience in one or a combination of the following: customer contact, customer service, collections, or sales environment",0,00000
3929,Results oriented with outstanding ability to motivate teams and mobilize the resources to accomplish objectives.,2,00011
3930,"A true team player and collaborator, translating prior knowledge and experience into strong and productive relationships internally and externally.",2,00011
3931,A respected business partner who adds value to the broader team.,0,00000
3932,"A strong and effective manager and leader, capable of attracting, mentoring, retaining and promoting talented and productive staff.",2,00011
3933,"An impeccable reputation for integrity, accuracy, consistency, big picture, detail orientation and business acumen.",2,00011
3934,A self-starter with a working knowledge of risk management fundamentals and policy creation.,2,00011
3935,"Dedicated, enthusiastic, driven and performance-oriented; possesses a strong work ethic.",2,00011
3936,Able to effectively and constructively lead change in an organization.,2,00011
3937,Fun work environment,0,00000
3938,"Opportunity to learn, grow, and succeed with a leading retailer!",2,00011
3939,Greet customers and actively listen to their needs.,2,00011
3940,Ensure inventory levels are stocked on the sales floor and communicate needs to manager for ordering,2,00011
3941,"Market merchandise by adhering to advertising, sales promotion, and display plans",2,00011
3942,"Execute daily operational procedures with efficiency, diligence, and integrity",2,00011
3943,Handle cash and credit card transactions utilizing a point-of-sale (POS) system,2,00011
3944,Other duties as assigned.,0,00000
3945,Ability to communicate clearly,0,00000
3946,"Willingness to work flexible hours to include evening, weekends, and holidays as needed.",2,00011
3947,Reliable transportation or ability to use public transportation to get to work on time,0,00000
3948,Ability to lift up to 30 pounds and capable to stand for long periods,2,00011
3949,Previous specialty or big box experience ideal,0,00000
3950,401(k) with company match,0,00000
3951,Business casual dress code,0,00000
3952,Assist service department manager in maintaining a smooth running efficient service department with a high degree of customer satisfaction,2,00011
3953,"Diagnose problems accurately, and clearly describe them on the repair order",2,00011
3954,Estimate costs and completion times at point of sale. Clearly communicate them to customer,2,00011
3955,Assign jobs to technicians based on skill level and current resource utilization,2,00011
3956,Review work-in-progress to ensure quality and timeliness,2,00011
3957,Occasionally assist technicians when they are having difficulty performing service work,2,00011
3958,Determine correct part numbers on repair orders and assist the parts department with picking and posting of parts before job starts,2,00011
3959,"Perform cashier functions, as needed",0,00000
3960,Make estimates for internal and wreck repairs,2,00011
3961,"Open & close all customer paid, warranty, and internal repair orders",2,00011
3962,"Follow procedures for quick and efficient handling of warranty items, including and proper storage of these items",2,00011
3963,Become familiar and efficient with all phases of the computer system required for service and parts management,2,00011
3964,Provide superior customer service to both internal and external customers,2,00011
3965,"Greet customers immediately, in a courteous and friendly manner.",2,00011
3966,"Handle telephone transactions quickly, and courteously.",2,00011
3967,"Promptly notify customers of any changes, delays, or additional work needed.",0,00000
3968,Sell additional services by pointing out service specials or additional work needed.,0,00000
3969,Give special attention to repeat repairs to ensure the situation is corrected.,2,01000
3970,Superior communication and customer service skills.,2,00011
3971,Ability to get along with a broad customer base.,0,00000
3972,"Current, valid motorcycle license.",0,00000
3973,Deliver exceptional service and create extraordinary experience with our clients while helping them reach their long term financial goals.,2,00011
3974,Assist business development advisor with final prospect meetings and communicate the investment process in sales presentations.,2,00111
3975,Coordinate client events focusing on specific wealth topics of interest.,0,00000
3976,Develop and present client focused advice solutions.,2,00011
3977,Manage client portfolios to model and target allocation.,2,00011
3978,Cultivate client 'next generation' and familial relationships.,2,00011
3979,"Provide coaching, mentoring, and development support to associate and support advisor roles",2,00011
3980,Maintain records in customer relationship management system with all client interactions.,0,00000
3981,Assume additional responsibilities as needed.,0,00000
3982,"Maintains relationships with dealers and customers by providing support with merchandising, orders, deliveries, advertising, promotions, and training.",2,00011
3983,"Promotes product by developing discounts, seasonal offers, and other specific inducements.",2,00011
3984,Expands business by opening new accounts.,0,00000
3985,Informs management by completing reports; forwarding information on competitors.,0,00000
3986,Accomplishes sales and organization mission by completing related results as needed.,2,00011
3987,3 years of sales experience.,0,00000
3988,Mechanical Aptitude is beneficial,0,00000
3989,High school diploma required/ College Education preferred,0,00000
3990,Strong written/ verbal communication skills required.,2,00011
3991,Ability to work independently and deal with people.,2,00011
3992,Highly self-motivated and goal oriented professional a must.,2,00011
3993,Track marketing campaigns firmwide and generate reports for Management.,2,00011
3994,Efficiently manage and prioritize workflow with minimal oversight.,2,00011
3995,Assist the Data Acquisition & Analytics Department in maintaining data integrity and accuracy.,2,00011
3996,Forensic attention to detail,2,01000
3997,Advanced proficiency in Microsoft Office Suite strongly preferred,0,00000
3998,Proficiency with database systems and CRM software,2,00011
3999,"Ability to learn quickly, self-start, and demonstrate versatility in a dynamic environment",2,00011
4000,Strong written and verbal communication skills,2,00011
4001,"Advanced proficiency in editing text for grammatical errors, structure, and tone",2,00011
4002,Advanced proficiency analyzing and drawing conclusions from data sets and graphs,2,00011
4003,Experience and/or familiarity with the semiconductor industry is NOT required,2,00011
4004,Competitive base salary and bonus program,2,00011
4005,"Full Medical, Vision, Dental insurance",2,00001
4006,"Research, evaluate and make recommendations regarding meeting sites, venues, hotels and conference centers using the Internet and other resources.",2,00011
4007,"Assist the events manager with developing event themes, program formats, budgets, staffing schedules and communication materials.",2,00011
4008,Lead the coordination of internal meetings and events for employee programs in the workplace.,2,00011
4009,Manage vendor and internal relationships including coordination of payment of corporate sponsorships and association membership dues.,2,00011
4010,"Coordinate room layout and set-up, equipment requirements, agendas, handouts, materials and other supplies with presenters.",2,00011
4011,"Organize equipment, marketing brochures, customer giveaways, staff uniforms and other supplies for shipment to tradeshow locations in advance.",2,00011
4012,"Oversees and manages show or program logistics (shipping, labor, ordering of show services, staffing, room blocks, securing booth space)",2,00011
4013,"Audit, reconcile, and process invoices and initiate inter-company cross-charges and post event analysis and reporting on results and cost.",2,00011
4014,"Establish and maintain an up-to-date program materials of sites specifics, locations and accommodations of different venues.",2,00011
4015,Effectively lead geographically dispersed teams of property management professionals to operate a portfolio of assigned properties.,0,00000
4016,"Complete regular site visits to each property to engage with the site teams, complete quarterly audits, recommend maintenance and capital improvements",2,00011
4017,"Provide performance coaching to under-performing site associates, initiate disciplinary action, and complete approved terminations as necessary.",2,00011
4018,Work directly with Property Managers to prepare aggressively achievable site budgets that meet or exceed the goals of the owner/investor.,0,00000
4019,"Review and approve property invoices, resident refunds, leasing commissions, and monitor the use of credit cards issued to on-site associates.",2,00011
4020,Ensure sites are prepared for hazardous weather situations in order to minimize damage to the property.,0,00000
4021,"Maintain a positive attitude and provide excellent customer service to our residents, owners/investors, and other associates.",2,00011
4022,"Follow established company policies and complete all work in an ethical, fair, and consistent manner.",2,00011
4023,Complete all other tasks as assigned.,0,00000
4024,Sound business acumen and the ability to gather information required to make educated decisions.,2,00011
4025,Must have the ability to manage multiple demands concurrently in an organized manner.,0,00000
4026,Excellent oral and written communication skills using the English language.,2,00011
4027,Excellent working knowledge of computers and the Microsoft Office Suite.,2,00011
4028,Knowledge of OneSite Property Management software a plus.,0,00000
4029,At least 3 to 5 years of related supervisory experience with a proven track record is required,0,00000
4030,Property Management: 3 years (Preferred),0,00000
4031,Microsoft Office: 3 years (Preferred),0,00000
4032,Bachelor's (Preferred),2,01000
4033,Driver's License (Preferred),0,00000
4034,Healthcare spending or reimbursement accounts such as HSAs or FSAs,0,00000
4035,Retirement benefits or accounts,0,00000
4036,"Obtain project scope through unit interviews, workshops, site visits, scenarios, documents, tasks, and workflows",2,00011
4037,Analyze recommendations for system modifications/enhancement to meet the needs of the end users,0,00000
4038,Develop test plans and participate in system implementation of new or revised systems,2,00011
4039,Competitive compensation,0,00000
4040,to reward you for your hard work every day.,0,00000
4041,to lend a helping hand.,0,00000
4042,Collaborate with internal teams and external agencies and vendors to deliver and optimize digital programs,2,00011
4043,Work to gain efficiencies and scalability within processes and protocols as it pertains to digital marketing execution,2,00011
4044,"Keep informed of industry activities as well as new digital approaches, resources, opportunities and best practices",2,00011
4045,Ensure that all CBI digital marketing programs meet beverage alcohol legal requirements,0,00000
4046,2+ years of experience preferably within the programmatic space,0,00000
4047,Demonstrable experience managing social media marketing efforts,0,00000
4048,Detail-oriented with excellent critical thinking and problem-solving abilities,2,00011
4049,Strong analytical and project management skills,2,00011
4050,"Excellent communication (written and verbal), presentation and interpersonal skills",2,00111
4051,"Self-starter, self-motivated and a team player",2,00011
4052,"Ability to manage several concurrent activities and thrive in a fast-paced, entrepreneurial environment",2,00011
4053,"Possesses a spirit of intellectual curiosity, creativity, and innovation",2,00011
4054,Digital or interactive marketing/media agency experience a plus,0,00000
4055,Must be at least 21 years of age,0,00000
4056,"Oversea the dining area, supervises food and beverage service staff in accordance with operating policies that he or she may help establish.",2,00011
4057,Maintains records of staff periodic manner and operating costs.,2,00011
4058,Provides feedback and coaching to the Team regularly.,2,00011
4059,Sets high standards for appropriate team behaviour on shift.,0,00000
4060,Works with food and beverage staff to ensure proper food presentation and proper food-handling procedures.,2,00111
4061,Handle guest complaints in restaurants.,0,00000
4062,Schedules periodic food and beverage service staff meetings to ensure correct interpretation of policies and obtain feedback from staff members.,2,00011
4063,"Maintain budget and employee records, prepare payroll, and pay bills, or monitor bookkeeping records.",2,00011
4064,Check the quality of deliveries of fresh food,0,00000
4065,"Meet with sales representatives to order supplies such as tableware, cooking utensils, and cleaning items.",2,00011
4066,Arrange for maintenance and repair of equipment and other services.,2,00011
4067,"Total receipts and balance against sales, deposit receipts, and lock facility at end of day.",2,00011
4068,Ensures new products are executed properly the following roll-out.,0,00000
4069,Is capable of handling irate customers with a friendly/calm attitude.,0,00000
4070,Ensures product quality and great service.,2,00011
4071,Shows enthusiasm about guest within the restaurant.,0,00000
4072,"Is flexible in dealing with changes/problems (e.g., being short staffed).",0,00000
4073,Has effectively forecasted restaurant needs.,0,00000
4074,Shifts priorities and goals as work demands change.,2,00011
4075,Priorities tasks effectively to ensure most important tasks are completed on time.,0,00000
4076,Delegates and follow-up effectively.,2,00011
4077,Taking Ownership of issues or tasks and also give detail update of the F&B manager and the General Manager.,2,00011
4078,"Seeks, listens and responds to Guest feedback.",2,00011
4079,Coaches team on how to exceed Guest expectations.,0,00000
4080,Does not blame others; takes accountability for problems.,0,00000
4081,Effectively identifies restaurant problems through reports and can ideate & execute to resolve the same.,2,00011
4082,"Proficiency in using computer software to monitor inventory, track staff schedules and pay, and perform other record keeping tasks.",2,00011
4083,"Proficiency in Point of sale ( POS ) software, inventory software, Restaurant guest satisfactory tracking software etc.",0,00000
4084,Assist in planning regular and special event Menu.,2,00011
4085,Relevant: 1 year (Preferred),0,00000
4086,restaurant industry: 1 year (Preferred),0,00000
4087,ServSafe (Preferred),0,00000
4088,United States (Required),0,00000
4089,Detail-oriented -- quality and precision-focused,2,00011
4090,Outcome-oriented -- results-focused with strong performance culture,0,00000
4091,Innovative -- innovative and risk-taking,2,00011
4092,"Stable -- traditional, stable, strong processes",0,00000
4093,People-oriented -- supportive and fairness-focused,2,00011
4094,Team-oriented -- cooperative and collaborative,2,00011
4095,Aggressive -- competitive and growth-oriented,2,00111
4096,Promote Safety as the Number One Priority of all OMG employees.,0,00000
4097,Help Sales management to develop and implement processes by which success of estimating and related inside sales can be measured,2,00011
4098,Ensure inside sales resources provide timely and accurate pricing information and quotes to customers and remote sales team.,2,00011
4099,"Utilize metrics and countermeasures to drive team to reach daily, weekly, monthly and annual close ratio targets.",2,00011
4100,Manage team to utilize CRM software and dashboard metrics to measure growth and communicate progress to sales and marketing teams.,2,00011
4101,"Train, coach and develop inside sales resources on problem solving, customer relations, product knowledge, standard work and continuous improvement.",2,00011
4102,"Strengthen relationship between Inside Sales, Estimating, Customer Service and Operations to balance customer needs and operational efficiency.",2,00011
4103,Assist with preparation of competitive negotiated pricing including negotiation spreadsheets.,2,00011
4104,Understand roofing applications and the complete product line and improve the team's ability to respond to basic product and application questions.,2,00011
4105,Lead by example and develop and maintain strong working relationships with key customers.,2,00011
4106,Perform other duties that may be assigned.,0,00000
4107,High school diploma or equivalent.,0,00000
4108,"5+ years of experience in Sales and/or Marketing, preferably working with construction products or a similar complex technical product line.",2,00011
4109,2+ years of experience reading architectural drawings preferably tied to commercial construction.,2,00011
4110,Ability to develop standard product pricing utilizing product line information.,0,00000
4111,Ability to understand sales forecasts and translate into estimating goals/strategies.,2,00011
4112,Success identifying issues and generating creative solutions.,2,00011
4113,Success utilizing process and performance metrics to achieve goals in a customer facing role.,2,00011
4114,"Strong understanding of Microsoft Office products, specifically Excel.",0,00000
4115,Hands-on leadership style with success motivating and developing team.,2,00011
4116,"Strong interpersonal and communication skills, with success using mutual understanding to achieve desired outcomes.",2,00111
4117,"Positive attitude, good judgment and excellent time management skills.",2,00011
4118,High level of attention to detail and motivation.,2,01011
4119,Strong sense of responsibility and ownership!,2,00011
4120,Scheduling rounds with assigned LTC facilities to facilitate timely ordering of eligible products,0,00000
4121,Providing education to LTC staff on appropriate product utilization,0,00000
4122,"Selling, securing and retaining new business in the LTC arena",2,00011
4123,Associate degree or higher,0,00000
4124,Experience in wound care,0,00000
4125,LPN/LVN/PTA or higher clinical designation,0,00000
4126,Highly competitive base salary,0,00000
4127,"Choice of medical, dental, and vision plans",2,00011
4128,Fitness Reimbursement,0,00000
4129,Wound Care: 1 year (Preferred),0,00000
4130,Sales: 1 year (Preferred),0,00000
4131,Long Term Care: 1 year (Preferred),0,00000
4132,RN/LPN/PT/PTA (Required),0,00000
4133,Professional development assistance,0,00000
4134,Tuition reimbursement,0,00000
4135,Dependable -- more reliable than spontaneous,0,00000
4136,Detail-oriented -- would rather focus on the details of work than the bigger picture,0,00000
4137,Autonomous/Independent -- enjoys working with little direction,0,00000
4138,"By working with the construction/development team, you will be responsible for effectively managing the receiving of the units from construction.",0,00000
4139,Ensure that all punch list items are taken care of prior to acceptance.,0,00000
4140,Inspect vacated apartments and decide the extent of turnover repairs/redecorating that will be required.,2,00011
4141,Inspect and approve vacant apartments that are ready for move in.,2,00011
4142,"Ensure common areas (e.g. halls, stairways, community room, grounds, play grounds, etc.) clean and in good repair.",2,00011
4143,"Repair unsafe items immediately, or mark so as to ensure no person is injured by the item.",0,00000
4144,Monitor work of contractors and report findings/concerns to the Regional Manager.,2,00011
4145,Continuously be aware of safety practices and procedures; Conduct monthly Safety Meetings with all staff members.,2,00011
4146,Assure that lease or rental agreements are being properly completed and renewed.,2,00011
4147,Assists with eviction of tenants in compliance with court order and directions from Attorneys and Regional Manager.,2,00011
4148,Assure that all offices are kept clean and neat.,2,00011
4149,Assure that policy and procedure changes are communicated to the employees in a timely manner.,2,00011
4150,Assure that procedure manuals and instructional type memoranda are kept orderly and readily available to staff members.,2,00011
4151,Immediately report claims concerning property or liability insurance as required by policy.,0,00000
4152,Hire and train the best employees in the industry.,2,00011
4153,Supervise all on-site personnel (either directly or indirectly.),0,00000
4154,Provide staff with leadership and supervision which motivates employees to effectively perform.,2,00011
4155,Constantly coach and mentor employees on individual and community goals.,2,00011
4156,Ensure employees attend training classes.,0,00000
4157,Review employee performance and schedule training as needed.,2,00011
4158,Make recommendations for the advancement and promotion of above average employees.,2,00011
4159,Make recommendations for the termination of non-qualified employees in coordination with the Regional Manager and the VP of Human Resources.,2,00011
4160,Report all on the job employee injuries to the HR department at the Main Office the same day that they occur.,0,00000
4161,Oversee the daily marketing/sales/customer service effort to ensure maximum potential is reached.,0,00000
4162,Ensure vacant units are clean and in market ready condition at all times.,2,00011
4163,"Review first impression items monthly, e.g., entrance signs, office, professional attire, and model appearance to ensure a positive impression.",2,00011
4164,Review shopping reports with Office staff and provides guidance on how to improve.,2,00011
4165,Participate in the development of the advertising plan for the community.,0,00000
4166,Review and analyze market survey information and make pricing recommendations.,2,00011
4167,Insure active resident relations programs are in place.,0,00000
4168,Aggressively pursue resident retention.,0,00000
4169,Ensure staff is providing superior customer service to all residents.,0,00000
4170,"Ensure that someone on the management team meets all new residents prior to, or at, occupancy.",0,00000
4171,Assure prompt and positive action on all resident complaints.,2,00011
4172,Continually stress customer service and courtesy by all staff members in their contact with residents and prospective residents.,2,00011
4173,"Follow-up with residents after maintenance has been performed through phone calls, personal notes, etc.",2,00011
4174,Communicate with your residents about community news.,0,00000
4175,"Maintain accurate records of all community transactions and submit on timely basis (i.e., rent rolls, delinquency reports, move-in/move-outs, etc.).",2,00011
4176,Prepare annual budgets and income projections in a timely and accurate manner.,2,00011
4177,"Ensure that all rents and late fees/check charges are collected, posted and deposited in a timely manner.",2,00011
4178,"Generate necessary legal action, documents and process in accordance with State and Company guidelines.",2,00011
4179,"Provide constant vendor/contractor communications concerning scheduling, billing, vendor relations and certificates of insurance.",2,00011
4180,"Ensure that A/P invoices are submitted to the corporate office for payment, handle petty cash and all funds.",2,00011
4181,Become thoroughly familiar with all accounting procedures.,0,00000
4182,"Degree preferred, but will consider CAM/IREM certification in place of a degree. Combination of education and experience may be considered.",2,00011
4183,"Requires the ability to sit or stand for long periods of time, with frequent interruptions, including reaching, bending, or carrying.",2,00010
4184,Requires you to be able to walk the property and units to ensure that the units are move-in ready and to ensure that the property is being maintained.,2,00011
4185,Requires manual dexterity with normal hand/finger movement and coordination.,2,00011
4186,"Talking, hearing, and seeing are important elements of completing assigned tasks.",2,00011
4187,"Occasionally lifts, carries, positions, or moves objects weighing up to 25 pounds.",2,00010
4188,"Working environment is typically in an office setting, with an occasional need to leave the premises for business purposes.",0,00000
4189,Requires the ability to drive an automobile in order to make bank runs or to attend meetings.,0,00000
4190,"Requires the use of a telephone, fax machine, computer, printer, calculator, copy machine, and other typical office equipment.",2,00011
4191,"May work non-traditional hours, including evenings or weekends in order to complete work or to attend meetings.",0,00000
4192,Responsible for identifying and penetrating prospective mid-market and enterprise customers headquartered in the assigned target market,2,00011
4193,Generate sales revenue by promoting GTT products and services to targeted prospective and existing accounts,2,00011
4194,Lead all stages of the sales cycle as needed to support the conversion of opportunities to sales,0,00000
4195,Maintain comprehensive knowledge of industry and customers to identify and propose unique solutions,2,00011
4196,Leverage knowledge to execute sales strategy that meets or exceeds revenue objectives,0,00000
4197,"Create strong relationships based on trust, integrity and customer satisfaction to effectively drive sales and repeat business",2,00011
4198,4+ years of experience in direct sales in the telecommunications/technology sector,0,00000
4199,Demonstrated success in consistently meeting or exceeding a monthly sales quota,0,00000
4200,Thorough knowledge of the enterprise customer base in the assigned geography,0,00000
4201,"A proven ability to generate leads, penetrate new accounts, and develop and manage a pipeline",2,00011
4202,"Excellent interpersonal and communication skills, verbal and written, facilitation and presentation techniques",2,00111
4203,Strong leadership/team skills and a positive track record in executing sales process and coordinating among internal and external stakeholders,2,00011
4204,Ambition and a willingness to learn and develop professionally,2,00011
4205,Contacts in the market within mid-market and enterprise accounts,2,00011
4206,Experience selling multisite location deals,0,00000
4207,Telecommunications or technical experience,0,00000
4208,Proven success in geography,0,00000
4209,Work in an office environment/live within 50 miles of a GTT office,0,00000
4210,Drive the successful execution of the pre-construction plan internally and externally.,2,00011
4211,Effectively manage internal and external resources to deliver anticipated results.,2,00011
4212,Effectively manage with the Project Executive client relationships.,0,00000
4213,Continuously analyze and recommend various technology and systems enhancements for adoption.,2,00011
4214,Develop and maintain working relationships with local and national subcontractors,2,00011
4215,Assist with pre-project planning,2,00011
4216,Assist with buy-out of selected suppliers scopes of work,2,00011
4217,Supervise and assist in preparation of conceptual and downstream detailed schedules.,2,00011
4218,"For design build proposals, assist in the selection of A/E firms and prepare written scopes for trades",2,00011
4219,Review all documentation to ensure adequacy for estimating and pricing re scope and schedule.,2,00011
4220,Direct value engineering process.,0,00000
4221,Prepare the list of bidders and distribute to all participants for review and comments.,2,00011
4222,"Direct the meeting with the Project Executive between project manager/superintendent to get buy-in of scope, approach, cost and schedule.",2,00011
4223,Direct the scope and pricing strategy for all work proposed and ensure the completeness and accuracy of all proposals.,2,00011
4224,Ensure that the intent/scope of the original estimate is maintained during buyout.,0,00000
4225,"Review deliverables for subordinates error, compliance with contracts, opportunities to enhance profitability, and risk mitigation",2,00011
4226,"Manage GMAX final prep and bid day procedures, set and operate bid day.",2,00011
4227,Assist with large scope change estimates,2,00011
4228,Ensure design scope matches matched estimated and contracted/subcontracted scope.,2,00011
4229,Prepare post-bid analysis.,0,00000
4230,Manage the local market territory to proactively identify and address key accounts and growth opportunities.,2,00011
4231,Coach Account Executives to develop and increase advertising revenue.,2,00011
4232,Coordinate with Account Planners and Digital Sales Specialists on strategy.,2,00011
4233,Evaluate effectiveness of sales strategies and implements changes as needed.,2,00011
4234,Create and maintain a winning sales and professional office environment,2,00011
4235,"Work in conjunction with GM, Media Sales to maximize pricing, sponsorships, promotions and inventory utilization.",2,00011
4236,Conduct verbal presentations in-person to advertising agencies and potential clients regarding advertising opportunities with Spectrum Reach,2,00111
4237,"Monitor bad debt and collection of local accounts, payment schedules.",2,00011
4238,"Excellent verbal, written and interpersonal communication and presentation skills",2,00111
4239,"Ability to manage personnel, follow and implement procedures, commercial production and working knowledge of mathematical analytics.",2,00011
4240,"Maintain a high level of professionalism in the community, with clients, and staff.",2,00011
4241,"Continuously work to expand knowledge of advertising in Centers of Excellence, and Specialty categories.",2,00011
4242,Develop strategic programs and execute them.,2,00011
4243,Utilize available research to create proposals and sales collateral.,2,00011
4244,"Three or more years management experience in Cable, TV broadcast, Radio (or other media), Business to Business sales are required.",0,00000
4245,Basic vehicle safety inspections,0,00000
4246,Various Filter & Sensor Replacements,0,00000
4247,Fluid Flushes/Exchanges,0,00000
4248,Tire inspections / installation / balancing / rotations,0,00000
4249,Battery testing and replacement,2,00011
4250,Filter / bulb / wiper-blade installations,0,00000
4251,Shop Maintenance (Among many other general services),0,00000
