,jobrequirements,bias,againstgroup
6745,"Ensuring accurate, complete and timely regulatory filings for state-level, and federal-level organizations.",2,00011
6746,"Review and oversight of various contracts including; supplier contracts, customer retail contracts, employment contracts, third-party vendor contracts",2,00011
6747,"Review of contracts related to sales, marketing, billing, and IT services.",2,00011
6748,"Manage all external counsel-related relationships and strategy for litigation management, mediation, and settlement.",2,00011
6749,Assess and respond to internal legal and regulatory inquiries.,2,00011
6750,"Assess and respond to inquiries from the state-level, and federal-level commissions.",2,00011
6751,Keep abreast of state-level and federal-level policy developments and issues which will impact the company.,2,00011
6752,J.D. degree from an ABA-accredited law school.,0,00000
6753,"License to practice law in Texas, with a record in good standing.",2,00010
6754,"10 years of transactional experience in a law firm, or a corporate in-house team.",0,00000
6755,5 years of experience in the Texas retail energy space.,0,00000
6756,Experience of setting up a REP from scratch will be significantly valued.,0,00000
6757,Track record of leading successful high-value projects.,0,00000
6758,Experience of scaling companies through M&A.,0,00000
6759,"Retail energy experience in other states of the USA with deregulated electricity markets ideal, and will be valued.",2,00011
6760,Previous experience working with Public Utility Commissions ideal.,0,00000
6761,"Analysis and interpretation of applicable tariffs, regulations and laws.",2,00011
6762,International experience will be valued.,0,00000
6763,"General corporate and commercial expertise, including drafting and reviewing of retail and commercial contracts.",2,00011
6764,"Excellent verbal and written communication skills, as the role will entail interaction across several countries.",2,00011
6765,Energy sector: 10 years (Preferred),0,00000
6766,"Houston, TX (Preferred)",0,00000
6767,Test computer systems and parts.,2,00011
6768,"Dis-Assembly (breakdown) of computer systems (pulling memory, HDD, boards etc).",0,00000
6769,Receiving of items in our inventory system.,0,00000
6770,Placement of products in the warehouse.,0,00000
6771,Occasional heavy lifting.,2,00010
6772,"Hours are 10-7, Monday thru Friday.",0,00000
6773,A+ or similar certification or equivalent experience.,0,00000
6774,Has computer hardware experience.,0,00000
6775,Has the ability to communicate with other departments.,0,00000
6776,Has high energy and an attention to detail.,2,01011
6777,Has the ability to think independently and prioritize workloads.,2,00011
6778,Can pass a background check.,0,00000
6779,Casual work environment.,0,00000
6780,"Excellent Benefits- PTO, 401K, Medical/Dental.",0,00000
6781,Paid vacation and holidays.,2,00011
6782,"Plans, implements and manages the activities of the installation work force and ensures familiarity and training of product skills.",2,00011
6783,Assists sales force by developing low installation costs and suggesting proper and varied applications of systems.,2,00011
6784,Establishes and maintains a high level of quality and timely installation to customers for maximum retention.,2,00011
6785,"Develops and maintains an effective installation work force through recruiting, hiring, training, motivating and coaching techniques.",2,00011
6786,Tracks and records daily/monthly/quarterly installation/service activity to include individual installers' efforts and results.,2,00011
6787,Associate degree or equivalent related experience,0,00000
6788,"3 to 5 years related industry experience with a high volume, high impact operation.",0,00000
6789,"Background should include the ability to successfully handle multiple challenges, prioritize responsibilities, and effectively lead a team.",2,00011
6790,Solid business skills.,0,00000
6791,Must be conceptually oriented with the ability to think and act strategically.,2,00011
6792,"Proven management skills with the ability to train, develop, and motivate.",2,00011
6793,Strong written and verbal communication skills.,2,00011
6794,Intermediate to advanced computer skills in a Microsoft Windows.,0,00000
6795,Industry: 2 years (Required),0,00000
6796,Management: 1 year (Required),0,00000
6797,High school or equivalent (Required),0,00000
6798,Healthcare spending or reimbursement accounts such as HSAs or FSAs,0,00000
6799,Retirement benefits or accounts,0,00000
6800,Education assistance or tuition reimbursement,0,00000
6801,Gym memberships or discounts,0,00000
6802,Commuting/travel assistance,2,00010
6803,Workplace perks such as food/coffee and flexible work schedules,2,00011
6804,relevant: 1 year (Preferred),0,00000
6805,branch management: 5 years (Required),0,00000
6806,Associate (Preferred),0,00000
6807,Professional development assistance,0,00000
6808,Tuition reimbursement,0,00000
6809,Provide technical guidance regarding the choice and use of the appropriate Illumina product to existing and prospective customers,2,00011
6810,Triage and dispatch issues requiring field support to Illumina Engineers and Applications Scientists,2,00011
6811,Teaching experience desirable,0,00000
6812,"Excellent analytical, problem solving and interpersonal skills required",2,00111
6813,Outstanding written and verbal communication and training skills a MUST,2,00011
6814,Experience working in any service role desired,0,00000
6815,Meeting with sales staff to plan and implement objectives for achieving sales and gross profits.,2,00011
6816,"Hiring and monitoring the performance of the sales staff, holding sales meetings and conducting sales training.",2,00011
6817,Overseeing standards for displaying and merchandising vehicles as well as reviewing and initialing all promotions before they are finalized.,2,00011
6818,Coordinating the appropriate supply of vehicles and ordering/acquiring vehicle inventory accordingly.,2,00011
6819,"Attending to customer complaints, ensuring that a high level of customer satisfaction is obtained.",0,00000
6820,"Experience in a dealership sales environment preferred. Additionally, needs to be comfortable managing people.",0,00000
6821,sales: 1 year (Required),0,00000
6822,Automotive Sales: 1 year (Required),0,00000
6823,High school or equivalent (Preferred),0,00000
6824,"Work directly with cross-functional teams (marketing, content, editorial, sales) and business owners to prioritize product work",2,00011
6825,Be passionate about delighting customers via strong value propositions and top-notch marketing collateral,2,00011
6826,Track product metrics and manage to goals,2,00011
6827,"A Bachelor's Degree in business or a related field, MBA a plus",2,01000
6828,Minimum 5+ years of relevant product management and business analysis experience,2,00011
6829,Deep knowledge of digital media best practices,0,00000
6830,Experience working in a digital marketing services business centered on content,0,00000
6831,"Understanding of product piloting, product packaging and launches",2,00011
6832,Proven ability to influence cross-functional team and business owners to prioritize work,2,00011
6833,Strong time management and project management skills,2,00011
6834,"Ability to thrive in a fast-paced, dynamic environment",0,00000
6835,"Ability to develop KPI's, roadmaps and resource allocation plans",2,00011
6836,Agency/editorial content experiance in finance or wealth management industry a plus,0,00000
6837,"Access to a global community of colleagues, brands and opportunities",2,00011
6838,Competitive Benefits with 401k match,0,00000
6839,"Generous vacation days, 9 company holidays and time off to volunteer!",2,00011
6840,Informa Awards to celebrate individual and team success,2,00011
6841,4 weeks parental leave,0,00000
6842,"Work directly with cross-functional teams (marketing, content, editorial, sales) and business owners to prioritize product work",2,00011
6843,Be passionate about delighting customers via strong value propositions and top-notch marketing collateral,2,00011
6844,Track product metrics and manage to goals,2,00011
6845,"A Bachelor's Degree in business or a related field, MBA a plus",2,01000
6846,Minimum 5+ years of relevant product management and business analysis experience,2,00011
6847,Deep knowledge of digital media best practices,0,00000
6848,Experience working in a digital marketing services business centered on content,0,00000
6849,"Understanding of product piloting, product packaging and launches",2,00011
6850,Proven ability to influence cross-functional team and business owners to prioritize work,2,00011
6851,Strong time management and project management skills,2,00011
6852,"Ability to thrive in a fast-paced, dynamic environment",0,00000
6853,"Ability to develop KPI's, roadmaps and resource allocation plans",2,00011
6854,Agency/editorial content experiance in finance or wealth management industry a plus,0,00000
6855,"Access to a global community of colleagues, brands and opportunities",2,00011
6856,Competitive Benefits with 401k match,0,00000
6857,"Generous vacation days, 9 company holidays and time off to volunteer!",2,00011
6858,Informa Awards to celebrate individual and team success,2,00011
6859,4 weeks parental leave,0,00000
6860,"Scope, negotiate and bring to closure agreements to exceed booking and revenue quota targets.",2,00011
6861,Target and gain access to decision makers in key prospect accounts in the assigned territory.,2,00011
6862,Work cooperatively with partners to leverage their established account presence and relationships.,2,00011
6863,"Capture, maintain, and disseminate accurate and relevant prospect information using Salesforce.com",2,00011
6864,Active DOD clearance with US Government badge preferred. *Must be eligible to obtain a US Government clearance.,0,00000
6865,"Strong understanding of cybersecurity, cloud and SaaS technologies and competitive offerings in the marketplace.",2,00011
6866,Excellent communication (written and verbal) and presentation skills,2,00111
6867,"Strong time management, organization and decision-making skills.",2,00011
6868,Ability to work remotely and be able and willing to travel on short notice.,2,00011
6869,Self-motivated ability to work independently and as part of a team..,2,00011
6870,BA/BS or equivalent combination of education and experience.,2,00011
6871,Innovative -- innovative and risk-taking,2,00011
6872,Outcome-oriented -- results-focused with strong performance culture,0,00000
6873,Team-oriented -- cooperative and collaborative,2,00011
6874,Strong verbal and written communication skills,2,00011
6875,Ability to multi-task and meet deadlines,2,00011
6876,Ability to maintain confidential information,0,00000
6877,Time management and organizational skills,2,00011
6878,Identify and reinforce winning messages and strategies in all marketing deliverables.,2,00011
6879,"Lead, coordinate, and manage production of proposals, presentations, and marketing collateral.",2,00111
6880,Proofread and edit technical and non-technical pursuit documents for accuracy and consistency.,2,00011
6881,"Develop interview materials such as PowerPoint presentations, boards, and leave-behinds.",2,00111
6882,Provide updates and corrections to the marketing database (Cosential) for information used in proposals and other marketing materials.,2,00011
6883,"Assist with competitor analysis, selection panel profiling, and conducting web research.",2,00011
6884,Maintain the Vanir brand throughout all deliverables.,0,00000
6885,Ideal candidate has 3-6 years of marketing experience in the AEC industry.,0,00000
6886,"Proficient in Adobe Creative Cloud, particularly InDesign, preferred.",0,00000
6887,Proficient in MS Office.,0,00000
6888,Proficient in Cosential or similar CRM software.,0,00000
6889,"Superior writing skills, including the ability to craft a story in a compelling manner.",2,00011
6890,"Ability to prioritize multiple tasks amid changing needs and demands, maintaining a constant attention to detail.",2,01011
6891,"Strong communication, organization, and customer service skills and a desire to learn constantly.",2,00011
6892,Ability to work independently and as part of a team. Desire to collaborate with senior-level technical staff and marketing peers.,2,00011
6893,"Prospect into named, targeted accounts with the goal of generating a qualified opportunity to be handed off to Sales",0,00000
6894,Execute around 50 outbound activities a day - divided between inbound follow-up & outbound prospecting to C-level executives,0,00000
6895,Support integrated marketing activities and promotions with prospect and customer base primarily through outbound calling campaigns,2,00011
6896,Maintain accuracy and integrity of information in database,2,00011
6897,Keep abreast of corporate objectives and product updates,2,00011
6898,Excellent written and verbal communication skills,2,00011
6899,A desire to learn and grow within an organization,2,00011
6900,Minimal travel is required,2,00010
6901,Management Bootcamps and Development Trainings,2,00011
6902,Yearly performance reviews where compensation and performance are assessed and rewarded generously,2,00011
6903,"MyTime flexible time off (no worrying about accruing time or running out of sick days - If you need time off, take It!)",0,00000
6904,Tuition reimbursement,0,00000
6905,Progressive Wellness Program,0,00000
6906,Company seeded and matched Health Savings Account (HSA),2,00011
6907,Develop a long-term vision and product strategy for on-going certifications required to address markets based on current and anticipated trends,2,00011
6908,"Drive Prioritization of Products and Solutions of Certifications based on business needs, and competitive movement.",2,00011
6909,"Drive strategic initiatives for Citrixs continued leadership in the certifications space, including representing Citrix at various forums",0,00000
6910,Influence the Product Development and R&D teams in understanding overall product strategy.,2,00011
6911,"Conduct market and customer research regarding product acceptance, usage and success and integrate results directly into the product strategy.",2,00011
6912,"Contribution to product collateral, white papers, and presentations.",2,00111
6913,"Working closely with the Program Management teams, ensure clear communications of status, and provide solitions to ensure velocity is maintained.",2,00011
6914,Knowledge of Citrix products a plus +,0,00000
6915,A love of standards! Demostrating leadership that shows compliance is a necessary cornerstone of best practices,0,00000
6916,Experience owning a SaaS product line ideally in the networking and/or security space with a good understanding of the security buyer persona,2,00011
6917,"Understanding of SaaS applications and solutions such as Salesforce, Office 365, Dropbox, ServiceNow, Workday, etc.",2,00011
6918,Strong customer empathy,0,00000
6919,"Demonstrated ability to document research findings, market analysis, and product requirements for both technical and non-technical audiences.",2,00011
6920,"Demonstrated strong, structured and data-driven problem-solving skills that require solutions for cross-functional matters.",2,00011
6921,"Ability to present technical information to a variety of audience, both technical and non-technical.",2,00011
6922,"A minimum of 7-10 years of experience in Product Management, Sales Engineering, Engineering, Consulting, or other relevant business areas.",0,00000
6923,"Have driven FedRamp, ISO, SOC 2, HIPAA or other compliance efforts in a large enterprise environment within the last 3 years.",0,00000
6924,Over 5 years of product management experience in cloud security software with a minimum of 2 years in SaaS based offerings,0,00000
6925,Experience with management of product launches and software release in large organizations is required,2,00011
6926,"Experience guiding research customer, market or competitive for a significant business line or product set.",0,00000
6927,Bachelor's degree in engineering or business; MBA preferred,2,01000
6928,Familiarity with Citrix products is a plus+,0,00000
6929,Must be able to travel locally on a daily basis to various customer sites.,2,00010
6930,Requires frequent kneeling and bending and considerable use of hands and tools. Walking great lengths at a time.,2,00011
6931,Frequently requires moving or lifting of up to 50 pounds and able to lift 75 on occasion.,2,00011
6932,Exposure to live electrical circuits.,0,00000
6933,Able to work in confined spaces.,0,00000
6934,"Required to follow all company personnel and safety policies, and perform all assigned duties in a safe work manner.",2,00011
6935,Answering public and police calls for assistance in emergency and non-emergency situations on the telephone and radio.,2,00011
6936,Adhere to all employment policies and procedures.,2,00011
6937,Must be able to work flexible hours to include weekends and holidays.,2,00011
6938,Other duties may be assigned to meet business needs,0,00000
6939,Minimum High School Diploma or GED.,0,00000
6940,Must be at least 21 years of age.,0,00000
6941,"Ability to interact and communicate with people over the telephone, often in stressful situations.",2,00111
6942,Ability to effectively operate an ACU 100 interoperable radio console.,0,00000
6943,"Knowledge of radio dispatch regulations, procedures, protocols, and/or equipment.",2,00011
6944,Skill in the use of computers and ability to use National Crime Information Center (NCIC) identification and Computer Aided Mobile Dispatch software.,2,00011
6945,Knowledge of fire and burglar alarm systems reporting.,2,00011
6946,"Successfully completed all training and have obtained all required permits, licenses, certifications and security clearances for the site.",2,00011
6947,Skill in operating a personal computer and standard office equipment.,2,00011
6948,Must possess or be able to obtain and maintain a DoD security clearance.,2,00011
6949,"Must speak, read, write, and understand the English language, apply written rules, detailed orders, instructions and training material.",2,00011
6950,Certificate of completion of a bona fide dispatcher course preferred.,0,00000
6951,"Have no record or history of illegal drug use, sale, possession, or manufacture during the previous five years.",0,00000
6952,Treats people with respect; Keeps commitments; Inspires the trust of others; Works with integrity and ethically; Upholds organizational values.,2,00011
6953,"The employee will normally work in a temperature-controlled office environment, with frequent exposure to electronic office equipment.",0,00000
6954,Achieve or exceed annual territory quota.,0,00000
6955,Develop and execute a strategic territory plan.,2,00011
6956,Build and manage a pipeline of new business and add-on sales opportunities.,2,00011
6957,"Conduct executive-level, solution selling calls and demonstrations over the phone and via ZOOM.",2,00011
6958,Prospect regularly for new business opportunitiesCross-sell additional Zix service offerings to install-base customers.,0,00000
6959,Collaborate and communicate with Channel Account Managers to build partner relationships and increase channel sales opportunities.,2,00011
6960,"Document sales activities, and maintain accurate forecast reporting, within Salesforce.",2,00011
6961,Mature sales professional with can-do attitude,0,00000
6962,2 to 3+ years of professional telephone sales and business development,2,00011
6963,"Prior experience with B2B sales of information security, IT services, or software is preferred",0,00000
6964,Excellent telephone skills,2,00001
6965,Ability to work collaboratively in a team environment,0,00000
6966,"Excellent written, verbal, and interpersonal skills required",2,00111
6967,Ability to manage multiple objectives,0,00000
6968,Travel as required (limited),2,00010
6969,BA/BS degree or equivalent business experience preferred,0,00000
6970,account management: 2 years (Preferred),0,00000
6971,Healthcare spending or reimbursement accounts such as HSAs or FSAs,0,00000
6972,Education assistance or tuition reimbursement,0,00000
6973,Electronic Manufacturing & Original Design Manufacturing,0,00000
6974,Software & IT Services,0,00000
6975,Internet Media & Services,0,00000
6976,EHS compliance and management systems development and deployment,2,00011
6977,EHS compliance and management system auditing,2,00011
6978,Product compliance and life cycle management,2,00011
6979,EHS strategic planning,0,00000
6980,Industry benchmarking and trends analyses to inform business decisions,2,00011
6981,"Collaborate with opportunity teams to develop proposals, including written content, pricing, presentations, and contracting.",2,00111
6982,"Develop new client relationships and expand existing relationships by delivering strategic consulting advice, excellent value, and quality service.",2,00011
6983,"Maintain pulse on industry business cycles and prioritize sales efforts toward high-potential, top opportunities.",2,00011
6984,"Meet business financial targets, overall project budget and schedule, client satisfaction/expectations, and internal and contract requirement.",2,00011
6985,"BS/MS in engineering, safety, science, or related degree.",0,00000
6986,Passionate about EHS performance improvement and possess substantial experience in developing and delivering world-class EHS program solutions.,2,00011
6987,"Business acumen to understand business risk and challenges, and recognize corporate opportunities.",2,00011
6988,Offer recognized technical expertise and an established reputation in the local marketplace.,2,00011
6989,"Certification in field; PE, CSP, CHMM, or similar registration desired.",0,00000
6990,Manage annual budget to optimize dollars and drive results,2,00011
6991,"Work with external partners (media partners, vendors, agencies and freelance designers) managing multiple projects and work streams simultaneously",2,00011
6992,Work with internal cross-departmental leadership to support key events and programming,2,00011
6993,"Writing copy for and designing presentations, proposals and websites",2,00111
6994,"Experience in marketing, communications, digital media or related field required, are preferable",2,00011
6995,Strong communication skills: verbal and writing skills,2,00011
6996,Strong creative skills:,0,00000
6997,Content: Creative and convincing writer,2,00011
6998,Visual: Basic knowledge of HTML,2,00010
6999,"Expertise with photography, video usage, design software, Microsoft platforms",0,00000
7000,Strong interpersonal skills with the ability to work cooperatively with individuals inside and outside the organization,2,00111
7001,"Strong analytic skills to track and measure performance, including CRMs",2,00011
7002,Goal driven with excellent project management skills and demonstrated ability to organize and manage multiple projects and details simultaneously,2,00011
7003,relevant: 1 year (Preferred),0,00000
7004,Marketing: 1 year (Preferred),0,00000
7005,Aggressive -- competitive and growth-oriented,2,00111
7006,Outcome-oriented -- results-focused with strong performance culture,0,00000
7007,Team-oriented -- cooperative and collaborative,2,00011
7008,Detail-oriented -- quality and precision-focused,2,00011
7009,Ensures that food safety standards are met through direct observation while running their shifts.,0,00000
7010,Partners with the management team to ensure that restaurant level plan and marketing initiatives are in place and being implemented.,2,00011
7011,Must be at least 18 years of age.,0,00000
7012,Servsafe certification required with 6 month period,0,00000
7013,High School Diploma or GED preferred with one (1) or more years restaurant experience preferred.,0,00000
7014,"Must be able to work a flexible schedule including days, nights, overnights, & weekends.",0,00000
7015,"May be required to travel to other locations, e.g. other stores, bank, meetings as business dictates",2,00010
7016,-Takes action without being asked or required to; achieves goals beyond job requirements; is proactive and takes prompt action to accomplish tasks.,2,00011
7017,"- Consistently maintains high levels of activity or productivity; works with vigor, effectiveness and determination over a sustained period of time.",2,00011
7018,- Encourages cooperation to accomplish team goals; promotes a respectful and inclusive work environment.,2,00011
7019,Maintain records/logs,0,00000
7020,Verify data and information,2,00011
7021,Organize and prioritize information/tasks,2,00011
7022,Operate office equipment,0,00000
7023,Verbal communication,2,00011
7024,Written communication,2,00011
7025,Public speaking/group presentations,2,00101
7026,"Research, analyze and interpret information",2,00011
7027,"Investigate, evaluate, recommend action",0,00000
7028,"Leadership and supervisory, managing people",2,00011
7029,"Basic mathematical concepts (e.g. add, subtract)",0,00000
7030,Sitting for extended periods,2,00010
7031,Standing for extended periods,2,00010
7032,Extended periods viewing computer screen,0,00000
7033,Lifting/carrying more than 20 pounds various items,2,00010
7034,Normal office environment,0,00000
7035,Housekeeping and/or cleaning agents,2,00011
7036,I have reviewed and understand the requirements stated in this Job Description.,2,00011
7037,Prepare building permit,0,00000
7038,Utility interconnections,0,00000
7039,"Manage simplified and expedited interconnection applications/approvals, which means tracking the complicated process from beginning to end.",2,00011
7040,SMART registrations: Manage SMART paperwork registration and track process pre and post installation.,2,00011
7041,Relevant experience with administrative process and software,2,00011
7042,Strong computer and data entry skills are important,2,00011
7043,Demonstrated capacity to take responsibility and initiative with minimal supervision,2,00011
7044,"After a period of training and learning, has the ability to determine, propose and propel to the next step forward in a complicated process",2,00011
7045,relevant: 1 year (Preferred),0,00000
7046,"Interact regularly with the Director, Strategic Accounts and the Facility Manager / GM to prioritize and manage multiple projects with set deadlines.",2,00011
7047,"Actively track, manage, and resolve customer problems / issues; formalize the tracking and management process using CRM tools.",2,00011
7048,Arrange QBRs and prepare exec and operation team for QBR meetings.,2,00011
7049,4 Year BS/BA degree required; MBA preferred,0,00000
7050,Excellent customer interaction / customer service skills.,0,00000
7051,Demonstrated ecommerce experience (either in fulfillment or retail),0,00000
7052,"Strong analytical skills, in particular working with large data sets and BI tools",2,00011
7053,Strong communication skills; ability to work with external clients and internal stakeholders at multiple organizational levels.,2,00011
7054,Extremely strong organizational and planning skills,2,00011
7055,Ability to work in a fast-paced and changing business development environment,2,00011
7056,"Ability to prioritize, multi-task and work under tight deadlines",2,00011
7057,Effective written communication skills,2,00011
7058,relevant: 4 years (Required),0,00000
7059,Bachelor's (Required),2,01000
7060,Innovative -- innovative and risk-taking,2,00011
7061,Detail-oriented -- quality and precision-focused,2,00011
7062,Aggressive -- competitive and growth-oriented,2,00111
7063,Outcome-oriented -- results-focused with strong performance culture,0,00000
7064,"Stable -- traditional, stable, strong processes",0,00000
7065,People-oriented -- supportive and fairness-focused,2,00011
7066,Team-oriented -- cooperative and collaborative,2,00011
7067,Developing cold calling stamina and becoming a hunter; prospecting key decision makers and leads,2,00011
7068,"Qualify leads through prospecting: cold emails, cold calling, and networking (social outreach and live events)",2,00011
7069,Maintaining active engagement with leads until they are ready,0,00000
7070,Partnering with our experienced Account Executives to help fill sales pipelines,0,00000
7071,Crushing monthly quotas and exceeding expectations,2,00011
7072,"Work closely with the Lead Nurturing, New Business, and Brand Awareness teams to nurture marketing leads into sales opportunities",2,00011
7073,Coordinate calls and meetings between qualified leads and Sales team,2,00011
7074,Establish and incorporate best practices for scalable processes for SDR hires,2,00011
7075,The courage to challenge the status quo when logic and reason require it. See something broken? Fix it.,2,00011
7076,"If goals are met on time, SDRs can expect to earn ~$50k+ within their first year in an uncapped commission structure.",0,00000
7077,Equity/Stock options in a profitable and rapidly growing company,2,00011
7078,80% coverage of Medical/Dental/Vision coverage,2,00001
7079,10 days accrued PTO + 5 days accrued sick leave,0,00000
7080,Snacks & weekly catered lunches (Fridays!),0,00000
7081,"Company provided gear & swag (MacBook Pro or equivalent, jacket, bottles and mugs, etc.)",2,00011
7082,Ability to mold your career and make an immediate impact,2,00011
7083,100% reliable and detail-oriented. A drive to execute flawlessly.,2,00011
7084,Positive can-do attitude and tireless work ethic. Driven and self-sufficient.,2,00011
7085,Unfazed by rejection,0,00000
7086,Great at building rapport and establishing relationships,2,00011
7087,Hungry and possess a high need for a competition and achievement,2,00011
7088,"Must live and breathe startups with broad responsibilities, crazy busy, dynamic environment, lots of responsibility and lots of fun",2,00011
7089,"Proven ability to prioritize tasks, organize projects and manage time effectively",2,00011
7090,Persistence and patience in finding leads and opportunities and ability to build a strong sales pipeline,2,00011
7091,Salesforce.com (or other CRM),0,00000
7092,Zoom/Gotomeeting/WebEx,0,00000
7093,LinkedIn Sales Navigator,0,00000
7094,"At least 2 years of entry level sales experience within the tech space (SaaS, medical, tech sales is favored)",0,00000
7095,Strong understanding of SDR and lead development best practices and procedures,2,00011
7096,Salesloft/Outreach: 1 year (Preferred),0,00000
7097,Sales: 2 years (Required),0,00000
7098,Salesforce: 1 year (Required),0,00000
7099,Bachelor's (Required),2,01000
7100,Demonstrates a strong understanding of product knowledge and quality standards,2,00011
7101,Welcomes and connects with every customer to provide excellent customer service,2,00011
7102,Discovers customer needs and appropriately suggests products with every customer to enhance service and meet sales goals,2,00011
7103,Assists customers in the selection and purchase of Edible products,2,00011
7104,Uses effective sales approaches and displays strong knowledge of product line,2,00011
7105,Effectively converts customer inquiries into sales,0,00000
7106,Builds long-term relationships and builds the trust and loyalty of customers,2,00011
7107,Responds to customer needs,0,00000
7108,Maintains customer service area and equipment in a clean and appealing manner,2,00011
7109,Manages difficult customer situations in a calm and professional manner,2,00011
7110,"As needed, prepares fruit arrangements, dipped fruit, and ETG products to Edible standards",2,00011
7111,Follows store policies and procedures for operational flow at each station,2,00011
7112,Performs cleaning tasks in accordance with the cleaning standards and works as a team player,2,00011
7113,Presents oneself professionally & demonstrates communication w/ customers and co-workers,2,00011
7114,"Follows standards for merchandising, stocking, rotating and storing all products",2,00011
7115,Follows cash handling and register policies,2,00011
7116,Follows inventory stocking and recording guidelines,2,00011
7117,Takes responsibility to learn all aspects of the position,0,00000
7118,Learns and demonstrates creating the Edible Experience,2,00011
7119,"Learns and performs duties of customer Service, production, and/or delivery driver as needed",2,00011
7120,Learns and demonstrates all performance standards by completing in-store training and utilizing digital training portal on an ongoing basis,2,00011
7121,High School Diploma or equivalent preferred,0,00000
7122,Previous experience working in customer Service or food service establishment preferred,0,00000
7123,Excellent customer service and communication skills,2,00011
7124,Good math and money handling skills,2,00011
7125,Drive and determination,2,00011
7126,Desire for personal and professional growth,2,00011
7127,Computer skills including Microsoft software and register skills,2,00011
7128,"Ability to lift, carry and/or push objects weighing up to 50 lbs.",2,00011
7129,"Ability to stand, bend, reach and scoop throughout assigned shift",2,00011
7130,Check guests in and out of rooms and RV Park.,2,00011
7131,"Make guest reservations, assign rooms/ RV slots and make keys.",2,00011
7132,"Answer incoming telephone calls and provide appropriate assistance such as directions, property events or promotions.",2,00011
7133,Answer PBX incoming calls and distribute throughout property.,2,00011
7134,Enter reservations for Hotel/RV park accommodations based on availability.,0,00000
7135,Verify payments received.,0,00000
7136,Check arrivals and departures.,2,00011
7137,Count cash drawer and balance shift transactions.,2,00011
7138,Perform daily cash drops and sign proper drop logs.,2,00011
7139,"Perform daily inventory of front desk supplies and RV park supplies, notifying Supervisor of ordering needs.",2,00011
7140,Assist Supervisor in data entry for reports.,2,00011
7141,Perform Night Audit procedure as assigned or scheduled.,0,00000
7142,Perform minor clerical work as assigned.,0,00000
7143,Prepare informational packets as needed.,0,00000
7144,Fill in for Breakfast Greeter as required.,0,00000
7145,"Understands and adheres to all Property and departmental standards, policies and procedures.",2,00011
7146,Receive in-bound calls and dispatch or handle appropriately.,2,00011
7147,Perform out-bound calling efforts as scheduled and prioritized by supervisor or ETS system.,2,00011
7148,"Perform basic functions, data input and acquire information from the following: ACSC, LMS, PBX, Open Table",2,00011
7149,"Handle reservation requests for invitational events, hotel, restaurants and concerts.",2,00011
7150,"Utilize event manifests, RSVP spreadsheets and refer to fact sheets as needed to fulfill call center initiatives.",2,00011
7151,Provide regular updates on reservation status and response summaries.,2,00011
7152,Directly handle guest issues and concerns determining alternate solutions and resources in order to resolve issues.,2,00011
7153,Work in harmony with supervisor and other department personnel to escalate the handling of guest issues as needed to remedy guest dissatisfaction.,2,00011
7154,Provide superior service delivery and strong persuasive communication skills.,2,00011
7155,"Perform a variety of record keeping, filing, indexing and other general administrative functions.",2,00011
7156,Operate a variety of communication equipment.,2,00011
7157,Responsible for stocking and working Sundry shop.,2,00011
7158,Assist with Differentiated EP services,2,00011
7159,Other duties as assigned.,0,00000
7160,"Converting showroom visitors into customers by understanding their needs and interests, and matching them to the most appropriate car.",2,00011
7161,Taking customers on test drives and demonstrating vehicle features.,2,00011
7162,Building a rapport with potential customers to improve the possibility of a sale in the future.,0,00000
7163,Maintaining a customer database and communicating with them.,2,00011
7164,Assisting customers with completing the relevant paperwork required for a successful sale to be processed.,2,00011
7165,Maintaining reporting structures´and recording sales and inventory on our CRM software.,2,00011
7166,Collaborating with team members to reach sales targets.,0,00000
7167,Assisting with the set up of showroom and promotional displays.,2,00011
7168,An associate's degree or a high school diploma.,0,00000
7169,A proven track record in motor vehicle sales would be advantageous.,0,00000
7170,"A professional appearance, friendly manner, and positive attitude.",2,00011
7171,The ability to be competitive while maintaining the client's best interests.,0,00000
7172,Excellent communication and interpersonal skills.,2,00111
7173,Strong customer service and negotiation skills.,2,00011
7174,A passion for sales and customer satisfaction.,2,00011
7175,customer service: 1 year (Preferred),0,00000
7176,Automotive Sales: 1 year (Preferred),0,00000
7177,High school or equivalent (Preferred),0,00000
7178,Works with Sales and Engineering management to develop the technical specifications for fluid control devices.,2,00011
7179,Reviews customer RFQ and specifications and develops preliminary design concepts.,2,00011
7180,Provides design layout and proposal drawing and models or sufficient data for a designer to layout.,2,00011
7181,Provides technical guidance for the preparations of technical proposals.,0,00000
7182,Checks outputs from Designers.,0,00000
7183,Prepares stress and strain calculations as required by assignments.,2,00011
7184,Performs preliminary analytical and/or experimental tasks as necessary to demonstrate soundness of conceptual design.,2,00011
7185,Follows through on experimental designs to correct design deficiencies and make improvements.,2,00011
7186,Investigates production problems when called upon and searches for solutions; advises and assists other department members on design issues.,2,00011
7187,"Completes forms and relevant documentation within the Engineering department for procurement, fabrication and testing.",2,00011
7188,Collaborates with Designers or be able to perform all their activities.,0,00000
7189,Generates applicable test and assembly procedures and reports for design verification and manufacturing.,2,00011
7190,"Initiates requests for fabrication of prototypes and order special materials when required, as well as any fixtures and tooling needed.",2,00011
7191,Compiles record of project progress.,0,00000
7192,"Collaborate with other functional departments (Manufacturing, Quality, etc) to ensure quality product realization in time.",0,00000
