jobrequirements,bias,againstgroup
Ability to compose correspondence and format various reports utilizing PC and MS Office software.,0,0000
"Medical, Dental, Vision, Life Insurances",2,0001
Education Reimbursement,0,0000
Flexible Spending Account,0,0000
"Lead the Branch like a business owner. Build your Team to be excellent in Sales, Operations, Project Management, Dispatch, Maintenance and Facilities!",0,0000
"Build a local culture of Significance, Belonging, Trust, Progress & Recognition through Training and developing your Team.",0,0000
Bonus program that pays for performance,0,0000
Deferred Compensation program that shares the Branches Earnings.,0,0000
"$1 for $1 match on 401(k), capped at 10% of Pay",0,0000
"At least 12 months experience designing and implementing solutions using UiPath, BluePrism, Automation Anywhere, or Work Fusion",0,0000
Enterprise Software Sales: 5 years (Required),0,0000
Customer Service: 3 years (Required),0,0000
Consultative Selling: 2 years (Required),0,0000
Bachelor's (Required),0,0000
New Jersey (Preferred),0,0000
United States (Required),0,0000
Greeting and saying goodbye to all members and guests,0,0000
Monitoring club access to members and non-members,0,0000
Answering any questions and handling member complaints,0,0000
Having an excellent understanding of the Judgement Free Zone and explaining the JFZ to all members and non-members,0,0000
Answering info calls over the phone and taking messages,2,0011
Completing Rounds every 15 minutes and completing Daily Cleaning Stations,0,0000
"Selling memberships, writing out agreements, and entering new members into the database",2,0011
Operating the Point of Sale system and collecting any balances of past due accounts,0,0000
Making appointments for PE @ PF hourly sessions,0,0000
Organizing and maintaining the customer service front desk,0,0000
Assisting with club housekeeping and restocking any paper products in locker room,0,0000
Perform beginning of the day and end of the day procedures,0,0000
Making self available to newer employees for questions and guidance,0,0000
Good phone/communication skills,2,0011
Must be quick and accurate with numbers,0,0000
Ability to follow directions well,0,0000
Ability to work well independently,0,0000
Must have an upbeat attitude,0,0000
Create detailed project plans with realistic timelines,0,0000
Organize and conduct meetings for - effective execution of projects; customer satisfaction; case reviews,0,0000
Establish working relationships with key stakeholders and customers,0,0000
Organize and drive different teams to complete tasks within project timelines,0,0000
Establish and manage expectations within Qualys and with customers,0,0000
Facilitate necessary communication between internal teams and customers,2,0011
Provide thorough and timely status updates,0,0000
Understand and facilitate technical discussions with customers,0,0000
Serve as a point of escalation for projects and deployments,0,0000
Responsibilities will span teams in US and India,0,0000
Development and Delivery of Root Cause Analysis and Post Mortem reports.,0,0000
Gather and present measurable indicators of project success via detailed or summarized reports.,0,0000
Create and provide presentations to Executive Leadership.,2,0101
5+ years of experience in project management or equivalent combination of Customer Relationship Management and Technical experience.,0,0000
Must have excellent organizational and documentation skills,0,0000
Must have excellent verbal and written English communication skills,2,0011
Must have exceptional interpersonal and presentation skills,2,0101
"Familiarity with Cloud platforms, PCI, NIST, Vulnerability Management or Web Applications",0,0000
"Certifications Desired: CompTIA Security+, PMP, ITIL, or CISSP, PMP certification.",0,0000
"Previous experience with tracking projects in Spreadsheets, Jira, Salesforce, or other equivalent Project Management tracking software.",0,0000
Supports Priority Dispatch System software for emergency communication centers,2,0011
Investigate user problems to identify the source and determine possible solutions,0,0000
Work with clients installing and troubleshooting PDC's software,0,0000
On-call support for after-hour and holiday periods assigned by management,0,0000
Ability to instruct individuals with various levels of computer skills,0,0000
Follow up with clients in a timely manner,0,0000
"Maintains confidentiality regarding information being processed, stored or accessed by the end-users on the network",0,0000
"Assist internal groups with software upgrades, questions, etc.",0,0000
Conduct testing on new release software when necessary and report results to developers,0,0000
Report client feedback to Quality Assurance,0,0000
"Travels to client sites for installations, configurations, and training",2,0010
Engages in real-time troubleshooting with customers to resolve technical issues.,0,0000
Educates residential Cox customers about the use of products and additional service opportunities.,0,0000
"Maximize opportunities to sell additional or upgraded services to customers as available, while providing a quality customer experience.",0,0000
with potential for additional financial incentives for motivated team members!,0,0000
and other Cox discounted services,0,0000
"Medical, Dental, and Vision Benefits",2,0001
"Casual, yet energetic and engaging work environment",0,0000
Retirement Benefits including,0,0000
"Work-life balance, including",0,0000
generous time off policies,0,0000
": Up to 22 days of Paid Time Off during first year, plus 7 Paid Holidays",0,0000
Tuition Assistance provided,0,0000
High degree of commitment to our communities including volunteer opportunities,0,0000
Career Advancement Opportunities,0,0000
across the Cox family of companies,0,0000
Work in an energetic call center environment answering inbound customer calls concerning inquiries about one or more Cox products.,2,0011
Build customer loyalty by placing follow-up calls to customers after receiving acknowledgment of action taken by other Cox departments.,2,0011
Keep customer informed about progress by checking the status of work orders in customer record system.,0,0000
Other duties as assigned.,0,0000
High school graduate or GED or equivalent work experience.,0,0000
6 months work experience providing service directly to customers.,0,0000
6 months experience using a computer in a work or non-work setting.,0,0000
Eligibility to work in the United States.,0,0000
"6 or more months experience troubleshooting basic hardware, software, and/or connectivity issues.",0,0000
6 or more months experience working in a position that requires meeting sales goals.,0,0000
Keen aptitude for helping customers and a customer experience focus.,0,0000
"1 to 2 years of work experience in a customer service role, not specific to just Call Center.",2,0011
"Enthusiastic and personable, with the ability to adapt and thrive in constant change.",0,0000
Previous telecommunications experience.,0,0000
Strong computer skills and be able to navigate through multiple screens.,0,0000
"Bachelor's Degree in Finance, Accounting, or Quantitative field plus 5-7 years experience in a finance or analytical role",0,0000
"Minimum 2+ years of experience with financial modeling, including Discounted Cash Flow and three-statement modeling",0,0000
"Advanced experience with Microsoft Office tools (e.g., Excel, Word, PowerPoint)",0,0000
Demonstrated experience working cross-functionally,0,0000
"Experience in transactional environment (consulting, banking, corporate development, etc.)",0,0000
Relocation Assistance Provided to those who qualify!,0,0000
"Experience and success in selling high value, mid to large company solutions ($125K and above and 3-6 months in duration for individual transactions).",0,0000
Experience and success selling implementation consulting.,0,0000
Proven sales quota attainment track record ($2M annual quota and above).,0,0000
Proven new business development skills.,0,0000
"Outstanding presentation, facilitation, communication and negotiation skills.",2,0111
Outstanding customer-focused Account Management skills.,0,0000
Knowledge and understanding of Logistics industry pain points and related cost drivers is preferred.,0,0000
Knowledge and understanding of Software-as-a-Service solutions.,0,0000
High comfort level and presence with senior executives.,0,0000
Extensive travel required.,2,0010
Bachelor's degree required.,0,0000
"Experience with Microsoft Office (Excel, Word, PowerPoint) required.",0,0000
Experience with Salesforce and Google Apps is preferred.,0,0000
"Coach, train, and mentor staff to ensure they are consistently delivering high quality service",0,0000
Maintain a clean and well-stocked office and shop,0,0000
"Proactive customer relations, including mitigating damages and liability issues",0,0000
Secure and maintain telecommunications system,0,0000
Ensure all employees receive the required education and training necessary to perform their jobs and grow in their career,0,0000
"Improve upon current processes to ensure quality, profitability, and future growth",0,0000
Capable of taking over complete responsibilities when the owner or Production Manager/Team Leader is out of office,0,0000
Background in landscape industry 5 years,0,0000
At least 5 years supervisory experience,0,0000
Valid Driver's License,0,0000
Strong written and verbal communication skills,2,0011
"Computer literate, with working knowledge of work processing, business software and spreadsheet applications",0,0000
Wall design and paver installation a must,0,0000
Become familiar with the new Revenue Recognition guidance outlined in ASC 606 and prepare for implementation of the new standard,0,0000
Make recommendations to improve efficiency and accuracy within the revenue accounting and reporting process,0,0000
"Perform monthly/quarterly SSP analysis for all business units, products, and geographies",0,0000
"Review underlying SSP data and make recommendations for compliance improvement, where needed",0,0000
"Perform monthly/weekly/ad hoc reporting of revenue and deferred revenue, with focus on process, systems and data improvement",0,0000
"Monthly reconciliation of all systems, to ensure completeness and accuracy of bookings, billings, and revenue data",0,0000
"Assist in monthly accounting close procedures, including journal entries and balance sheet reconciliations",0,0000
"Assist with Services revenue accounting, as needed",0,0000
Assist in preparation and analysis of Sales Commissions,0,0000
Focus on improvement and operating effectiveness of internal controls,0,0000
2-5 years of professional experience in Accounting or Finance,0,0000
High level of proficiency using Microsoft Excel,0,0000
High level of attention to detail and commitment to accuracy,2,1000
"Excellent communication skills, at all levels, internal and external",2,0011
"Innovative thinker, committed to process improvement",0,0000
"Strong commitment to customer service, internal and external",0,0000
Ability to quickly adapt to change,0,0000
Public accounting experience,0,0000
Experience with SAP and Salesforce.com,0,0000
Basic knowledge of SQL or willingness to learn,0,0000
"A deep understanding of digital mediums, technologies, and trends",0,0000
Strong analytical skills and working knowledge of Google Analytics,0,0000
Strong presentation skills,2,0101
Inc. 500 honoree two years in a row (2018 and 2019) for Fastest Growing Companies in America,0,0000
"Entrepreneur magazine, Top 10 Marketing Provider for Franchise two years in a row",0,0000
"Local Visionary Award for ""Best Social Media Solution for Multi-Location Retailers""",0,0000
Business Review's Top 10 Start-Up's to Watch,0,0000
This is a remote position.,0,0000
Generate business plans to define your business strategies and tactics,0,0000
Consistently identify new sources of business,0,0000
Prospect and sell opportunities into the Multi-Location Property Management space,0,0000
Represent SOCi at top industry and vertical events,0,0000
Subject matter expert on the value and benefits of social media software and how SOCi can support their needs,0,0000
Work collaboratively with a team to drive growth with new and existing customers,0,0000
Continuously stay abreast of new company technologies and services to maintain a competitive advantage,2,0100
Manage and maintain sales pipeline as well as projected contract closing dates,0,0000
Creative problem solver with ability to understand and resolve prospective client challenges/objections,0,0000
Use your understanding of the industry's issues towards a commitment to advance SOCi's forward-looking strategies within the marketplace,0,0000
5-7 years of experience in B2B SaaS Sales in social media/advertising/marketing,0,0000
BA/BS degree or equivalent practical experience,0,0000
Certified Franchise Executive (CFE) preferred,0,0000
Ability to prove consistently hitting or overachieving quota,0,0000
Multi-location property management vertical experience and existing industry contacts/relationships,0,0000
Creative entrepreneurial spirit,0,0000
Refined and proven sales methodology,0,0000
Creative strategist; develop new ways to drive Multi-location brands sales and value to existing and prospective Multi-location brands clients,0,0000
Experience working in a fast-paced entrepreneurial environment,2,0100
Creative problem solver with ability to understand and resolve prospective client challenges/objections,0,0000
Adaptable; able to quickly learn new technologies and processes,0,0000
"Have experience selling cutting edge, disruptive technology to top decision-makers at the enterprise level",2,0010
Salesforce or equivalent CRM experience,0,0000
Willingness to travel (up to 25%),2,0010
Strong portfolio of C-Level contacts within Enterprise Accounts,0,0000
This is a remote position,0,0000
Work with the respective partners to develop and execute on business development strategies.,0,0000
"Conduct extensive writing, editing, and proofreading of various topics ranging from simple to complex.",2,0011
"Conduct research and financial analyses, and provide other marketing support as requested for supporting targeted business development opportunities.",0,0000
"Draft, update, organize and maintain marketing collateral and experience on the external and internal websites and/or various databases as required.",0,0000
Partner with various subject matter experts to develop content.,0,0000
"Ad hoc requests to support special projects, practices, initiatives and presentations.",2,0101
Exceptional writing and editing skills and first-rate proofreading skills.,2,0011
Ability to develop and deliver executive-level presentations.,2,0101
Strong interviewing skills.,0,0000
"Broad Business development and/or communications experience in a large professional services firm, preferably a global/international firm.",2,0011
"Very strong attention to detail, excellent organizational skills and prioritizes work effectively.",2,1000
Ability to identify and implement solutions to business and people issues.,0,0000
Exceptional and creative problem-solving skills; superior analytical skills.,0,0000
"Superior ability to prioritize and manage multiple, concurrent projects.",0,0000
Ability to develop and deliver executive-level presentations.,2,0101
Strong oral and written communication skills.,2,0011
"Confident, flexible and resilient team player.",0,0000
Manages risk effectively.,0,0000
Communicates complex ideas effectively.,0,0000
Adapts style to build relationships across all levels.,0,0000
Works effectively under the pressure of deadlines with little supervision,0,0000
Flexibility to work outside standard business hours as needed.,0,0000
At least 5 years of writing and editing in a legal or professional services environment.,2,0011
Equivalent of 4 year college degree required.,0,0000
Relevant graduate degree a plus.,0,0000
Significant experience managing pitches and the full range of legal marketing and business development services.,0,0000
Experience working in an international firm across time zones.,0,0000
"Good knowledge of global financial markets, corporate business market, legal market and industry trends.",0,0000
"Advanced knowledge of MS Word, PowerPoint, Excel, InterAction; familiarity in working with any desktop publishing software would be a plus.",0,0000
"We're a successful, fast-growing company with an entrepreneurial vibe",0,0000
A technologically and data-driven business,0,0000
Competitive salaries and comprehensive health benefits,2,0100
"We're at the forefront of tech and retail, redefining technology for the next generation",0,0000
We're passionate about our internal and external clients and live/breathe the client experience,0,0000
We get to be creative on a daily basis,0,0000
"A smart, experienced leadership team that wants to do it right and is open to new ideas",0,0000
We believe in autonomy and reward taking initiative,0,0000
At least 1 year of eCommerce/merchandising experience or has had multiple internships within the field/industry,0,0000
Strong affinity for the product/concept,0,0000
"The ability to make timely decisions, anticipate problems and provide creative solutions",0,0000
Strong attention to detail and organization skills,2,1000
"Proven analytical, business planning skills",0,0000
The ability to deal ambiguity and a changing environment,0,0000
Support and advise our existing customers and prospects with their technical issues over the phone or via email,2,0001
"Manage second-level support cases, solving customer issues via remote support, telephone or email",2,0001
Work with product development to handle third-level support cases,0,0000
Use your technical knowledge to assist the Sales team,0,0000
MUST be Bilingual in Portuguese and English,0,0000
relevant: 1 year (Preferred),0,0000
"Clearwater, FL (Preferred)",0,0000
United States (Preferred),0,0000
"Proficient in utilizing business tools such as: E-mail, Microsoft Word, Excel, and PowerPoint",0,0000
Experience working in/with SaaS businesses and pricing desired,0,0000
Some business development experience preferred.,0,0000
relevant: 1 year (Preferred),0,0000
"Invoicing creation, issuance, and oversight",0,0000
"Assist with development, implementation, and day-to-day supervision of e-commerce and wholesale customer web portal.",0,0000
New account creation into wholesale portal and activate new customers,0,0000
Basic day-to-day customer service inquiries,0,0000
Daily shipping label creation and customer tracking communications,2,0011
Customer outreach and support between sales and production departments,0,0000
Customer support in regard to accounts receivable,0,0000
Batch daily production reports for roasting and production staff,0,0000
"Maintains and develops a deep knowledge of coffee, tea and specialty food and beverages",0,0000
to be communicated to customers on a need be basis.,0,0000
"Liaison between sales department, operations team and customers",0,0000
Facilitate changes made to orders,0,0000
Stay up to date on current offerings and inventory,0,0000
Assist in maintaining office filing and storage system,0,0000
Purchase office supplies as needed,0,0000
Assist Supply Chain Manager with administrative duties as requested,0,0000
End of day file report to ensure all orders were fulfilled and processed,0,0000
"Experience with Microsoft Suite (Word, Power Point, Excel, etc)",0,0000
Understanding of e-commerce platforms,0,0000
"Basic knowledge of accounting software and e-commerce (Compeat, Shopify, etc)",0,0000
Be 18 years of age or older,0,0000
Minimum two-years customer service specializing in order fulfillment and logistics,0,0000
Minimum one-year specialty coffee experience,0,0000
"Able to reach, bend, stoop and frequently lift up to 25 pounds",2,0010
customer service: 2 years (Required),0,0000
Specialty Coffee: 1 year (Required),0,0000
Manage and lead the team in Project and Program Safety Planning.,0,0000
Develop and Maintain Safety Resources Skills,0,0000
"Deploy Safety Process, Method and Tools in accordance to Central rules and propose improvements based on REX (Return on Experience)",0,0000
Support the Safety Process Correspondent,0,0000
Provide Technical Expertise to Projects for System & Products Cross-Acceptance to assure,0,0000
Review safety issues and support root cause identification and mitigation measures,0,0000
Implement the Safety Management Cycle defined centrally by ADM Safety Director Staffing: Total Capacity versus Workload. Analysis and action plan,0,0000
"Provide Quarterly Dashboard in accordance to Central rules, and provide weekly status reports.",0,0000
Self-starter able to work independently with a sense of urgency and network effectively to gather data from different sources.,0,0000
"Responsible for a full range of repairs and service procedures on high speed digital copiers/printers, full-color copiers/printers, facsimiles.",0,0000
Providing high quality technical support and expertise by complete each service call according to service agreements and requirements,2,0011
Effectively complete all territory assignments and developing options to resolve unexpected problems,0,0000
Participates in training to remain up to date with new products and procedures.,0,0000
Provide specialist service to other field service technicians for unresolved technical problems/issues,0,0000
Provide technician support to our sales team members to effectively maximize equipment leads and upgrade opportunities,0,0000
Working in fast paced environment,0,0000
"Must have experience with servicing and repairing office equipment such as copiers, printers, fax machines, mailing machines etc.",0,0000
Applicants with any advanced,0,0000
"Canon, Sharp, Oce, Konica Minolta",0,0000
certifications are highly preferred.,0,0000
Strong computer knowledge,0,0000
Excellent customer service communication skills are essential,2,0011
2-6 years minimum of relevant experience,0,0000
Strong problem-solving and mechanical/electrical skills,0,0000
Strong working knowledge of Windows 10 applications are required,0,0000
Highly motivated and capable of working independently in the field,0,0000
Copier Maintenance/Repair: 1 year (Required),0,0000
Driver's License (Required),0,0000
Professional development assistance,0,0000
Comprehensive health insurance packages,0,0000
Generous 401(K) package with company match,0,0000
Employer-sponsored Life Insurance and Long-Term Disability plans,0,0000
Flexible Spending Account and Dependent Care Account Plans,0,0000
Paid Time Off (PTO) and Holiday Pay,0,0000
Organizational culture centered on professional development,0,0000
Play a meaningful role on a mission-critical team that builds and maintains data and information seen by millions of people.,0,0000
Enjoy an outstanding work-life balance.,0,0000
Opportunities to be a Tech Lead for one of our teams.,0,0000
"You have an Undergraduate or Master's degree in a quantitative field (e.g. science, engineering, mathematics) or equivalent experience.",2,1000
"Excellent understanding of Domain Driven Design, software Design Patterns and principles. Ability to teach others on the team.",0,0000
"Can clearly articulate strategic, customer, competitive and/or controversial trade-offs and how it relates to others in the company.",2,0100
"Viewed as a technical leader, often consulted by peers and asked to evaluate architectural designs.",0,0000
Ruby and Rails or React experience a huge plus.,0,0000
You know your way around relational databases and able to create and understand efficient tables and queries.,0,0000
"You understand, practice, advocate and teach good testing principles.",0,0000
A solid understanding of the developer workflow and how to help your team work smoothly.,0,0000
"Experience with AWS, Elastic Search, GraphQL or Docker a plus.",0,0000
Experience or an interest in microservices and cloud native architectures.,0,0000
You know how to help junior developer learn the craft of software development and help grow their careers.,0,0000
You understand why certain metrics are important and what they indicate. This helps drive your decision-making in Product Design.,0,0000
Five or more years managing an attraction.,0,0000
"Excellent, proven interpersonal, verbal and written communications skills.",2,0111
Demonstrated ability to manage and supervise a team of employees.,0,0000
"Articulate, organized and well-spoken with effective problem solving and mediation skills.",0,0000
Proficiency with office computer equipment and software.,0,0000
Demonstrated ability to multi - task and work in a fast - paced office setting.,0,0000
"Proven ability to cope with conflict, stress and crisis situations.",0,0000
"Experience with Marketing, building partnerships, and selling an attraction.",0,0000
"Creative, flexible and willing to try new ideas or solutions.",0,0000
"Plan, develop and implement a program to successfully hire, train, assign, schedule, coach, counsel and discipline the team members.",0,0000
"Plans, develops and approves specific operational policies, programs, procedures and methods in accordance with general policies.",0,0000
"Enter and track work order requests and coordinate with vendors such as janitorial, signage, landscaping, painting, and security.",0,0000
Track vendor and tenant insurance certificates.,0,0000
Track data such as LEED and EnergyStar maintenance and administrative license and certification renewals.,0,0000
"Assist in building marketing and new and renewal leasing activities including lease administration, reporting, and events.",0,0000
Assist with close out of tenant improvement or building capital projects.,0,0000
Assist with compiling information and writing reports.,2,0011
Assist with Accounts Receivable calls and collection of tenant rent.,2,0011
Assemble monthly reporting and annual budgets for distribution.,0,0000
"Build positive business relationships, and promote a culture and demonstrate leadership that is committed to excellent service and sustainability.",0,0000
Track and assist in negotiating market common service contracts.,0,0000
Assist and track market common budgets.,0,0000
Assist in monthly tenant bill backs and utility recovery billings.,0,0000
"Excellent customer relation skills and experience, with ability to interact with the general public",0,0000
Excellent communication skills,2,0011
"Ability to analyze moderately complex administrative details, such as planning, scheduling, reporting, and displaying data",0,0000
"Ability to operate various computer software programs, specifically Microsoft Office Tools",0,0000
High School diploma or equivalent,0,0000
"Identifies, develops, and implements near-term and long-term business strategies that provide the business an opportunity to grow revenue.",0,0000
Continuously monitors the market to keep track of competitor developments and their impact on market share.,2,0001
Experience working directly with Defense Community and Government and DoD personnel,0,0000
Demonstrated access to key government customers and industry partners,0,0000
Travel as required 10% -20% per month,2,0010
Demonstrated working knowledge of the Federal Acquisition Regulations (FAR),0,0000
Must have the ability to obtain a TS/SCI clearance.,0,0000
"Experience with Government/DoD budget, investments and acquisition processes",0,0000
Management of a pipeline of opportunities with a value of $5 billion or greater,0,0000
A technical degree is highly desired. Advanced degree preferred,0,0000
"Workclosely with VP, Pricing & Planning to strategically maximize revenuethrough inventory usage.",0,0000
"Generate,track and distribute assigned sales reports.",0,0000
"ManageNational, DR & ADU Inventory/Avails.",0,0000
Participatein the creation and maintenance of upfront and scatter ratecards.,0,0000
"Coordinatewith Sales Assistants & Planners to ensure all sales administrations,deadline, policies and procedures are met.",0,0000
Maintaintraffic and sales systems.,0,0000
"Helpmaintain stewardship, import and track internal estimates, and compilestewardship reports.",0,0000
OverseeMSA posting process.,0,0000
"AssistDR team with rate analysis, daypart allocation and inventory maximization.",0,0000
Ensure physical control and proper care of company assets; account for movement of physical assets within the software in a timely fashion,2,0010
Responsible to perform other duties as assigned by management,0,0000
customer service: 2 years (Required),0,0000
Durable Medical Equipment: 1 year (Preferred),0,0000
Healthcare or Medical Billing: 1 year (Preferred),0,0000
High school or equivalent (Required),0,0000
United States (Required),0,0000
Answering customer questions,0,0000
Troubleshooting and solving problems,0,0000
Scheduling appointments,0,0000
Giving demonstrations or presentations,2,0101
"A job for which all ages, including older job seekers, are encouraged to apply",0,0000
Open to applicants who do not have a college diploma,0,0000
Work with Sales Engineers and Account Executives to develop winning complex solutions proposals for customers,0,0000
Conduct high-level conversations with senior executives from prospective accounts,0,0000
"10+ years of IT experience as a technical specialist, technical sales, enterprise architect or consultant in Customer-facing roles.",0,0000
"Written and verbal communication skills, including group leadership and executive presentations.",2,0111
"Willingness and ability to work autonomously, with domestic travel.",2,0010
A proven track record of managing and delivering sales of complex IT solutions.,0,0000
"Understanding of cloud computing architecture, systems or application design, software development or IT operations.",0,0000
Understanding of the value of Manage Services,0,0000
"Working knowledge of GCP, AWS, Azure, or other cloud platforms is key.",0,0000
Understanding of automation technologies including Infrastructure as code and configuration management technologies like Ansible and Terraform.,0,0000
"Understand customer needs, come up with solutions and iterate it constantly to build the best in class experience and then bake it into the product.",0,0000
"Manage the daily workflow with a team of engineers, data scientists and designers. Do whatever your team needs to help them keep moving.",0,0000
"Maintain a deep understanding of overall market dynamics, end user needs and competitive product capabilities.",2,0100
At least 2 years of experience as a Product Manager for a technology company,0,0000
Experience working with SaaS services and integrating 3rd party APIs. Ability to code/build proof of concepts preferred.,0,0000
Strong oral and written communication skills.,2,0011
Spent time working on closely-knit teams using Agile methodologies such as Scrum.,0,0000
Strong interest in B2B SaaS business models. We are a SaaS company!,0,0000
Source new sales opportunities through inbound lead follow-up and outbound cold calls and emails,2,0011
Understand customer needs and requirements,0,0000
"Work to plan, implement, and lead the new business sales expansion in a given geographic market.",0,0000
Route qualified opportunities to the appropriate sales executives for further development and closure,0,0000
Enter applicable data into CRM database,0,0000
Follow-Up on Request for Information (RFI),0,0000
Assist with pre-event confirmations and post-event follow up,0,0000
Establish basic lead grading for each prospect,0,0000
"Communicate product features/benefits clearly, consistently and with integrity",0,0000
"Track, analyze and report against opportunities funnel.",0,0000
"Ensure a culture of ""can do"" creativity and flexibility working to find better ways to work with our customers, partners, and fellow team members",0,0000
"Research accounts, identify key players and generate interest",0,0000
Maintain and expand your database of prospects within your assigned territory,0,0000
Team with channel partners to build pipeline,0,0000
BA/BS degree or equivalent,0,0000
Proven inside sales experience,0,0000
Track record of over-achieving quota,0,0000
Strong phone presence and experience in making 50+ cold calls a day,2,0011
Proficient with corporate productivity and web presentation tools,2,0101
Experience working with Salesforce.com or similar CRM,0,0000
Excellent verbal and written communications skills,2,0011
Strong listening and presentation skills,2,0101
"Ability to multi-task, prioritize, and manage time effectively",0,0000
Strong sense of urgency,0,0000
"Ability to demonstrate good Attitude, Energy, and Effort",0,0000
"With the aid of support resources, identifies sales opportunity solutions.",0,0000
Builds/maintains network of colleagues/customers to share information and obtain prospects.,0,0000
"May support resolution of customer disputes and accounts receivable discrepancies (i.e. billing, installation, customer issues).",0,0000
Establishes/maintains productive long-term client relationships.,0,0000
"Leads in presenting products, services and migrations that can benefit customer needs.",0,0000
Demonstrates/maintains complete extensive knowledge of the organizations entire product/service line.,0,0000
"Partners with clients to understand business needs, issues, strategies, priorities to deliver valuable solutions.",0,0000
Develops responses to Request for Proposals.,0,0000
Owns account relationship; responsible for meeting revenue objectives.,0,0000
Demonstrates sustained record sales achievement.,0,0000
Effectively influences customers to diffuse potential problems.,0,0000
Aids in devising direct sales plans/strategies.,0,0000
Develops strategic initiatives to grow/retain the revenue stream of most complex accounts/projects.,0,0000
Supports the sales team through coaching/mentoring - assists less experienced peers.,0,0000
Act as team lead when presenting products/services to customers.,0,0000
Works on critical/large/most complex/high visibility/strategic/tactically vital accounts and issues with sizable latitude.,0,0000
Install or Repair Work Orders,0,0000
Provide Customer Support,0,0000
Associates degree or higher in a technical field,0,0000
Valid driver's license required,0,0000
Proficient in use of hand tools and instrumentation,0,0000
"EBI, Honeywell temperature controls, network integration preferred",0,0000
"Experience with HVAC, Automation and networks",0,0000
Strong knowledge of software and system integration concepts desired,0,0000
"Building networks infrastructure knowledge is desirable (wiring, CAT, cables, fiber optics)",0,0000
AutoCAD experience a plus,0,0000
Able to work with limited supervision and be able to direct contractors and subcontractors,0,0000
Good communication skills,2,0011
"Read and interpret project plans, blueprints and specifications",2,0011
Great interpersonal skills,2,0100
Basic computer and networking skills,0,0000
Build infrastructure electrical systems,0,0000
Customer/Product Support,0,0000
"400 Herndon Pkwy Suite 100, Herndon, VA 20170 USA",0,0000
Must be a US Citizen due to contractual requirements.,0,0000
Lead Asset Acquisition team and strategy responsible for facilitating asset transition into the plan.,0,0000
Coordinate participant outreach efforts with the Customer Concierge team responsible for asset retention.,0,0000
Connects to other divisional and enterprise projects.,0,0000
"Support Retirement Service sales specific to participant marketing and communication deliverables - includes pricing, RFPs, presentations.",2,0111
"Identify new opportunities/ideas across the participant channels to drive positive outcomes, both in plan and outside the plan.",0,0000
Key contributor to RS Leadership around strategic imperatives and initiatives touching the participant.,0,0000
Minimum of 7 - 10 years of experience; including people leadership,0,0000
"In-depth knowledge of retirement service industry, financial wellness trends and profit drivers.",0,0000
"Industry accreditation (or working toward), e.g., QPA, RPA, or CEBS or significant work-related experience with demonstrated knowledge.",0,0000
Series 7 and 63 licenses required,0,0000
"Strong communication and presentation skills, written and oral.",2,0111
Ability to work well cross functionally to build alignment and reach objectives,0,0000
Ability to manage in unstructured situations with innovative and creative thinking.,0,0000
"Strong knowledge of ERISA. regulatory compliance, fiduciary responsibility and disclosure requirements as they relate to qualified retirement plans.",0,0000
Familiarity with the types and features of investment vehicles utilized in retirement plans.,0,0000
Expert relationship management skills with a strong client and advisor focus and self-motivating drive.,0,0000
Able to multi-task and thrive in a rapidly changing environment.,0,0000
"Regional travel requirements, including some overnight travel.",2,0010
"Adequate knowledge in indirect tax matters e.g. sales/use tax, Canadian GST/HST/QST/PST, and personal and real property tax matters",0,0000
Leader of a cross-functional account plans with other sales divisions to drive growth in assigned accounts and achieve profitability goals,0,0000
Communicate and drive implementation of account plan across all sales reps within assigned accounts,0,0000
Identify opportunities for specialty product and service reps within assigned accounts,0,0000
Lead conversion of newly sold assigned products,0,0000
Maintain relationships with purchasers of current products to preserve existing business,0,0000
"Assist local branches with setup, training and processing of initial orders",0,0000
Establish and nurture client relationships by developing strong relationships with key decision makers,0,0000
Ensure resolution of distribution service issues by members of the customer service team,0,0000
"Work directly with HSE reps that are responsible for territories to implement priorities, programs and focus growth of Category Management.",0,0000
"Strong focus on sales, account planning discipline and process, continuous improvement and strategic development of business model.",0,0000
"Fosters and supports a culture of effective teamwork, accountability and development.",0,0000
6-10 years healthcare sales experience required,0,0000
"Proven leadership capabilities, including ability to manage diverse personalities/skill sets in a changing environment",0,0000
"Excellent planning, forecasting, negotiation and presentation skills",2,0101
Experience working in a hospital setting or clinical setting,0,0000
Distribution Sales Experience,0,0000
Medical Device industry experience preferred,0,0000
Talent Management of sales reps,0,0000
"Ensure competency of direct sales representatives, including skills in solution selling as well as sufficient product-specific knowledge",0,0000
Key account development with experience accessing and developing relationships with key hospital decision-makers and influencers,0,0000
Valid Driver's License,0,0000
Ability to drive a car and travel in that car each day to interact with healthcare providers on-site,2,0010
Ability to travel 50% of time,2,0010
2 year(s): Data Entry,0,0000
2 year(s): Customer Services,0,0000
2 year(s): Administration,0,0000
Some college or better,0,0000
Team Player: Works well as a member of a group,0,0000
Enthusiastic: Shows intense and eager enjoyment and interest,0,0000
Dedicated: Devoted to a task or purpose with loyalty or integrity,0,0000
Work-Life Balance: Inspired to perform well by having ample time to pursue work and interests outside of work,0,0000
Self-Starter: Inspired to perform without outside help,0,0000
Goal Completion: Inspired to perform well by the completion of tasks,0,0000
Maintain production schedules and assist with regularly scheduled production meetings,0,0000
