,jobrequirements,bias,againstgroup
5386,P&L management and analysis.,2,00011
5387,Functional and Organizational Planning.,2,00011
5388,Develop a staffing plan that is supported by financial planning (revenue and growth).,2,00011
5389,Ensure availability of sufficient labor resources to execute services.,0,00000
5390,Manage operations team and service resources to achieve excellence in service execution at or above margin targets.,2,00011
5391,Manage all other aspects of personnel and business.,2,00011
5392,Other duties as assigned,0,00000
5393,"Technical knowledge of all Mechanical aspects, specifically in the state of Massachusetts.",0,00000
5394,Good written and verbal communication skills.,2,00011
5395,Ability to proactively establish and maintain effective working relations with employees and other departments.,2,00011
5396,"Experience with the development and maintenance of budgets, labor costs, and monitoring financial information",2,00011
5397,"Strong interpersonal and organization skills required, demonstrating competence in a rapidly changing, growth environment.",2,00111
5398,Strong customer service focus is required.,0,00000
5399,"Strong interpersonal skills; able to effectively influence others through positive, proactive communication style.",2,00111
5400,Excellent written and oral communication skills and sound problem-solving and decision-making capabilities.,2,00011
5401,"Adept at dealing with all levels of management, possessing strong consultative and communication skills.",2,00011
5402,"Bachelor's degree, Basic Management Experience.",2,01000
5403,Ability to develop and present a compelling value proposition.,2,00011
5404,Understanding of Mechanical labor management in Union and non-Union environments.,2,00011
5405,Able to read and interpret financial data related to service performance.,2,00011
5406,"Microsoft office (Word, excel, PowerPoint and outlook) CRM related software.",2,00011
5407,Oversees Receiving operations.,0,00000
5408,Greets customers and maintains good customer relations.,2,00011
5409,"Looks for areas where improvements in service may be required; implements processes, procedures and/or changes to address these issues.",2,00011
5410,Supports Store Manager with development and direction in the execution of strategies to improve product placement and appearance.,2,00011
5411,"Ensures compliance with legal requirements and company policies and procedures, including check cashing, security, wage and hour, etc.",2,00011
5412,Follows and enforces Sprouts Full at 4 Program.,2,00011
5413,At times may also perform duties of staff to ensure customer needs are met.,0,00000
5414,"Communicates sales goals, department performance and sales opportunities with staff to ensure positive results.",2,00011
5415,"Manages issues relating to store maintenance, cleanliness, safety and sanitation.",2,00011
5416,Oversees and monitors handling of cash and accounting. Ensures store is secured and closed properly at the end of the day.,2,00011
5417,"Responsible for dealing with emergencies, crises, and any problems that arise during the day in the store.",2,00011
5418,Develops and trains future leaders.,2,00011
5419,Responsible for making sure team members are effectively trained.,0,00000
5420,Ensures the specials and items advertised in flyers are on the shelves.,2,00011
5421,Other related duties as assigned.,0,00000
5422,1-3 years retail management experience.,0,00000
5423,"Degree in business, management, marketing, retailing, communications, advertising, liberal arts, or related field preferred.",2,00011
5424,Experience and/or exposure to non-perishable departmental operations.,2,00011
5425,"Strong communication skills, both written and verbal, are essential.",2,00011
5426,Strong orientation to detail and analytical skills.,2,00011
5427,Solid problem solving skills and decisiveness.,2,00011
5428,Ability to work varied hours/days as business dictates.,0,00000
5429,"Proven leadership ability to build, motivate and maintain staff.",2,00011
5430,Forklift/power jack training and experience.,2,00011
5431,Food Safety certification.,0,00000
5432,Excellent interpersonal and communication skills.,2,00111
5433,Ability to handle stressful situations.,2,00100
5434,Organization and planning skills.,2,00011
5435,Able to prioritize and handle multiple tasks.,2,00011
5436,Ability to delegate effectively.,0,00000
5437,"Computer skills: Microsoft Office Software including Outlook, Word, and Excel.",2,00011
5438,"While performing the duties of this job, the employee is frequently exposed to moving mechanical parts; high, precarious places; and extreme cold.",2,00011
5439,Fast paced working environment.,0,00000
5440,The noise level in the work environment is usually moderate.,0,00000
5441,Lift moderately heavy loads up to 75 lbs.,2,00010
5442,"Ability to bend, reach, kneel, squat.",0,00000
5443,Able to stand for long periods of time.,2,00010
5444,Able to push/pull heavy loads.,0,00000
5445,Are you a strategic and client-focused sales expert familiar with the needs of healthcare organizations?,2,00011
5446,Do you desire a competitive salary with an uncapped sales commission and a focus on professional development?,2,00011
5447,Competitive Salary with Sales Incentives,0,00000
5448,"Health, Vision and Dental Insurance",2,00011
5449,100% Company Match 401(k) up to 6%,0,00000
5450,Company Funded Retirement Accumulation Plan for an additional 3%,0,00000
5451,Education Assistance,0,00000
5452,Pretax Child Care Spending Account,0,00000
5453,"Paid Holidays, Vacation Days, Personal Days and Sick Days",2,00011
5454,Employee Discount on Spectrum Services,0,00000
5455,Be an impactful member of the sales team through the achievement of monthly sales and revenue goals.,2,00011
5456,Consult with prospective clients and grow key relationships within named accounts to develop client-centric product solutions.,2,00011
5457,Entice clients by creating and presenting product proposals and benefits that align with their needs.,2,00011
5458,Maximize sales through the conceptualization and implementation of strategic sales plans.,2,00011
5459,Drive the sales process by identifying target contacts for product portfolios.,0,00000
5460,"Self-generate leads by building a network through referrals, prospecting calls, trade shows and peers while maintaining an accurate client database.",2,00011
5461,Qualify leads through the submission of a return on investment (ROI) and accompanying analyses.,2,00011
5462,"Maintain quality service and encourage retention through coordinated efforts with the Account Management team, Sales Engineering and Marketing teams.",2,00011
5463,Develop key sales skills by attending sales meetings and participating in training sessions.,2,00011
5464,Experience working in or with the healthcare industry,0,00000
5465,"Proficient in LAN, WAN, high-capacity networks, fiber networks",0,00000
5466,"Strong network building, negotiation and closing skills",2,00011
5467,Confidence when presenting technical information to C-suite executives,0,00000
5468,Ability to conduct consultative analysis and quickly provide recommendations,2,00011
5469,Quick learner with the ability to apply knowledge in a team environment,0,00000
5470,Fluent in written and spoken English,2,00011
5471,"Five or more years of experience selling data, voice and video solutions",2,00011
5472,Analytical and deadline-driven with the ability to manage change in a fast-paced environment with shifting priorities,2,00011
5473,Experience in B2B and telephone sales including prospecting calls,2,00011
5474,"Proficient in Microsoft Word, Excel, PowerPoint, Outlook and Visio",2,00011
5475,Analytical and coachable with a proven ability to work independently,2,00011
5476,Familiar with the Spectrum Enterprise product suite and culture,2,00011
5477,High School Diploma or equivalent (required),0,00000
5478,Taking ownership of customer issues and questions from inquiry to resolution.,2,00011
5479,"Approaching each customer interaction with a high sense of urgency, coupled with immense care, patience, and professionalism.",2,00011
5480,Escalating complex technical bugs to our development team for investigation and updating customers on developments and fixes throughout the process.,2,00011
5481,Achieving advanced domain knowledge of our products and applications.,2,00011
5482,2-3 years proven Customer Service or SaaS Customer Support experience.,0,00000
5483,EXCEPTIONAL written and verbal communication skills.,2,00011
5484,Keen problem solver with a unique ability to think on your feet.,0,00000
5485,"Able to multi-task, prioritize, and keep calm under pressure.",2,00011
5486,Patient and comfortable engaging with diverse clientele with varying levels of computer skills and technical knowledge.,2,00011
5487,Previous experience with a customer support ticketing system preferred (Freshdesk is our current ticketing platform).,0,00000
5488,is a major plus! We strongly encourage,0,00000
5489,bilingual speakers of all languages,2,00011
5490,with phenomenal communication and customer service skills to apply.,2,00011
5491,B2B experience within in a start-up environment helpful.,0,00000
5492,Tell us why we should hire you! What makes you the right person for this position?,0,00000
5493,Medical/Dental/Commuter Benefits,0,00000
5494,Monthly Raffle Prizes,0,00000
5495,"Office culture comparable to the fast pace, energy, and vibrancy of a startup, while maintaining the feel of a family-owned company",2,00011
5496,Opportunities to learn and advance your career,2,00011
5497,Performance-Based Incentives,0,00000
5498,"Team outings (happy hours, company events & retreats, weekly lunches, holiday parties, etc.)",0,00000
5499,Translate business requirements into well-architected solutions that best leverage the Salesforce platform,0,00000
5500,Lead design sessions; architect and document solutions that are aligned with client business objectives,2,00011
5501,"Oversee the delivery of custom development, integrations, and data migration elements of a Salesforce implementation",2,00011
5502,Coordinate custom solutions and interfaces leveraging the Salesforce platform,2,00011
5503,Manage technical scopes and client expectations,2,00011
5504,QA and manage the execution of test plans to ensure a quality solution is delivered,2,00011
5505,Demonstrate platform thought leadership,0,00000
5506,Be a credible subject matter expert to clients and partners on sales cycles and marketing events,2,00011
5507,Provide detailed estimates,0,00000
5508,Coach and mentor junior resources; support configuration and development resources on Salesforce projects,2,00011
5509,5+ years of Salesforce experience,0,00000
5510,Proven ability to design and optimize business processes and integrate business processes across disparate systems,2,00011
5511,Configuration experience using the Salesforce point-and-click developer interface,0,00000
5512,"Conversational about programmatic solutions on the Salesforce platform including Apex, Visualforce, and Lightning Components",2,00011
5513,"Experienced with data migration tools, e.g. Data Loader, and deployment tools, e.g. change sets, Copado, Gearset, et al.",2,00011
5514,Strong background in design and development of enterprise systems as part of a complete software product lifecycle,2,00011
5515,Familiarity with agile software delivery methodologies such as Scrum,0,00000
5516,"Functional and technical understanding of SaaS, PaaS, IaaS and other Cloud Computing Services is preferred",2,00011
5517,Willingness to work a flexible schedule including evenings and weekends.,2,00011
5518,"Experience in sales and/or member recruitment including retail, member organizations or others.",2,00011
5519,Experience and success in public speaking and facilitation.,2,00011
5520,"Technical computer skills in Microsoft Office including Word, Excel, Outlook, and Customer Relationship Management systems.",2,00011
5521,Track record of data driven decision-making.,0,00000
5522,"Strong data management, data analysis and data application skills to inform day-to-day tactical tasks and longer-term strategy and planning.",2,00011
5523,Proven ability to navigate database software; comfortable working within database system to retrieve information required for analysis.,0,00000
5524,Completes tasks thoroughly with an eye for detail and attention to accuracy.,2,01011
5525,Preferred experience with Salesforce and/or an ability to quickly learn new technologies.,2,00011
5526,Sensitivity to employee diversity in the workplace. Practice pluralism and be inclusive.,2,00011
5527,Girl Scout: 3 years (Preferred),0,00000
5528,Sales: 3 years (Required),0,00000
5529,Educating and exciting customers while creating innovative business solutions.,2,00011
5530,"Understanding and selling cutting edge integrated software solutions including; Cloud, Security, and Google platforms.",2,00011
5531,Generating revenue and meeting sales targets.,2,00011
5532,Closing sales and customer contracts.,2,00011
5533,Providing follow-up training for new business customers.,0,00000
5534,Tracking and reporting progress through sales force automation tools.,2,00011
5535,Four or more years of relevant work experience.,0,00000
5536,"Experience with contract negotiations, negotiation of deals and working with Finance for contracts.",2,00011
5537,Willingness to travel more than 50% of the time within your assigned geographic area.,2,00010
5538,Successful completion of motor vehicle report check.,0,00000
5539,"Business acquisition experience, including prospecting/cold calling.",2,00011
5540,Two or more years of business-to-business or outside sales experience.,0,00000
5541,SaaS sales experience.,0,00000
5542,Technology sales and educational experience.,2,00011
5543,"Experience with CRM, sales force or a client management tool.",0,00000
5544,Creative style using social media selling tools successfully.,0,00000
5545,Proven leadership skills and the ability to drive sales teams.,2,00011
5546,Strong face to face presentation skills.,2,00101
5547,Aptitude for acquiring sales skills and product knowledge.,2,00011
5548,Proven ability to create and maintain strong business relationships with all levels of client organizations.,2,00011
5549,"Ability to work in a fast-paced, self-directed entrepreneurial environment.",0,00000
5550,Willingness to evaluate current strategies and quickly transform when necessary.,2,00011
5551,"If applicable, please highlight any past representation of municipal or county public safety agencies",0,00000
5552,(Degree will be verified),0,00000
5553,"A legal degree is required, with an active license.",0,00000
5554,(Degree and license will be verified),2,00011
5555,Assist and support A&B in building and implementing new processes and new part program launches.,2,00011
5556,Accurately quotes machined parts to customers in a timely fashion.,2,00001
5557,Assists in the analysis and justification for new and or additional equipment.,2,00011
5558,Ensures continued improvements and justifications to current machine practices and/or procedures.,2,00011
5559,Program and machine new fixturing using CAD and CAM software and CNC machines.,2,00011
5560,Design and build custom vise jaws and simple fixtures for part production.,2,00011
5561,Set up new CNC machines and pallet changers to be ready for production.,2,00011
5562,"Process improvements on existing parts that include new fixturing, part programs, and",2,00011
5563,Maintain existing workholding that includes making new fixturing and vise jaws to repair any that are worn or damaged.,2,00011
5564,Work with vendors/suppliers to purchase consumable and custom tooling.,2,00011
5565,Assist quality personnel,2,00011
5566,Assist sales personnel.,2,00011
5567,Assist maintenance personnel.,2,00011
5568,Assist scheduling personnel.,2,00011
5569,Train and assist CNC operators.,2,00011
5570,Available to provide set up personnel with evening and weekend support.,2,00011
5571,"Occasionally lift, move, or position materials weighing up to 50 lbs.",2,00010
5572,Maintains regular and predictable attendance.,2,00011
5573,"Exhibits behaviors that reflect the company core values: Teamwork, Integrity, Tenacity,",0,00000
5574,Compassion & Diversity,0,00000
5575,"3-5 years of experience with MAZAK, HAAS, & FANUK cntrols",0,00000
5576,Solid understanding of CADCAM/Mastercam,0,00000
5577,Previous experience with SolidWorks.,0,00000
5578,Knowledge of tooling and tooling capabilities.,2,00011
5579,Complete daily activities that have been assigned by their mentor,0,00000
5580,Complete projects assigned by their mentors and other employees of the office,2,00011
5581,Work with confidential company data & finances,0,00000
5582,Assist with inventory control,2,00011
5583,Be able to interpret and compare benefits and costs on purchases,2,00011
5584,Create spreadsheets to help with company decisions,0,00000
5585,Facilitate other responsibilities administrated by the President and COO of the offices,2,00011
5586,Currently enrolled in college or recent graduate,0,00000
5587,Has knowledge of basic computer/software skills,0,00000
5588,"Microsoft Office (Word, PowerPoint, Excel, and Outlook)",2,00011
5589,Punctual and communicates effectively,2,00011
5590,"Ability to work in a fast-paced, competitive, business environment",0,00000
5591,Ability to work in our Alhambra office,0,00000
5592,Must have a dependable form of transportation,0,00000
5593,Minimum commitment of 20 hrs/week for at least three months,0,00000
5594,Stay up to date with the latest technology crazes while learning about the newest product innovations that have yet to hit the market.,0,00000
5595,Know the ins and outs of each product that is being marketed and be able to guide a customer through the marketing materials that are provided.,2,00011
5596,"Communicate to Management staff in daily and weekly meetings, providing feedback and new ideas to help grow specific accounts and diffuse any issues.",2,00011
5597,"Work with assigned teams in the office in order to hit goals, learn new strategies, and generate required results for each account.",2,00011
5598,Practice marketing and sales tactics so that services can be communicated properly and efficiently.,2,00011
5599,"Minimum of 2 years experience in a related field (customer service, sales, restaurant, leadership, management, retail)",0,00000
5600,High school diploma. Bachelor's degree preferred.,2,01000
5601,The availability to work full-time,0,00000
5602,"Reliable transportation to and from the office, as well as being able to commute to client's locations (all local).",2,00011
5603,The willingness to learn and grow within the role.,2,00011
5604,A background check is required for this position.,0,00000
5605,Full time schedule / flexible hours,0,00000
5606,"Salary: $40,000 - $50,000",0,00000
5607,Opportunity for advancement in the company,0,00000
5608,Guaranteed base pay with added bonuses and commissions,2,00011
5609,Company travel opportunities (domestic and international) optional,2,00011
5610,Access to mentorship from business partners and Directors,2,00011
5611,"Fun atmosphere, open door policy, non-discrimination",0,00000
5612,Managing sales activities to exceed assigned revenue objectives.,0,00000
5613,Providing tactical and strategic plans with specific measurable time frames to penetrate an account.,2,00011
5614,Collaborate with Client Success Managers (i.e. Account Managers) to generate additional revenue from existing client base.,0,00000
5615,"Prospect (cold calling, following up on leads, completing RFP's etc.) into new accounts to establish relationships.",2,00011
5616,Executing aggressively on the plan to position Blackbaud as solution of choice.,0,00000
5617,"Becoming a ""trusted business advisor"" and establish Executive relationships at senior levels within client accounts.",2,00011
5618,Differentiating Blackbaud's solution by positioning professional services.,0,00000
5619,Provide and or coordinate appropriate resources such as online demonstrations and proposals when needed to educate clients and advance sales cycles.,2,00011
5620,Build and maintain an accurate pipeline and timely sales forecasts to management.,2,00011
5621,"Identifying internal teams, providing direction and leadership in each sales engagement.",2,00011
5622,Develop a deep understanding of customer industry trends.,0,00000
5623,5+ years of experience in positioning and selling financial and/or accounting software solutions,2,00011
5624,Knowledge and experience working within a solution-selling or consultative selling methodology.,2,00011
5625,Experience selling/navigating a complex sale.,0,00000
5626,Strong focus on acquiring new business while continuing to cultivate existing account relationships.,0,00000
5627,A proven track record of consistent over quota achievement within a software vendor.,0,00000
5628,Entrepreneurial drive and work ethic.,2,00011
5629,Bachelor's degree or equivalent work experience required.,2,01000
5630,Approximately 30% - 50% travel is required.,2,00010
5631,Nonprofit industry experience is also a plus,0,00000
5632,Relevant: 1 year (Preferred),0,00000
5633,Nurse Practitioner: 1 year (Preferred),0,00000
5634,Clinical: 1 year (Preferred),0,00000
5635,"Cleveland, OH (Preferred)",0,00000
5636,Certified Nurse Practitioner (Preferred),0,00000
5637,"Build and prioritize the road map while clearly articulating the product vision and strategy to internal stakeholders, executives, and customers",2,00011
5638,"Lead product design, development and release process",2,00011
5639,Marketing Intelligence - Manages competitive analyses and information about market demand and review of competitive products,2,00011
5640,"Provides support at trade shows, attend or facilitate sales training and participate in sales calls when requested",2,00011
5641,Partner with the Training Manager to create and deliver training sessions on product capabilities and enhancements,2,00011
5642,Gather customer feedback for continual product evolution,0,00000
5643,Domain expertise and experience with cellular or satellite preferred,2,00011
5644,"Experience with software architecture and languages, working with full stack systems",2,00011
5645,"5+ years in Product Management, or related roles",0,00000
5646,3+ years of experience in M2M/IoT,0,00000
5647,Experience in collaborating with 3rd party partners and creating documentation for external facing APIs,2,00011
5648,Familiarity with eCommerce development is a plus,0,00000
5649,Demonstrated product management experience at a wireless carrier or services organization,0,00000
5650,"Strong, proven, understanding of the wireless communications BSS/OSS services including provisioning systems, billing, and infrastructure",2,00011
5651,Experience with bringing SaaS and web based products to market,2,00011
5652,"Excellent interpersonal and communications skills, including a strong command of English, both oral and written",2,00111
5653,"Client-facing abilities, including excellent presentation skills and self-confidence",2,00111
5654,"Demonstrates our core competencies of customer focus, integrity, initiative, innovation, collaboration and results orientation",2,00011
5655,Legally eligible to work in the United States,0,00000
5656,Job Family Store Operations,0,00000
5657,Employment Indicator Seasonal,0,00000
5658,Strong presentation skills,2,00101
5659,Solutions selling skills,0,00000
5660,"Ability to communicate effectively across teams with strong verbal, written and interpersonal skills",2,00111
5661,2+ years of fitness sales or relevant sales experience preferred,0,00000
5662,Confident in generating personal sales and training Sales Reps,2,00011
5663,Ability to manage and drive multiple revenue streams including memberships and retail,2,00011
5664,Previous management or supervisory experience required,0,00000
5665,Must be fluent in English and have excellent communication and strong interpersonal skills in person and over the phone,2,00111
5666,"Ability to excel in a fast changing, diverse environment",0,00000
5667,"Must be solution-based and results oriented, competitive spirit",2,00011
5668,Ability to recognize areas of improvement and make changes using good judgement,2,00011
5669,An affinity and passion for fitness,2,00011
5670,Solid writing and grammar skills,2,00011
5671,"Highly organized, proficient in data management, ability to prioritize and meet deadlines",2,00011
5672,"Professional, punctual, reliable and neat and organized",2,00011
5673,Strong attention to detail and accuracy,2,01011
5674,Trustworthy and ability to handle confidential information,2,00011
5675,"Ability to work harmoniously with co-workers, clients and the general public",2,00011
5676,Proficiency with computers and Studio software,2,00011
5677,College Degree Preferred,0,00000
5678,Lead generation including Grass Roots Marketing and networking,2,00011
5679,Implement sales process to schedule prospects into introductory classes,0,00000
5680,Membership and retail sales,2,00011
5681,Manage staff schedule,0,00000
5682,Works with the Lead Instructor on class schedule and instructor evaluation,2,00011
5683,"Directly coordinate with all vendors, ensuring that studio retail/products are stocked with accurate inventory counts",0,00000
5684,Supervise Sales Representatives,0,00000
5685,"Proficiency in gym management software and POS to include revenue reports, attendance reports, etc.",2,00011
5686,Independently make decisions related to high level customer service,0,00000
5687,Collect outstanding dues,0,00000
5688,Maintain cleanliness and organization of the studio,2,00011
5689,Enforce studio policies and procedures,2,00011
5690,"Ensure all forms, administrative supplies, and studio literature is stocked and visible",2,00011
5691,Schedule and participate in networking/community events and studio promotions,2,00011
5692,Strategically manage marketing campaigns to generate leads for the studio,0,00000
5693,Any other duties as assigned,0,00000
5694,This position offers a very competitive base rate,0,00000
5695,Commission paid on sales,0,00000
5696,Demonstrate a working knowledge of all standard operating procedures and policies that pertain to the club.,2,00011
5697,Communicate and implement club policies and procedures to employees.,2,00011
5698,Encourage staff to work as a team and be productive.,2,00011
5699,Illustrate an ability to make decisions.,0,00000
5700,Recruit and hire the highest possible caliber of staff.,2,00011
5701,"Demonstrate the ability to lead, motivate, and manage team.",2,00011
5702,Achieve desired sales goals.,0,00000
5703,Achieve desired revenue goals thru the leadership and motivation of employees.,2,00011
5704,Implement and support company programs and promotion to help generate new sales leads for optimum new membership growth.,2,00011
5705,Ensure that Team maintains proper tracking forms and the daily leads.,2,00011
5706,Ensure that all promotions are effectively communicated to the team and all other appropriate staff.,2,00011
5707,Ensure ongoing prospecting and generation of new prospective members.,2,00011
5708,"Review sales-related written communication such as proposal, letters and promotional pieces for effectiveness, spelling, accuracy and distribution",2,00011
5709,"Ensure that he staff has a high level of knowledge about the clubs programs, facilities and equipment.",2,00011
5710,Emphasize importance of staff involvement in the community and neighborhood,2,00011
5711,"Demonstrate ability to lead, motivate and manage personal training department.",2,00011
5712,Achieve desired personal training revenue and session production goals.,2,00011
5713,Achieve desired revenue and production results thru the leadership and motivation of employees.,2,00011
5714,Implement and support company programs and promotion to help generate new PT client acquisition for optimum member base penetration.,2,00011
5715,Ensure Personal Training team follows proper procedures in session redemption.,0,00000
5716,Oversee PT manager in ensuring all components of departmental objectives are satisfied.,0,00000
5717,"Coordinate and work within club support functions of Fitness, Sales and Marketing, Accounting, Information Technology.",2,00011
5718,Support personnel related problems or difficulties by following club procedure and documentation.,2,00011
5719,Resolve member complaints in an expeditious and tactful manner following club procedure and documentation.,2,00011
5720,Promote a professional and welcoming atmosphere that enhances the quality of service and care offered to the members.,2,00011
5721,"Ensure the club meets standards for cleanliness, maintenance, safety, and security.",2,00011
5722,Conduct weekly detailed inspection of the club with the Maintenance Manager utilizing cleaning checklist and forward information to appreciate staff.,2,00011
5723,"Ensure visible maintenance items are repaired promptly, proper signage is posted and if possible out of service equipment removed from the floor.",2,00011
5724,Ensure proper inventory of maintenance parts.,0,00000
5725,"Track completion of opening/closing checklists, stage management, repair & maintenance log, locker log and cleaning checklist.",2,00011
5726,Assist in the processing/submission and approval of payroll.,2,00011
5727,Exhibit an understanding of budgets and income statements.,2,00011
5728,Establish controls of expenses and purchasing of club supplies.,2,00011
5729,Display an ability to keep expenses at or below budget.,0,00000
5730,Demonstrate an ability to articulate variances in revenue/sales/expenses versus budget.,0,00000
5731,Serve as a role model for employees.,0,00000
5732,Communicate effectively by holding weekly and individual meeting with all key club personnel.,2,00011
5733,"Provide an inspirational environment that welcomes honest feedback from employees and takes action to ensure a quality, working environment.",2,00011
5734,"Oversee, support, direct and develop department heads.",2,00011
5735,"Illustrate an ability to drive profit center revenue such as personal training, retail, etc.",0,00000
5736,Demonstrate an ability to increase revenue per member.,0,00000
5737,Implement and support company programs and promotion to help generate new sales leads for optimum new membership growth.,2,00011
5738,Oversees expense goals by managing payroll and general and administrative expenses.,2,00011
5739,"Ensure that the clubs meet Crunch standards for cleanliness, maintenance, safety, security and physical plant operations.",2,00011
5740,Keep current in knowledge of key competitors.,0,00000
5741,Conduct frequent walk thrus.,0,00000
5742,Successful management of all financial budgetary goals.,0,00000
5743,Ensure standards of clubs cleanliness and customer service excellence.,2,00011
5744,Demonstrate professionalism by leading by example.,0,00000
5745,Membership retention.,0,00000
5746,Timely completion of assigned tasks and projects.,2,00011
5747,Follow all policies and procedures.,2,00011
5748,Above description may be subject to change or alteration at any time.,0,00000
5749,Daily Personal Training Manager Meeting,0,00000
5750,Weekly Club Management Meeting,0,00000
5751,Annual Performance Evaluations,0,00000
5752,Monthly or Weekly Department Meetings,0,00000
5753,Employee Training Meetings,0,00000
5754,Establishing and maintaining trust-based relationships with clients.,2,00011
5755,Monitoring and triaging incoming client task and project requests.,2,00011
5756,Coordinating and documenting project/campaign requirements discovery and strategy development meetings.,2,00011
5757,"Work with lead strategists to document project objectives, scope, deliverables and milestones.",2,00011
5758,"Setting, attending and leading client project/campaign coordination meetings.",2,00011
5759,Managing team tasks and milestones to ensure projects are delivered on time and according to documented specifications and timelines.,2,00011
5760,Ensuring team adherence to established project management processes.,0,00000
5761,2-3+ years of experience working as a project/account manager on web design/development/marketing projects in an agency environment.,0,00000
5762,2-3+ years of experience managing projects using a documented methodology in conjunction with a project management system.,0,00000
5763,2-3+ years in a client facing account management or relationship management role.,0,00000
5764,"Ability to thrive in a fast-paced, self-directed environment where priorities change frequently.",0,00000
5765,Proficient in creating professional presentations using PowerPoint or Google Slides.,2,00101
5766,Excellent written and verbal communication.,2,00011
5767,Passion for ensuring client satisfaction by providing outstanding results and service.,2,00011
5768,"Working knowledge of HTML, CSS and Javascript.",2,00011
5769,Bachelor Degree in a marketing or technology related discipline.,0,00000
5770,Competitive Based on Experience,0,00000
5771,"Health, Dental, 401k, Generous PTO Program",0,00000
5772,"Prospect, Develop, and Close new business with leading enterprise companies.",2,00011
5773,Evangelize Vidora product suite with key product and revenue decision makers,2,00011
5774,Effectively influence and motivate internal cross-functional team members to drive account success.,2,00011
5775,"Drive client reviews, meetings and presentations at an executive level.",2,00111
5776,"Collect, synthesize and report partner feedback; inform and influence product development against market needs and requirements",2,00011
5777,Effectively forecast pipeline and bookings growth across the business,2,00011
5778,"Well-rounded, well-trained, and well-tested business professional who exhibits exceptional sales skills and relevant experience.",2,00011
5779,3+ years enterprise sales experience,0,00000
5780,Has a track record of outstanding sales achievement and business development activities.,2,00011
5781,Experience selling high-value enterprise products to large enterprise companies.,0,00000
5782,Proven track record meeting and exceeding sales goals and quotas.,2,00011
5783,"Pro-active, results-oriented thinker with high energy and positive attitude",2,00011
5784,"Experience at a fast-paced, high growth early stage startup a big plus.",0,00000
5785,Experience with a top-tier enterprise software or analytics-related solution provider(s).,0,00000
5786,B2B SaaS experience is a plus; Web 2.0 vendor experience is preferred.,0,00000
5787,"Experience with rapidly evolving and changing products, including truly novel technologies.",2,00011
5788,Experience building and developing a list of highly visible accounts in respective territory.,2,00011
5789,"Excellent written, oral communication and organizational skills.",2,00011
5790,"An undergraduate degree in Computer Science, Engineering, or related field is a plus",0,00000
5791,MBA from a top university is a plus,0,00000
5792,Recommends and implements appropriate training programs that will further enhance and improve the technical competencies of the staff.,2,00011
5793,Assists in the preparation of monthly management reports providing key revenue and operational metrics and analysis.,2,00011
5794,Ability to create and implement effective schedules for staff while achieving all production and quality goals.,2,00011
5795,Demonstrated project management skills.,0,00000
5796,Ability to multi-task in a fast and high pressure environment.,2,00011
5797,Ability to field and address concerns and questions.,2,00011
5798,Stringent adherence to all HIPAA laws.,0,00000
5799,"Develop AR and statistical reports to share KPI data, denials, cash trends, etc",2,00011
5800,Minimum of 5 years of management experience,0,00000
5801,Prior experience working within an Academic Medical Center or multi hospital experience,0,00000
5802,Prior experience as a Patient Accounting Manager,0,00000
5803,"Personnel management experience in hiring, training, mentoring, coaching and corrective action",2,00011
5804,Experience working with labor unions,0,00000
5805,Effectively assists in managing Front of the House and Back of House operations during assigned shifts,2,00011
5806,Responsible for all opening and closing procedures of the restaurant during assigned shifts,2,00011
5807,Assists in managing standards and commitment to quality,2,00011
5808,Assists in managing daily and weekly reports,2,00011
5809,Fosters teamwork by building effective teams committed to restaurant and organizational goals,2,00011
5810,"Operates with a high degree of Professionalism, Ethics and Integrity, maintaining a role-model image",2,00011
5811,"Development of Team Leads, and Team Members for growth within the company",2,00011
5812,Performs other related duties as required and assigned,2,00011
5813,High School Degree or equivalent education and/or experience;,2,00011
5814,One to Two (1-2) years of guest service experience;,0,00000
5815,"One to Two of prior supervisory experience, preferably in a casual dining setting",0,00000
5816,Demonstrated progression towards growing sales and managing a Profit & Loss Statement,2,00011
5817,Positive attitude and the ability to handle highly difficult guest interactions;,2,00011
5818,ServSafe Alcohol and Food Certification a plus,2,00011
5819,"Reading, writing, basic math and verbal communication skills in English is required",2,00011
5820,Bi-lingual experience a plus,0,00000
5821,Ability to pass company background check,0,00000
5822,"Ability to work 50-55 hour work weeks and flexible schedule consisting of mornings, mid-day shifts, evenings, weekends and holidays",2,00011
5823,Passion for hospitality,0,00000
5824,Demonstrates care and concern,2,00011
5825,Mobility required during the entire shift,2,00010
5826,Ability to stand and exert fast-paced mobility for periods of up to four (4) hours in length,2,00011
5827,"Must have a good sense of balance, be able to reach, bend, stoop, and kneel and frequently lift as much as 50 pounds, several times over",2,00011
5828,Must be able to speak clearly and listen attentively to guests and other employees,2,00011
5829,Drive top-line growth for a portfolio of customers within a given vertical,0,00000
5830,Drive forward the future vision of Uber Freight with our product team and help sell that vision to our customers,2,00011
5831,Engage with senior level stakeholders with some of our largest customers,0,00000
5832,Solution and Product selling to Global 2000 accounts,2,00011
5833,Own all core growth metrics for your portfolio of enterprise accounts,0,00000
5834,Obsess over the service needs of our customers,0,00000
5835,Develop process and system improvements to continually raise the bar of execution for managed accounts,2,00011
5836,Facilitate RFP activities for portfolio accounts,0,00000
5837,Own customer Quarterly Business Review with your portfolio of accounts,0,00000
