jobrequirements,bias,againstgroup
At least 5 years of experience in embedded software development,0,0000
Hands-on software development with the C programming language,0,0000
Energetic and comfortable personality,0,0000
Ability to work in a fast-paced environment,2,0100
Strong written and verbal communication skills,2,0011
Knowledge of using multi-core processors is a plus,0,0000
"Experience with PowerPC, ARM and MIPS 32-bit",0,0000
Working knowledge of Linux driver development,0,0000
"Working knowledge of the Linux File System, how to build a root file system and building Linux distributions",0,0000
Working knowledge of u-boot,0,0000
Some experience in hardware engineering a plus,0,0000
Maintain accounting records based on the preliminary accounting postings,0,0000
Responsible for accounting entries via the accounting software,0,0000
"Carry out tax, financial and accounting analysis",0,0000
"Develop, maintain, and analyze budgets, prepare periodic reports that compare budgeted costs to actual costs",0,0000
"Establish tables of accounts, and assign entries to proper accounts",0,0000
"University degree, preferably in Accounting",0,0000
Knowledge of the Republic of Armenia Tax and Labor legislation,0,0000
Knowledge of the International Financial Reporting Standards (IFRS),0,0000
"Advanced knowledge of MS Office (Word, Excel)",0,0000
"Well-organized, responsible and enthusiastic personality",0,0000
Commitment to professional growth and development,0,0000
Proven desire for personal growth and learning,0,0000
Ability to meet tight deadlines,0,0000
"Fluency in Armenian language, knowledge of Russian and English languages",0,0000
Knowledge of 1C accounting software is a plus,0,0000
Provide superior service to customers,0,0000
Responsible for customer demand study,0,0000
Organize the companys product sale,0,0000
Provide full information on the companys production to customers,0,0000
Excellent knowledge of Russian and English languages,0,0000
Work experience in the service sector,0,0000
"Maintain complete knowledge of and comply with all departmental, divisional and hotel policies, procedures and standards",0,0000
Responsible for direct development and performance of staff,0,0000
Maintain confidentiality of guest and associates information and pertinent hotel data,0,0000
Work cohesively with co-workers as part of a team,0,0000
Anticipate guest needs and respond promptly to guests' requests,0,0000
Work closely with all travel agencies and potential clients,2,0010
Responsible for the hotel web site and update with all news and promotions of the hotel,0,0000
2-4 years of experience in hotel sales,0,0000
Planning and organization skills,0,0000
oriented personality,0,0000
Organizational and management skills,0,0000
Ability to work under pressure and within strict time frames,0,0000
"Excellent knowledge of Armenian, Russian and English languages",0,0000
Translate documents,0,0000
Communicate with foreign suppliers,0,0000
Responsible for import and logistics,0,0000
Be informed about new suppliers and products,0,0000
Negotiate with suppliers on delivery terms,0,0000
Perform other duties as assigned,0,0000
Higher education (Master's degree),2,1000
Experience in the field of import and logistics is a plus,0,0000
"Fluency in Armenian, Russian and English languages",0,0000
Good computer skills,0,0000
Excellent communication and presentation skills,2,0111
Analytic and tactical thinking,0,0000
Sense of responsibility and accuracy,0,0000
Ability to make quick and efficient decisions,0,0000
Operate motor vehicle to transport CARD staff and authorized personnel,0,0000
Oversee the day-to-day maintenance of CARD vehicle and perform any required minor repairs,0,0000
Maintain accurate vehicle log-book,0,0000
Ensure availability of fuel coupons and control the consumption of fuel for CARD vehicle,0,0000
Drive extensively within Yerevan and throughout project areas in the country and abroad,0,0000
Perform other duties as required,0,0000
"At least 5 years of work experience as a Driver, preferably within international organizations",0,0000
"Valid drivers license (B, C,)",0,0000
Fluency in Armenian and Russian languages,0,0000
Good knowledge of the road system and current road conditions in Armenia,0,0000
Ability to work effectively with people and a high sense of responsibility,0,0000
Technical knowledge of vehicles,0,0000
Ability to work effectively under pressure and meet deadlines,0,0000
Design and maintain storyboards to effectively communicate interaction and design ideas,0,0000
Thoroughly document use cases and functionality by writing detailed user interface specifications,2,0011
"When required, develop interactive prototypes with compelling user experiences",0,0000
Work with developers to ensure that designs can be implemented and to ensure integrity during implementation,0,0000
"Responsible for usability testing including creating task lists, compiling feedback and findings, making recommendations, and producing reports",0,0000
"Research competitors, latest tools, methodologies, practices and trends",0,0000
"Clearly communicate and present designs to Managers, Marketing, Business Analysts, and development teams",0,0000
Provide weekly status reports on projects to UX Team Lead and proactively raise any issues or concerns as they arise,0,0000
Assist and support other UX Designers,0,0000
"Share knowledge, lessons learned with team members",0,0000
Establish and enforce best practices for interaction design,0,0000
Contribute ideas to solve creative and technical challenges independently and with the team,0,0000
Provide accurate time estimates and meet deadlines,0,0000
"Challenge traditional design thinking, look for new and innovative ways to approach projects and continuously improve user experience",0,0000
Ability to demonstrate - through web portfolio  understanding of user centered design and demonstrated success in application design,0,0000
Good usability/ human factors skills and experience practicing user centered design methodology,0,0000
Undergraduate degree or post-graduate degree with related areas of study or equivalent experience,0,0000
At least 2 years of industry related experience,0,0000
"Knowledge of standards-compliant HTML, DHTML, CSS, JavaScript, AJAX and jQuery",0,0000
"Experience with wireframe and prototyping tools such as MS Visio, Axure",0,0000
"Knowledge of Adobe Photoshop, Illustrator and Flash",0,0000
Experience in the financial industry and stock trading is an asset,0,0000
Exceptional ability to pay close attention to detail and a passion for improving design,2,1000
Ability to communicate effectively with internal team members and other staff,0,0000
Ability to take ownership of tasks and drive projects through to completion,0,0000
Critical and creative thinking ability to proactively and independently solve problems and make decisions,0,0000
"Ability to thrive in a changing, dynamic environment",0,0000
Ability to work flexible hours when requested,0,0000
Love for learning and strong commitment to improving creative and technical skills on an ongoing basis,0,0000
Develop internal normative acts according to requirements of the Central Bank of RA and RA legislation,0,0000
Update internal regulations and other documents according to new lows and new regulations of the Central Bank of RA,0,0000
Revise insurance terms and conditions,0,0000
Perform other tasks,0,0000
Higher education in Insurance or Law,0,0000
Knowledge of insurance legislation and regulations of the Central Bank of RA,0,0000
"Excellent knowledge of Armenian, Russian and English languages",0,0000
Good knowledge of MS Office,0,0000
Communication abilities (both verbal and non-verbal),2,0011
High organizational skills and sense of responsibility,0,0000
Ability to introduce analytic thoughts,0,0000
At least 1 year of experience in a related field,0,0000
"Design, develop and implement client-facing and internal web applications using",0,0000
Responsible for architecture analysis and documentation of the software specifications for both the client-facing and internal web applications,0,0000
"Be actively involved in designing new application features and functionality, writing API's, scalability and maintainability improvements",2,0011
Responsible for support and expertise for a multi-tier environment,0,0000
"Meet and interact with user interface team, Database Architects and",0,0000
"Define both functional and technical requirements to facilitate design, development, testing, implementation and ongoing support",0,0000
Assist and support other team members on multiple projects,0,0000
Provide support and enhancements to existing production applications in a timely and accurate manner,0,0000
"Play active role in defining and implementing best practices, standards and procedures including quality and delivery methodologies",0,0000
Ensure compliance with the documented software processes and procedures throughout the life cycle of software products,0,0000
Support the Team Lead in technical decisions and development estimates,0,0000
Ensure quality and reliability of code from the intermediate developers by conducting a smoke testing and code reviews,0,0000
Participate in the project architecture exercise and assume responsibility for ongoing data architecture for the project,0,0000
Propose and sometimes decide on technologies used,0,0000
Propose and finalize the database design in collaboration with the DBA,0,0000
Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects,0,0000
Conduct researches and proof of concepts,0,0000
Might produce rapid prototypes for the project,0,0000
"Share knowledge, lessons learned with team members",0,0000
"Degree, diploma or equivalent directly related work experience",0,0000
At least 4 years of experience in web-based technologies,0,0000
Strong understanding of object-oriented (OOP) development,0,0000
"Hands-on experience and proficient knowledge of the following:  a) Web technologies: HTML, DHTML, JavaScript,",0,0000
SQL) and data warehouse,0,0000
Experience with unit testing frameworks,0,0000
Strong skills at performance application tuning,0,0000
Excellent written and oral communication skills,2,0011
Strong problem-solving and decision-making skills,0,0000
Excellent time-management and organizational abilities that facilitate structured teamwork,0,0000
Ability to work under minimal supervision,0,0000
"Highly developed communication, presentation, facilitation and negotiation skills",2,0111
Experience and/ or personal interest in the financial industry an asset,0,0000
"Desired knowledge/ understanding of trading life cycle, risk management, financial, operational and regulatory considerations",0,0000
Ability to analyze information and make appropriate recommendations,0,0000
Ability to adapt and change based on new business requirements and environment,0,0000
Handle customer orders,0,0000
"Perform general office duties, such as, answering phones and filing",2,0001
Provide support to ensure effective and efficient office operations,0,0000
Collect and distribute documents and letters from/ to clients/ suppliers,0,0000
Organize the purchase of stationery and office supplies,0,0000
Perform other duties related to the position and administrative duties as assigned by the supervisor,0,0000
"Good knowledge of MS Office (Word, Excel)",0,0000
Organizational skills,0,0000
Excellent attitude and interpersonal abilities,2,0100
Good knowledge of Russian and English languages,0,0000
Attention to detail,2,1000
"Prospect for new clients via telephone, networking, trade shows, and more",2,0001
"Engage prospects by identifying their needs, presenting solutions, and building trust",0,0000
Generate business to set sales goals to ensure quotas are met,0,0000
Negotiate and close sales utilizing proven closing techniques,0,0000
Identify and reach key decision makers,0,0000
Attend business-to-business functions to network for new potential clients,0,0000
Find and overcome common prospect objections and ask for the sale,0,0000
Contribute to marketing plans and activities,0,0000
University degree or equivalent work experience,0,0000
At least 2 years of successful business-to-business sales experience,0,0000
IT technical knowledge is a plus (Product/ technical sales knowledge will be provided),0,0000
"Strong phone prospecting skills, negotiation skills, and ethics",2,0001
"Deep appreciation for process, performance measurement, and result-oriented sales approach",0,0000
"Positive, enthusiastic attitude, good team player",0,0000
"Excellent interpersonal, communication and negotiations skills",2,0111
"Excellent knowledge of written and verbal Armenian, Russian and English languages",2,0011
Ability to work under pressure and with flexible working schedule,0,0000
Maintain various registers and journals in the company's accounting system,0,0000
Prepare payment orders,0,0000
Collect original copies of documents from clients/ suppliers,0,0000
Ensure accuracy of all accounting documentation,0,0000
Perform other accounting related and administrative duties as assigned by the supervisor,0,0000
"University degree in Accounting, Finance or other related fields",0,0000
Knowledge of AS Accountant,0,0000
"Good knowledge of MS Office (Word, Excel)",0,0000
"Knowledge of Armenian Accounting Standards, Tax Legislation and IFRS is desirable",0,0000
Good knowledge of Russian and English languages,0,0000
Ability to work under pressure,0,0000
Excellent communication skills,2,0011
Implement activities of contingency plan for incidents on equipments,0,0000
"Carry out reconfiguration activities on switching devices, BS, RRL, GSM and UMTS systems",0,0000
Control connection and integration of switching devices,0,0000
"Ensure switching, integration and testing of new connections and routes",0,0000
Deal with incoming complains from the subscriber service,0,0000
University degree in Technical field,0,0000
"At least 1 year of work experience in a relevant field, preferably in the field of telecommunications",0,0000
Knowledge of mobile network switching systems,0,0000
"Knowledge of 3G, GSM networks",0,0000
Reporting and business writing skills,2,0011
Organizational skills and disciplined personality,0,0000
Ability to work with people in conflict situations,0,0000
Ability to work in a team,0,0000
Initiative and flexible personality,0,0000
Advanced computer skills,0,0000
"Experience in working with data bases (SQL, Oracle, etc",0,0000
Excellent knowledge of Armenian and Russian languages,0,0000
Develop and maintain a profitable and quality loan portfolio in accordance with the companys standards and strategies,0,0000
"Assist management in improvement of crediting services and development of new products, policies and procedures",0,0000
Conduct regular market research report the result to management,0,0000
Expand existing relationships by proactively researching customer needs and matching the Companys products and services to those needs,0,0000
"Interview applicants, gather, analyze and reconcile complete, accurate credit and financial data under the guidelines of differential analysis",0,0000
Determine credit risk and make timely and accurate decisions,0,0000
"Establish and renegotiate credit terms, when necessary",0,0000
Inspect collateral as needed or applicable,0,0000
Communicate credit decision to loan applicants,0,0000
Service loans in portfolio to retain high loan level quality,0,0000
Review progress of loans on a periodic basis,0,0000
"Be in permanent contact with customers to evaluate management, inspect collateral and detect signs of potential financial problems",0,0000
Monitor delinquent reports and counsels with customers to bring accounts current,2,0001
Provide information to existing and potential borrowers as to available financially related services and properly handle financial service accounts,0,0000
Present loan applications with analysis and recommendations to the management and credit committee for decision making,0,0000
"Within given authority sign contracts and represent the Company in notary, cadastral and/ or other instances",0,0000
Perform other duties in accordance to the policies and procedures of the company,0,0000
"Education and/ or experience equivalent to a Bachelor's or higher degree in Business Administration, Economics or Finance",0,0000
At least 3 years of relevant experience,0,0000
Demonstrated computer proficiency and familiarity with financial databases and spreadsheet applications (knowledge AS-Bank 4,0,0000
Good team-working abilities,0,0000
"Current awareness of economic developments in the country, particularly in agriculture: - Knowledge of rural regions of Armenia is preferable",0,0000
Knowledge of English language is a plus,0,0000
Driving experience is preferable,0,0000
Ability to intensive traveling in the regions of Armenia,2,0010
Develop and maintain a profitable and quality loan portfolio in accordance with the companys standards and strategies,0,0000
"Assist management in improvement of crediting services and development of new products, policies and procedures",0,0000
Conduct regular market research report the result to management,0,0000
Expand existing relationships by proactively researching customer needs and matching the Companys products and services to those needs,0,0000
"Interview applicants, gather, analyze and reconcile complete, accurate credit and financial data under the guidelines of differential analysis",0,0000
Determine credit risk and make timely and accurate decisions,0,0000
"Establish and renegotiate credit terms, when necessary",0,0000
Inspect collateral as needed or applicable,0,0000
Communicate credit decision to loan applicants,0,0000
Service loans in portfolio to retain high loan level quality,0,0000
Review progress of loans on a periodic basis,0,0000
"Be in permanent contact with customers to evaluate management, inspect collateral and detect signs of potential financial problems",0,0000
Monitor delinquent reports and counsels with customers to bring accounts current,2,0001
Provide information to existing and potential borrowers as to available financially related services and properly handle financial service accounts,0,0000
Present loan applications with analysis and recommendations to the management and credit committee for decision making,0,0000
"Within given authority sign contracts and represent the Company in notary, cadastral and/ or other instances",0,0000
Perform other duties in accordance to the policies and procedures of the company,0,0000
"Education and/ or experience equivalent to a Bachelor's or higher degree in Business Administration, Economics or Finance",0,0000
At least 3 years of relevant experience,0,0000
Demonstrated computer proficiency and familiarity with financial databases and spreadsheet applications (knowledge AS-Bank 4,0,0000
Good team-working abilities,0,0000
"Current awareness of economic developments in the country, particularly in agriculture: - Knowledge of rural regions of Armenia is preferable",0,0000
Knowledge of English language is a plus,0,0000
Driving experience is preferable,0,0000
Ability to intensive traveling in the regions of Armenia,2,0010
"Implement cash transactions, receive and provide cash, currency and other values (cash access)",0,0000
"Implement currency cash buying and selling, process related orders",0,0000
Process balance sheet transactions related to cash operations,0,0000
Serve the income and expenses orders by the branches,0,0000
Responsible for cash collection,0,0000
Prepare cash delivery and acceptance acts on behalf of the encashment organization,0,0000
Prepare and present reports,0,0000
Higher education is desirable,0,0000
At least 1 year of experience in the given position,0,0000
"Knowledge of balance sheet accounts, organization of document circulation, as well as their processing and storage based on the original documents",0,0000
Highly organized person with attention to details,2,1000
Accurate and fast data entry skills and ability to enter extensive data,0,0000
Ability to accomplish tasks in specified deadlines,0,0000
Ability to communicate with people,0,0000
Define the scope of the project in collaboration with the senior management,0,0000
Create a detailed work plan which identifies and sequences the activities needed to successfully complete the project,0,0000
"Determine the resources (time, money, equipment, etc",0,0000
Develop a schedule for project completion that effectively allocates the resources to the activities,0,0000
Review the project schedule with the senior management and all other staff that will be affected by the project activities,0,0000
Determine the objectives and measures upon which the project will be evaluated at its completion,0,0000
Identify ways to assist product management in product planning through requirements development and analysis,0,0000
Execute the project according to the project plan,0,0000
Monitor the progress of the project and make adjustments as necessary to ensure the successful completion of the project,2,0001
Establish a communication schedule to update stakeholders including appropriate staff in the organization on the progress of the project,2,0011
Review the quality of the work completed with the project team on a regular basis to ensure that it meets the project standards,0,0000
Develop new and unique ways to improve operations of the organization and to create new opportunities,0,0000
"Work cooperatively and effectively with others to set goals, resolve problems, and make decisions that enhance organizational effectiveness",0,0000
Positively influence others to achieve results that are in the best interest of the organization,0,0000
University degree in Computer Sciences or Telecommunications Engineering or related fields,0,0000
At least 2 years of experience as a Project Manager or in a relevant position,0,0000
Knowledge of project management concepts and how enterprise software products are positioned and developed,0,0000
Understanding of how to practice requirements engineering according to several software development life cycles in a team environment,0,0000
Experience of work on governmental programs is a plus,0,0000
Update website with new listings,0,0000
Look for ways to promote the website online and in social sites,0,0000
"Coordinate meetings of clients, owners and brokers",0,0000
Perform other duties as assigned,0,0000
Client-oriented personality,0,0000
Excellent communication skills,2,0011
"Fluency in English, Russian and Armenian languages",0,0000
Develop web-based applications,0,0000
Contribute to the quality of coding and assure conformance of source codes to set standards,0,0000
Participate in all cycles of software design and development,0,0000
University degree in Computer Sciences or Telecommunications Engineering or related fields,0,0000
At least 2 years of experience in developing Java web-based applications,0,0000
Strong knowledge of Java core and OOP,0,0000
Experience with web development with Java EE platform,0,0000
"Experience with Java technologies: Spring, JSF",0,0000
"Experience with GWT, Axis is a plus",0,0000
"Experience in databases: good knowledge of SQL, familiarity with MySQL and Oracle  databases",0,0000
"Experience with HTML5, (X)HTML, CSS, JavaScript and XML",0,0000
Ability to work on project with a development team,0,0000
Ability to work independently,0,0000
Work with the Project Manager to document the products vision and the projects scope,2,0001
"Write requirements specifications according to standard templates, using natural language simply, clearly, unambiguously, and concisely",2,0011
Participate in peer reviews and inspections of requirements documents,0,0000
Manage requirements traceability information and track requirements status throughout the project,0,0000
Identify ways to assist product management in product planning through requirements development and analysis,0,0000
University degree in Computer Sciences or Telecommunications Engineering or related fields,0,0000
At least 2 year of experience as BA,0,0000
"Writing skills, to communicate information effectively to customers, marketing, managers, and technical staff",2,0011
Understanding of practicing requirements engineering according to several software development life cycles in a team environment,0,0000
"Actively seek, suggest and document solutions that meet client needs, existing systems and future developments",0,0000
Work with the Project Manager to document the products vision and the projects scope,2,0001
"Write requirements specifications according to standard templates, using natural language simply, clearly, unambiguously, and concisely",2,0011
Participate in peer reviews and inspections of requirements documents,0,0000
Manage requirements traceability information and track requirements status throughout the project,0,0000
"Establish and implement effective requirements practices, including use and continuous improvement of a requirements process",0,0000
Implement ways to reuse requirements across projects,0,0000
Identify ways to assist the product management in product planning through requirements development and analysis,0,0000
University degree in Computer Sciences or Telecommunications Engineering or related fields,0,0000
At least 4 years of experience as BA or in a relevant position,0,0000
Experience managing small teams within high knowledge-driven environments,0,0000
"Writing skills, to communicate information effectively to customers, marketing, managers, and technical staff",2,0011
Understanding of how to practice requirements engineering according to several software development life cycles in a team environment,0,0000
Knowledge of project management concepts and how enterprise software products are positioned and developed,0,0000
"Lead development efforts on projects, ensuring robust and lasting implemented solutions",0,0000
"Develop high quality and clean code, that works across all devices",0,0000
Optimize the size and performance of applications and frameworks,0,0000
Participate in all cycles of software design and development,0,0000
Support the Team in technical decisions and development estimations,0,0000
"Share knowledge, lessons learned with team members",0,0000
"In-depth development experience with iOS SDK (UIKit, Cocoa Touch, Core Data, Core Location)",0,0000
Strong object-oriented design and programming skills in Objective-C,0,0000
Experience with third-party libraries and APIs,0,0000
Experience with CPU/ memory profiling,0,0000
"Deep understanding of web services architecture, networking protocols (XML/ JSON, REST, OAUTH)",0,0000
"Excellent problem-solving, critical-thinking and communication skills",2,0011
Experience working with version control systems,0,0000
"Ability to learn quickly, conceptualize and propose innovative ideas and solutions",0,0000
Knowledge of Android App development is a huge plus,0,0000
"Lead development efforts on projects, ensuring robust and lasting implemented solutions",0,0000
"Develop high quality and clean code, that works across all devices and platforms",0,0000
Optimize the size and performance of applications and frameworks,0,0000
Participate in all cycles of software design and development,0,0000
Support the Team in technical decisions and development estimations,0,0000
"Share knowledge, lessons learned with team members",0,0000
At least 2 years of Android development experience,0,0000
"Strong coding abilities, experience with Java and Android SDK",0,0000
Extensive experience with OOP,0,0000
Good understanding of best practices for mobile UI/ UX,0,0000
"Deep understanding of web services architecture, networking protocols (XML/ JSON, REST, OAUTH)",0,0000
"Excellent problem-solving, critical-thinking and communication skills",2,0011
Experience working with version control systems,0,0000
"Ability to learn quickly, conceptualize and propose innovative ideas and solutions",0,0000
Knowledge of iOS App development is a huge plus,0,0000
Write test cases throughout the development lifecycle,2,0011
"Plan, schedule and perform manual and automated software tests",0,0000
Develop automated regression test suites using automated testing tools,0,0000
Work closely with Software Developers to perform early testing on components prior to integration builds,0,0000
Responsible for defect tracking and bug reporting,0,0000
BS or MS in Computer Science or a related field,0,0000
At least 3 years of experience as a QA Engineer,0,0000
Experience with testing high performance systems is a plus,0,0000
Knowledge of both Windows and UNIX environments,0,0000
"Advanced knowledge of system development lifecycle, methodology and testing knowledge",0,0000
"Solid knowledge of the quality assurance techniques, testing concepts, methodologies and tools",0,0000
"Expert ability to apply concepts of unit, system, regression, product, integration and acceptance testing",0,0000
Excellent analytical skills with the ability to investigate and research multiple sources,0,0000
Excellent interpersonal and oral/ written communications skills,2,0111
Knowledge of testing tools: broad experience using different testing tools,0,0000
Good understanding of automation testing approaches,0,0000
Responsible for email/ voice-mail management (taking telephone messages and forwarding calls and messages to respective staff),2,0011
"Draft standard and non-standard correspondence/ documents using Microsoft Word, Excel and PowerPoint (i",0,0000
Make translations and reviews of internal and outgoing documentation as required,0,0000
"Maintain office files and records, as well as albums and electronic files",0,0000
"Organize materials for internal and external meetings, which could include travel arrangements",2,0010
Make travel/ accommodation/ visa and transfer arrangements,2,0010
Book/ arrange conference calls/ meetings,2,0011
"Sort, circulate and file incoming and outgoing correspondence",0,0000
Handle confidential information,0,0000
Responsible for calendar management,0,0000
Maintain contacts databases,0,0000
Organize and track taxi and car usage,0,0000
Assist with public presentations and event organization,2,0101
"Perform clerical functions (fax, photocopy, scan of documents, etc",0,0000
Order and allocate office supplies to the staff,0,0000
Perform as an Office Manager as needed,0,0000
Perform other administrative or clerical duties as assigned,0,0000
Bachelor's degree in Linguistics or other related field,0,0000
At least 2 years of successful experience in an administrative role supporting a multi-functional team (preferably supporting Senior Managers),0,0000
Knowledge of modern office practices,0,0000
"Excellent oral and written skills in English language (including strong spelling, punctuation and grammar)",2,0011
Fluency in Armenian and Russian languages,0,0000
"Ability to keyboard letters, memos and other moderately complex material",0,0000
Effective listening skills,2,0001
Exceptional organizational skills and ability to prioritize multiple responsibilities,0,0000
Excellent judgment and strong problem solving skills,0,0000
Develop software code based on the existing design,0,0000
Constantly update technical knowledge and skills,0,0000
Be efficient in the use of memory and CPU time,0,0000
Employ a good code writing style that includes proper naming and sufficient comments,2,0011
Update/ write technical documentation on codes and algorithms,2,0011
Work productively as a key member of a software development team,0,0000
Actively participate in discussions regarding technical issues,0,0000
May have to travel to USA or other countries to work with other team members,2,0010
"Master's or higher degree in Computer Sciences, Physics, Mathematics or related disciplines",2,1000
At least 2 years of experience in database administration and SQL,0,0000
"Familiarity with standard concepts, practices, and procedures within the field",0,0000
Working experience with MS SQL Server and Oracle,0,0000
Working experience in Windows and Unix/ Linux environments,0,0000
Demonstrated records of implementing efficient databases and procedures to handle large data,0,0000
Strong problem-solving skills and ability to be a successful member of a team,0,0000
"Good English language skills including reading, writing, and speaking",2,0011
Ability to be flexible in learning and applying different programming languages and technologies,0,0000
Knowledge of C++ and Java programming languages is desirable,0,0000
"Ensure compliance with WFP financial policies, procedures, rules and regulations",0,0000
Ensure transparent and efficient utilization of WFPs financial resources,0,0000
"Propose, develop and implement financial policies and procedures",0,0000
"Set up proper accounting procedures and systems, internal controls to ensure that proper monitoring mechanisms are in place",0,0000
Identify weaknesses and address them immediately,0,0000
Ensure that bank reconciliations for WFP accounts are regularly performed and regularly reviewed by designated officials,0,0000
Perform oversight functions,0,0000
Ensure that disbursements are made based on proper authorisations and supported by legitimate and sufficient documentation,0,0000
Ensure proper maintenance of vendor accounts and timely clearance of outstanding advances and other receivables,0,0000
Coordinate financial closure for entrusted imprest accounts,0,0000
Respond to audit queries and follow up on audit recommendations,0,0000
Ensure efficient local banking arrangements and compliance with local financial and banking regulations,0,0000
Implement WFP official systems in the office,0,0000
Ensure integrity and consistency of data in WFP financial and accounting systems,0,0000
"Draft correspondence and internal procedural directives relating to budgetary, financial and administrative matters",0,0000
"Contribute to preparedness actions such as early warning, risk analysis and contingency planning and make the necessary recommendations",0,0000
Ensure WFPs administrative resources are fully and properly accounted for and that internal control systems are adequate and functioning,0,0000
"Assess expenditure in administration (office premises, assets, travel, etc",2,0010
"Supervise the administration of common premises to ensure efficiency, cost-effectiveness and timeliness of operations and services",0,0000
Review adequacy of office space requirements and make recommendations,0,0000
"Supervise the recording (inventory), disposal and transfer of office assets for office",0,0000
Supervise staff as required,0,0000
Perform other related duties as required,0,0000
"food items for the country office while adhering to applicable WFP guidelines, policies and procedures",0,0000
"Advanced university degree (Master's or equivalent) in Finance, Business Administration, Accounting or related fields",2,1000
At least 1 year of postgraduate professional experience in finance,0,0000
"Training and/ or experience utilising computers, including word processing, spreadsheet and other standard WFP software packages and systems",0,0000
Fluency in both oral and written communication in Armenian and English languages,2,0011
Hands on experience in UN or NGO financial environments,0,0000
Working knowledge of Russian language,0,0000
"Resourcefulness, initiative, maturity of judgement, tact",0,0000
"Develop modules and toolkits for delivering  trainings on NGO Management"", Strategic Planning, Grant Writing and Advocacy""",2,0011
"Work with the target NGOs for developing log frames, action plans and narrative and financial reports",0,0000
Prepare and submit monthly reports and a final report which should include a list of recommendations necessary for Civil society reinforcement,0,0000
Proven working experience in the area of NGO management and capacity building,0,0000
"At least 5 years of experience in NGO development, particularly working with start-up public initiatives, rural NGOs, etc",0,0000
"Proven understanding and knowledge of rural development, social inclusion issues and the civil society development",0,0000
"Experience in provision of trainings, particularly in rural communities",0,0000
Excellent computer skills in a Microsoft Windows environment,0,0000
Excellent organizational and time management skills,0,0000
Up to date knowledge of NGO management grant writing and fund raising methods,2,0011
Excellent verbal and written communication and presentation skills in English and Armenian languages,2,0111
"Effective communication/ interpersonal skills with people at all levels, including ability to use tact, diplomacy and persuasiveness",2,0111
Ability to take complex information and adapt to the relevant audience,0,0000
Excellent report writing skills,2,0011
Relevant experience in a similar project,0,0000
Translate and prepare documents,0,0000
"Collect, sort, open, and/ or distribute mail",0,0000
Sort and file correspondence and documents in a record or filing system,0,0000
"Maintain necessary reports, documents and other forms",0,0000
"Provide telephone, administrative and clerical support to other staff",2,0001
Perform other duties as assigned,0,0000
Fluency in Armenian and Russian languages and written English language,2,0011
"Good computer skills (Word, Excel, Access, Internet)",0,0000
"Personal integrity, loyalty and commitment",0,0000
Accuracy and attention to details,2,1000
Motivation to work and to learn,0,0000
"Strong organizational, communication and interpersonal skills",2,0111
Welcome the customers,0,0000
Sell the company products,0,0000
Operate with credit cards,0,0000
Responsible for cash register,0,0000
Pack goods and accept the amount for them,0,0000
Experience in service sector,0,0000
Good communication skills,2,0011
Easy going and responsible personality,0,0000
Decent knowledge of maths,0,0000
Good knowledge of computer,0,0000
Knowledge of English and Russian languages,0,0000
Attention to details,2,1000
Participate in gathering and producing requirements and designs,0,0000
Write and test code for the required product,2,0011
Accurately plan software development activities and follow established processes,0,0000
Work productively as part of a software development team,0,0000
"Communicate effectively with management, team members and customers for technical support",0,0000
Actively participate in discussions regarding technical issues,0,0000
Bachelors degree in Computer Sciences or a related discipline,0,0000
"Over 3 years of C++ development, enterprise-class system architecture and design or equivalent combination of education, skills and experience",0,0000
Knowledge of SQL is an advantage,0,0000
Demonstrated record of delivering high quality software products to market,0,0000
"Good knowledge of Windows platform technologies including Win32 API, COM, threading and sockets is desirable",0,0000
Strong problem-solving skills and ability to be a successful member of a team,0,0000
Good English language skills and ability to develop those skills,0,0000
Desire to learn new technologies,0,0000
Knowledge and application of software development methodology (preferably UML),0,0000
Command of current technology,0,0000
"Manage larger, focus accounts or special segments",0,0000
Identify new or existing markets/ accounts that meet property sales strategy,0,0000
Develop a sales plan to generate business from identified markets/ accounts,0,0000
Continuously communicate the benefits of the hotel to the customer,0,0000
Negotiate transient company rates for assigned accounts,0,0000
"Develop marketing intelligence: new product ideas, competition activities, new customer trends and performance",0,0000
Spend majority of time in face-to-face customer interaction outside of the hotel,0,0000
Sell the benefits of the Sales Center/ property sales and event management,0,0000
"Strive to meet measurable targets and goals, as assigned for individual and team",0,0000
Responsible for semi annual review on time,0,0000
"Excellent knowledge of English, Russian and Armenian languages",0,0000
Knowledge of OPERA software is a plus,0,0000
Good interpersonal and sales skills,2,0100
Knowledge of the market,0,0000
Effective time management skills,0,0000
Understanding of sales strategies and account profitability,0,0000
Demonstrated customer development and relationship management skills,0,0000
Ensure that all the communication/ materials received from the Country office Sponsorship department (CO SOD) is acknowledged and processed,2,0011
"Coordinate activities to ensure child growth and agreed number of RC maintained, child related all correspondence items, Sponsorship 2",0,0000
Create and maintain up-to-date individual files for each child registered in the program,0,0000
Contribute to the well-being of children in target communities through case management,0,0000
Ensure Gift Notification (GN) funds are utilized targeted based on assessment and needs of the child/ family,0,0000
annual reports for Community GN usage,0,0000
Use every opportunity to integrate Sponsorship requirements with other projects and communities activities,0,0000
Participate in staff meeting in the ADP and ensure that sponsorship standards are met while designing activities,0,0000
Provide training to community mobilizers and local partners involved on sponsorship processes,0,0000
