jobrequirements,bias,againstgroup
Provide new technical equipment installation and control its smooth operation,0,0000
Provide administration of systems and services access,0,0000
Cooperate with telephone and telecommunication suppliers,2,0001
Design technical projects for information network development,0,0000
"Confirm the process of providing employees with access to systems, services, etc",0,0000
Organize and control the division activities,0,0000
University degree in Computer Science or a related field,0,0000
At least 5 years of experience in system administration (desirably in banking or insurance),0,0000
At least 3 years of experience in IT management (desirably in banking or insurance),0,0000
"Good knowledge of  Postfix, SAMBA, openVPN, Apache, MySQL, DNS, iptables",0,0000
Problem-solving and decision-making skills,0,0000
Project management skills to facilitate the team,0,0000
Fluency in Armenian and Russian languages,0,0000
Excellent communication skills,2,0011
Ability to work independently,0,0000
Sense of responsibility,0,0000
Ability to work under strict deadlines,0,0000
"Responsible for characterization of groundwater resources (groundwater aquifers, including groundwater, deep and artesian springs)",0,0000
"Responsible for classification of groundwater resources, according to the RA Water Code",0,0000
"Responsible for assessment of national, useable/ operational and strategic groundwater resources",0,0000
Characterize the quality of groundwater resources,0,0000
"Describe the present use of groundwater resources, including hydrotechnical structures, e",0,0000
Responsible for strategy formation of groundwater supply,0,0000
"Responsible for the description of groundwater use, in terms of safety",0,0000
Responsible for the identification of potential emergency situations and other hazardous processes related with the use of groundwater resources,0,0000
Responsible for the analysis of anthropogenic pressures on groundwater resources and assessment of impact,0,0000
"Responsible for delineation of groundwater bodies, according to the EU Water Framework Directive (EU WFD) methodology",0,0000
Responsible for identification of groundwater bodies at risk,0,0000
Responsible for the definition of environmental objectives for groundwater bodies,0,0000
"Advanced university degree (Masters or PhD) in the relevant field: Hydrogeology, Hydrology, Geology or any other related field",0,0000
At least 5 years of technical work experience in assessment and analysis of groundwater resources,0,0000
Prior work experience with donor-funded programs is desirable,0,0000
Analytical skills and strong attention to details,2,1000
Respective software skills,0,0000
"Familiarity with the EU WFD processes, guidelines and requirements",0,0000
Ability to work with and process large datasets,0,0000
Strong interpersonal and communication skills,2,0111
Knowledge of English language is highly desirable,0,0000
Excellent writing skills,2,0011
"Establish, maintain and coordinate the implementation of accounting and accounting control procedures",0,0000
Implement and monitor accounting and related system reports for accuracy and completeness,2,0001
"Prepare and review revenue, expense, payroll entries, invoices and other accounting documents",0,0000
Ensure accurate and appropriate recording and analysis of revenues and expenses,0,0000
"Prepare journal entries, as well as maintain and reconcile ledger accounts",0,0000
"Provide record of assets, liabilities and other financial transactions",0,0000
Prepare state and tax reports,0,0000
"Ensure accurate and timely monthly, quarterly and yearly end close",0,0000
Assist to the Financial Director with annual budget and financial forecasts,0,0000
Stay informed on trends and new developments in accounting practices and related laws,0,0000
Interact with internal and external auditors in completing audits,0,0000
University Degree in Accounting or Finance,0,0000
At least 3 years of professional experience,0,0000
"Fluency in Armenian, Russian and English languages",0,0000
"Excellent literacy in computer programs: MS Office (strong Excel user), 1C8, Outlook",0,0000
Excellent Knowledge of tax legislation of the Republic of Armenia,0,0000
Knowledge of automated financial and accounting reporting systems,0,0000
Ability to work under pressure,0,0000
Attention to detail and accuracy,2,1000
Excellent communication and presentation skills,2,0111
Support in evaluation of received proposals and selection for award,0,0000
Responsible for contractual monitoring of micro-projects implementation,0,0000
"Advanced university degree in International Development, Procurement, Contract Management or other related fields",0,0000
At least 10 years of practical experience in development of RFPs and management of consequent contracts,0,0000
Proven experience in implementing assignments of similar nature and scope,0,0000
Work experience in international development organizations,0,0000
Fluency in English and Armenian languages,0,0000
"Manage the necessary documentation and online forms for the efficient, cost-effective and lawful execution of all import and export activities",0,0000
Negotiate new contracts for sales and purchases,0,0000
"Renew and review contracts to enable effective trading, operations and customer-supplier relations",0,0000
"Communicate with suppliers, clients and freight forwarders to ensure efficient, positive and lawful relations",0,0000
Anticipate and report on future changes in import or export procedures and relevant local territory practices,0,0000
Plan and implement import and export strategy and activities in line with overall aims and requirements of the organization,0,0000
Manage and maintain effective insurance provisions related to import and export activities,0,0000
University degree in the relevant field,0,0000
At least 1-2 years of work experience in the required field,0,0000
Excellent written and oral communication skills in English and Russian languages,2,0011
"Knowledge of MS Office (Word, Excel), Internet, Outlook and 1C",0,0000
"Prepare agreements, manage finances and maintain signing procedures with service providing personnel (interviewers, coordinators, etc",0,0000
"Make necessary purchases related to the surveys and the office (stationery, office goods, etc",0,0000
"Organize and manage the implementation of duties of office cleaner, as well as process necessary kitchen operations (make coffee, etc",0,0000
Follow up the availability of printing paper supplies,0,0000
"Develop necessary forms and follow up their supplies (arrival/ leave registration form, blank paper usage registration form, etc",0,0000
Make necessary key arrangements,0,0000
Respect and take care about the employees,0,0000
"Translate survey materials from Armenian into English language and vice versa, upon special necessity",0,0000
Treat the office flowers,0,0000
"Follow up necessary item (tea, coffee, etc",0,0000
"Implement other office-related activities (organization of printing process of badges/ business cards, etc",0,0000
"University degree in a related field, preferably in Finance, Law or Economics",0,0000
At least 1 year of work experience in a similar position,0,0000
Well-organized and business-oriented personality,0,0000
Strong organizational skills,0,0000
Experience managing support personnel,0,0000
"Friendly, positive, team-oriented and well-balanced personality",0,0000
Excellent communication skills,2,0011
"Excellent knowledge of Armenian, Russian and English languages",0,0000
Computer skills: MS Office package and Internet,0,0000
Ability to work under pressure and in strict time frames,0,0000
Excellent time-management skills,0,0000
"Ability to manage multiple tasks and deadlines, often simultaneously",0,0000
"Adherence to higher working ethical standards (honesty, dedication, responsibility)",0,0000
Responsible for the development of new iOS applications,0,0000
Troubleshoot existing modules and fix problems,0,0000
At least 3 years of work experience in the development area,0,0000
University degree in the relevant field of studies,0,0000
Experience in streaming technologies is a plus,0,0000
Experience in network and sockets development is a plus,0,0000
"Good knowledge of JavaScript, HTML5, XHTML, JSON and Web Service",0,0000
"Good knowledge of iOS SDK, XCode, iOS Frameworks",0,0000
Good knowledge of the software development lifecycle and processes,0,0000
"Plan, develop and implement PR strategies of the bank",0,0000
Organize promotional events,0,0000
Develop and implement the banks social activity programs,0,0000
"Deal with enquiries from the public, the press and related organizations",0,0000
Analyse media coverage,0,0000
University degree in the relevant field,0,0000
At least 3 years of relevant work experience,0,0000
Experience in the banking sphere will be a plus,0,0000
Team player who is well-organized and detail-oriented,0,0000
"Excellent problem-solving, oral and written communications skills",2,0011
Excellent presentation skills,2,0101
Ability to prioritize and plan effectively,0,0000
Awareness of different media agendas,0,0000
Fluency in English and Russian languages,0,0000
Computer proficiency,0,0000
"Schedule meetings, organize events, make all the necessary arrangements",0,0000
"Make  travel arrangements (air tickets and accommodation), book in advance to ensure cost effectiveness",2,0010
"Manage business e-mail communication, prioritize and respond where appropriate",2,0011
Manage confidential and personal information,0,0000
"Balance the implementation of the key tasks, prioritizing work according to business pressures and deliverables",0,0000
Monitor the IT service (outsourced) of the company,2,0001
Cooperate with other specialists being ready to quickly identify and react on issues,0,0000
Carry out other instructions of the CEO and the delegated tasks concerning the company,0,0000
"University degree in a related field, preferably in Finance, Law or Economics",0,0000
At least 2 years of work experience in a similar position,0,0000
"Advanced PC user, particularly excellent knowledge of Windows XP/ Vista/ 7/ 8 platform and security, Internet, MS Office (Excel and PowerPoint)",0,0000
Well-organized and business-oriented personality,0,0000
Positive and well-balanced personality,0,0000
Excellent communication and problem-solving skills,2,0011
"Excellent knowledge of Armenian, Russian and English languages",0,0000
Ability to work under extreme pressure,0,0000
Sense of perfection in implementing the duties,0,0000
Ability to meet tight deadlines and be punctual,0,0000
"Adherence to higher working ethical standards (honesty, dedication, responsibility)",0,0000
Manage and develop agenda for reaching the bank's marketing goalsand objectives and in conformance with all banking regulations,0,0000
Stay abreast of market trends to position the bank's products and services appropriately to its customers,0,0000
Develop short and long term marketing and advertising strategies that will promote all services and products favorably for the bank,0,0000
Maintain professional contacts and knowledge of marketing skills within and outside the bank,0,0000
Perform regular competitive analysis and make actionable recommendations for the business,2,0100
Maintain the bank's website and ensure accuracy and timeliness of informationplaced online,0,0000
"University degree, preferably in Business, Marketing or Financial Services",0,0000
Ability to think strategically and create effective partnerships,0,0000
At least 5 years of relevant work experience,0,0000
Experience in the banking sphere will be a plus,0,0000
Proven career track record in marketing leadership roles,0,0000
Team player who is well-organized and detail-oriented,0,0000
"Strong competencies in marketing, networking, and establishing relationships",0,0000
"Excellent problem-solving, oral and written communications skills",2,0011
Expert skills related to presenting solutions and convincing prospects to make decisions,0,0000
Fluency in English and Russian languages,0,0000
Computer proficiency,0,0000
Prepare Procurement Plans (PPs) for credit and grant Projects according to financial agreements with World Bank (WB),0,0000
"Responsible for PPs maintenance, revision and changes during the Projects due to WB prior confirmation",0,0000
"In accordance with WB Procurement guidelines, organize tenders for procurement of civil works, goods and selection of consultants",0,0000
Prepare appropriate bidding documents/ requests for proposals,0,0000
Prepare evaluation reports,0,0000
"Accept goods supplied, services provided and works conducted in the frames of the signed contracts",0,0000
"University degree in Finance, Economics or Management",0,0000
At least 3 years of work experience  as a Procurement Specialist,0,0000
Fluency in Armenian and English languages,0,0000
"Computer literacy: Microsoft Office Outlook, Internet Explorer",0,0000
Working skills with Mulberry system is a plus,0,0000
Good communication skills,2,0011
Participate in developing the menu of the restaurant and periodically make suggestions,0,0000
Engage in the cost-calculation process,0,0000
"Plan, direct and supervise food preparation and cooking activities of the branches",0,0000
Conduct trainings for personnel,0,0000
Schedule cooks' work hours on a weekly basis,0,0000
Cover cooks' shifts upon necessity,0,0000
Order products and check the quality of raw and cooked products to ensure standards are met,0,0000
Ensure that cooks follow the exact proportions and ingredients,0,0000
Monitor sanitation practices to ensure that cooks follow standards and regulations,2,0001
Oversee work progress to verify safety or conformance to standards,0,0000
Direct and coordinate activities of cooks and the kitchen personnel,0,0000
"Experience in European cuisine, preferably Italian",0,0000
Knowledge of production methods,0,0000
"Leadership techniques, ability to coordinate people and resources",0,0000
Ability to work in a team while being self-directed and highly-motivated,0,0000
High sense of responsibility,0,0000
Ability to ensure quality and competitiveness,0,0000
Ability to manage time effectively and work under pressure,0,0000
Strong interpersonal and organizational skills,2,0100
"Protect the interests of the bank in courts, in local and state governmental bodies and in commercial and non-commercial organizations",0,0000
Provide legal assistance on the banks activities,0,0000
Study judicial practice and prepare reports on it,0,0000
Register court appeals and extra-judicial cases and prepare reports on them,0,0000
Participate in the teaching process of new employees,0,0000
"Perform other activities, as defined by the banks internal legal acts",0,0000
University degree in Law,0,0000
3 years of relevant work experience,0,0000
"Good  knowledge of RA Civil, Criminal, Labor, Administrative legislation",0,0000
"Knowledge of Commercial law, including Banking law",0,0000
Excellent interpersonal communication skills,2,0111
Analytical thinking,0,0000
Cooperation and negotiation skills,0,0000
Ability to perform within strict deadlines,0,0000
Goal and result-oriented personality,0,0000
"Excellent knowledge of Armenian, Russian and English languages",0,0000
"Good knowledge of MS Office, Internet",0,0000
Good knowledge of using Irtek,0,0000
Coordinate and liaise with the government,0,0000
Update the Initial Land Acquisition and Resettlement Plan (LARP) in accordance with Asian Development Plan (ADB) requirements,0,0000
Assist Yerevan Municipality Development Investing PIU (YDPIU) in implementing LARPs,0,0000
Oversee the implementation of the Gender Action Plan with the Local Consultant,0,0000
Responsible for Progress Report preparation,0,0000
Train YDPIU on ADB safeguard policy,0,0000
Design project performance management systems,0,0000
Responsible for worker compensation and benefits assessment,0,0000
Responsible for community participation programming,0,0000
Responsible for HIV and human trafficking awareness campaigning,0,0000
Prepare a safeguard manual related to involuntary resettlement,0,0000
Master's degree in Social Sciences,2,1000
At least 10 years of work experience in a similar field,0,0000
Good knowledge of English language,0,0000
Provide legal assistance on the banks activities,0,0000
Draft and implement civil and employment contract forms as per banks requirement,0,0000
Develop drafts of the banks internal acts and other documents,0,0000
Provide legal assistance on issues related to decisions of governmental bodies of the bank,0,0000
Provide legal assistance on the banks international relations,0,0000
Provide legal consultation,0,0000
Participate in the teaching process of new employees,0,0000
"Perform other activities, as defined by the banks internal legal acts",0,0000
University degree in Law,0,0000
3 years of relevant work experience,0,0000
"Good  knowledge of RA Civil, Criminal, Labor, Administrative legislation",0,0000
"Knowledge of Commercial Law, including Banking law",0,0000
Excellent interpersonal communication skills,2,0111
Analytical thinking,0,0000
Cooperation and negotiation skills,0,0000
Ability to perform within strict deadlines,0,0000
Goal and result-oriented personality,0,0000
"Excellent knowledge of Armenian, Russian and English languages",0,0000
"Good knowledge of MS Office, Internet",0,0000
Good knowledge of using Irtek,0,0000
"Test optical trunk, base stations, portable and mobile radios according to specification",0,0000
Report and participate in locating and rectifying any network equipment and link abnormalities,0,0000
"Perform installation, maintenance and repair/ rehabilitation of existing cable network and accessories",0,0000
Participate in the diagnosis of major faults with the team leader and carry out routine investigation of anomalies,0,0000
"Troubleshoot, identify and isolate any faults reported either in communication links or telecom equipment",2,0011
Determine problems and quickly orientate,0,0000
Fulfill reparation works,0,0000
Education in Radio-technical field,0,0000
At least 1 year of work experience in the relevant field,0,0000
"Working skills with electrical, electro-mechanical and other types of tools",0,0000
Ability to work in high altitudes,0,0000
Knowledge of work safety instructions in high altitudes is preferable,0,0000
Knowledge in telecom field,0,0000
Knowledge of English and Russian languages,0,0000
Teamwork and communication skills,2,0011
Ability to work under pressure,0,0000
Create drafts of Program policy recommendations,0,0000
"Draft sections of reports, analyses and presentations",2,0101
Prepare comments to the drafts of legislative acts related to the Program activities within the Component 3,0,0000
"Under the guidance of COP/ DCOP, help design surveys and polls and provide significant  contribution to their execution",0,0000
"Gather, organize and analyse data, collate and organize materials prepared by the senior staff",0,0000
"Assist in delivery of presentations, seminars and conferences of research results and reports",2,0101
Transfer data and information between the Program and other institutions,0,0000
"Assist in drafting regulations and inspection manuals, supervisory guidance, etc",0,0000
Assist in reviews of business processes for pensions and securities regulation,0,0000
Assist in research on comparative country pension and securities regulation regimes,0,0000
"Provide training for focus groups, as needed",0,0000
Masters degree in Economics,0,0000
Experience with the subjects outlined above with specialization in securities and pensions,0,0000
At least 4 years of work experience in securities industry,0,0000
"Familiarity with the Armenian financial sector legislation, specifically related to securities and pensions",0,0000
Work experience in international organizations will be a plus,0,0000
Proven ability to produce tangible results,0,0000
Strong written and spoken knowledge of Armenian and English languages,2,0011
Advise on thematic areas of municipal programme budgeting,0,0000
Provide expert input to municipal finance aspects in all thematic working areas of the programme,0,0000
Implement the piloting phase,0,0000
Provide professional inputs to and backstop the development of guidelines and handbook for the introduction of municipal programme budgeting,0,0000
Responsible for the development or refinement of the scaling-up approach,0,0000
"Prepare TOR for external consultant inputs, backstop research and consultancy inputs and develop thematic papers",0,0000
Communicate research findings,0,0000
Support the development and implementation of management plans,0,0000
"Plan, coordinate and implement the agreed activities",0,0000
Facilitate and prepare conferences and workshops,0,0000
Develop and cultivate good cooperation relations,0,0000
Provide inputs for programme monitoring related to thematic working area,0,0000
Prepare publications,0,0000
Contribute to PR work,0,0000
"Participate in further training or human resources development measures, as needed",0,0000
Participate in the knowledge management and exchange of experience with the staff of the programme located in Tbilisi and Baku,0,0000
Excellent knowledge on and experience with the municipal administrative and political systems in Armenia,0,0000
Long term professional administrative experience in the thematic area of Municipal Finances,0,0000
"Excellent analytical, communication, problem-solving, teamwork and leadership skills",2,0011
"Ability to apply professional expertise successfully in cooperation, advisory services and management",0,0000
Fluency in written and spoken Armenian and English languages (this being one of the pre-screening conditions),2,0011
"Solid computer skills in MS Word, Excel, PowerPoint, Outlook and other software",0,0000
based tools is highly desirable,0,0000
Ability to travel frequently within Armenia and occasionally to Georgia and other international locations,2,0010
Enter the data for the TB patients in electronic modules on the database,0,0000
Enter the data information about TB treatment,0,0000
Update and check the reliability and accuracy of all data,0,0000
Initiate problem-solving of data mismanagement to supervisors,0,0000
"Initiate necessary improvements of the data entry, according to the updates and changes on protocols implemented within the program",0,0000
Archive the Project documentation according to the rules of the program,0,0000
"Provide monthly, quarterly and annual or extra reports, based on the computer data or other analysis",0,0000
Provide monthly back-up of the software module,0,0000
Make regular field visits to check the quality of data collection on the spot and exchange with field teams,0,0000
Train/ brief incoming staff on the programs data management processes and any other software applications in this regard,0,0000
Take part in the trainings for the MSF and MoH staff on data collection and recording,0,0000
Maintain professional confidentiality related to medical and social information,0,0000
Follow all ethical aspects of the program,0,0000
Keep good communication with other team members,2,0011
Bachelor's degree in the relevant field,0,0000
Statistician or a person with good experience with data handling is preferable,0,0000
Work experience in medical statistics is preferable,0,0000
Experience with MSF or other International NGOs is an added value,0,0000
"Well-developed communication, organisational and analytical skills",2,0011
Ability to work effectively as part of a multidisciplinary and multicultural team,0,0000
"Good computer skills: working knowledge of MS Word, Excel, MS Office Applications, Outlook, Power Point",0,0000
Good knowledge of both verbal and written English language,2,0011
Communicate the business decisions and development progress across all stakeholders of the projects,0,0000
Keep proactive communication and collaboration with external and internal customers to analyze information needs,2,0011
"Higher education, preferably in Technology",0,0000
3-5 years of software project management experience,0,0000
"Experience in software development, testing or technical support domains",0,0000
Knowledge of common project management frameworks: previous experience with Agile methodologies is a plus,0,0000
Ability to motivate and drive the geographically distributed functional teams without formal authority,0,0000
"Excellent knowledge of Microsoft Office, Microsoft Project",0,0000
Excellent knowledge of written and verbal Russian language,2,0011
Excellent communication and teamwork skills,2,0011
Ability to manage meetings,0,0000
Ability to work independently,0,0000
Promote the company's products in Yerevan and the regions,0,0000
Pay regular visits to doctors in hospitals and clinics,0,0000
Pay regular visits to pharmacies,0,0000
"Organize medical presentations, round tables and meetings for doctors and pharmacists",2,0101
Higher Medical or Pharmaceutical education,0,0000
Excellent communication skills in Armenian and Russian languages,2,0011
Knowledge of English language is an advantage,0,0000
Computer literacy: MS Office package,0,0000
"Excellent presentation, communication and interpersonal skills",2,0111
Ability to work independently and in a team,0,0000
Availability of a driver's license is desirable,0,0000
"Prepare documentation, maintain records and coordinate logistics for product shipment",0,0000
Lead communications within the shipping and receiving area,2,0011
Schedule and coordinate both domestic and international freight forwarder transactions,0,0000
Ensure freight forwarders are selected based on company objectives for cost and delivery,0,0000
"Maintain shipping records, as well as provide tracking or shipping history information to customers upon request",0,0000
Prepare shipping paperwork,0,0000
Communicate status of shipping and receiving activities to the appropriate personnel,0,0000
"Generate shipping output documents, as required",0,0000
Generate customer invoicing upon shipping,0,0000
Coordinate the shipping of freight by contacting appropriate freight carriers,0,0000
Purchase rates for prepaid shipments to ensure that the company is getting the best possible freight rates,0,0000
Review and audit freight bills for billing accuracy and respond to billing questions from external freight payment services,0,0000
Research alternative shipping methods and routes to create efficiency and cost-saving,0,0000
"University degree in Economics, Management or Business Administration",0,0000
At least 2 years of work experience in transportation,0,0000
"Comprehensive knowledge of customs, brokerage and components related to domestic and international freight",0,0000
Strong background in freight movement,0,0000
Strong working knowledge of freight and logistics on an international level,0,0000
Excellent knowledge of English and Russian languages,0,0000
"Excellent communication, organizational and time management skills",2,0011
Organize and manage the whole accounting function,0,0000
"Monitor and review the accounting in both ArmSoft and SAP, on parallel basis",2,0001
University degree in Accounting or Finance,0,0000
Initiative and leadership qualities,0,0000
At least 7 years of professional experience in a large organisation,0,0000
Excellent knowledge of tax legislation of the Republic of Armenia,0,0000
Fluency in Armenian and English languages,0,0000
"Organize conferences, round tables and presentations (PPP)",2,0101
Promote the company's drugs in Yerevan and the regions,0,0000
Pay regular visits to drugstores and doctors in hospitals and clinics,0,0000
Higher Pharmaceutical or Medical education,0,0000
Previous work experience,0,0000
Fluency in Russian language,0,0000
Ability to work effectively in a team,0,0000
"Excellent interpersonal, communication and networking skills",2,0111
"Excellent computer literacy: MS Office package, Internet",0,0000
Presentation and organizational skills,2,0101
"Make necessary purchases related to surveys and the office (stationery, office goods, etc",0,0000
"Organize and manage the implementation of duties of Office Cleaner, as well as process necessary kitchen operations (make coffee, etc",0,0000
Make necessary key arrangements,0,0000
"Translate survey materials from Armenian into English language and vice versa, upon special necessity",0,0000
"Implement other office-related activities (organization of printing process of badges/ business cards, etc",0,0000
"Manage e-mail, fax and other correspondence with customers",0,0000
Structure and update customer database,0,0000
University degree in a related field,0,0000
At least 1 year of work experience in a similar position,0,0000
Strong organizational skills,0,0000
Experience managing support personnel,0,0000
Excellent communication skills,2,0011
"Excellent knowledge of Armenian, Russian and English languages",0,0000
Computer skills: MS Office package and Internet,0,0000
Ability to work under pressure and in strict time frames,0,0000
Excellent time-management skills,0,0000
"Ability to manage multiple tasks and deadlines, often simultaneously",0,0000
Develop client-facing and internal multi-platform Client GUI C++ applications,0,0000
Implement and support complex and reliable applications in a multi-tier environment,0,0000
"Adhere to consistent software development process and develop re-usable, efficient, scalable, maintainable and reliable code",0,0000
Communicate closely with the Team Lead on task definition and planning,0,0000
University degree in Computer Science or a related field,0,0000
"Knowledge of C++ with templates and STL, data structures and algorithms",0,0000
QT application development experience is an asset,0,0000
Knowledge of Boost libraries is an asset,0,0000
Good problem-solving and debugging skills,0,0000
Good written and oral communication skills,2,0011
Interest in the financial industry,0,0000
Hold meetings and negotiations with potential and existing corporate clients,0,0000
Bring creative advertising solutions based on client needs and requirements,0,0000
Create client databases and work with them,0,0000
Create promotional materials,0,0000
Monitor existing and potential partners' advertising strategies,2,0001
Provide existing corporate key clients with after-sales services,0,0000
Set up client loyalty programs,0,0000
Basic knowledge of sales techniques,0,0000
Excellent communication skills,2,0011
Excellent negotiation and presentation skills,2,0101
"Excellent knowledge of Microsoft Word, Excel and Power Point",0,0000
Responsible and disciplined personality,0,0000
Strong analytical and problem-solving skills,0,0000
Result-oriented and initiative personality,0,0000
"Plan, develop and implement PR strategies of the company",0,0000
Organize promotional events,0,0000
Develop and implement the company's social activity programs,0,0000
"Deal with inquiries from the public, the press and related organizations",0,0000
Analyse media coverage,0,0000
"University degree, preferably in Business, Marketing or Financial Services",0,0000
Ability to think strategically and create effective partnerships,0,0000
At least 1 year of relevant work experience,0,0000
Proven career track-record in marketing leadership roles,0,0000
Team player who is well-organized and detail-oriented,0,0000
"Strong competencies in marketing, networking, and establishing relationships",0,0000
"Excellent problem-solving, oral and written communications skills",2,0011
Expert skills related to presenting solutions and convincing prospects to make decisions,0,0000
Knowledge of English and Russian languages is a plus,0,0000
Computer proficiency,0,0000
Provide timely and effective telephone support to users by handling their calls,2,0011
Determine the source of computer problems,0,0000
Assess and solve difficult hardware and software issues over the telephone,2,0001
Provide quick and accurate answers to the user community in regard to system- and network-related requests,0,0000
University degree in Computer Science or a related field,0,0000
At least 1 year of work experience as a Technical Support Specialist,0,0000
Basic knowledge of programming,0,0000
Experience in working with web applications,0,0000
"Excellent knowledge of Windows XP, 7",0,0000
Good knowledge of Network protocols and services,0,0000
Fluency in Armenian and Russian languages,0,0000
Excellent communication skills,2,0011
Ability to work under pressure,0,0000
Ability to train users,0,0000
Sense of responsibility,0,0000
Responsible for developing an operational strategy in customer experience and overseeing its implementation,0,0000
Ensure each of the guests becomes a loyal customer,0,0000
Demonstrate leadership and partner with the executive and the upper management in the area of customer experience,0,0000
"Develop and maintain competitive knowledge and expertise in the areas of hospitality, business strategies, industry trends and other developments",2,0100
Build and manage relationships with regional operations that will enable efficient interactions and data gathering,0,0000
Prepare presentations for the executive and upper level management to provide them with insights into business opportunities and operational needs,2,0101
Consult with business leaders on creating opportunities to enhance the guest experience,0,0000
depth knowledge of the strategic business issues and challenges,0,0000
Bachelor's degree in Business Administration,0,0000
Proven experience in building a customer experience platform,0,0000
High analytical and strategic skills,0,0000
"Executive level of communication and interpersonal skills, with a track record of facilitating executive meetings and advising business leaders",2,0111
"Deep knowledge of customer success tools, metrics and approaches",0,0000
"Strong skills in influencing people, with the ability to build consensus among multiple level and functions within the organization",0,0000
Ability to think critically and solve problems in a fast-paced and entrepreneurial environment,2,0100
Ability to be flexible to succeed in ambiguous and less structured environments,0,0000
"Strategic agility - ability to see ahead clearly, anticipate future consequences and trends accurately",0,0000
Broad knowledge and perspective - ability to create competitive and breakthrough strategies and plans,2,0100
"Creativity - ability to come up with new and unique ideas, easily make connections among previously unrelated notions and brainstorm",0,0000
Greet all customers who enter the store and give them the best impression of Mothercare,0,0000
Acknowledge and approach customers,0,0000
"Ask questions to the customers to understand their needs, give them full attention when they need help and thank them when they leave the store",2,1000
Offer customers products and services that meet their needs,0,0000
Explain the features and benefits of the company's products and services to customers,0,0000
Demonstrate product ranges competently to customers,0,0000
Add value to customers' purchases by suggesting appropriate accessories or promotional offers,0,0000
Answer questions and reassure customers that a product or a service meets their needs,0,0000
"Give prompt, friendly and helpful service to customers on the telephone",2,0001
"Carry out all of Mothercares customer services efficiently, in line with its policy",0,0000
Understand why a customer is dissatisfied with a product or the service provided,0,0000
Give customers a hassle-free after-sales service,0,0000
Passion for customers,0,0000
Enthusiastic and positive approach,0,0000
Excellent verbal communication skills,2,0011
Proven team-working skills,0,0000
Ability to build rapport with people quickly,0,0000
Positive and flexible attitude,0,0000
Good questioning and listening skills,2,0001
"Ability to advise customers on the features, actions and benefits of the company's products",0,0000
Ability to demonstrate products confidently to customers,0,0000
Ability to work efficiently in a pressurised environment,0,0000
High standards of personal presentation,2,0101
Gather and produce requirements and designs,0,0000
Write and test code for the required products,2,0011
Accurately plan software development activities and follow established processes,0,0000
"Share knowledge, mentor peers, listen and hear team members positions and provide a fair evaluation of differing opinions",2,0001
Work productively as part of a software development team,0,0000
Communicate effectively with management and team members,0,0000
Actively participate in discussions regarding technical issues,0,0000
Bachelors degree in Computer Science or a related discipline,0,0000
Over 3 years of software industry experience using OOP and C#,0,0000
"Experience in SDLC, particularly, in developing requirements, design, test cases, testing, deployment and maintenance",0,0000
"Extensive knowledge of Windows platform technologies, multithreading and networking",0,0000
Passion about quality and time to market,0,0000
Basic knowledge of SQL and basic skills in databases,0,0000
Strong problem-solving skills and ability to be a successful member of a team,0,0000
"Knowledge of software development methodologies (Agile, Waterfall, etc",0,0000
Fluency in English language,0,0000
Knowledge of current technologies,0,0000
Develop Web applications in accordance with given specifications,0,0000
Participate in all cycles of software design and development,0,0000
Assure full conformance of source codes to provided Coding Standards,0,0000
"Read, understand and modify the code written by others",2,0011
Participate in business analysis,0,0000
Proficiency in object-oriented programming,0,0000
At least 2 years of work experience in,0,0000
"At least 2 years of work experience in SQL database design, programming",0,0000
"Experience in HTML, CSS, JavaScript, Ajax",0,0000
Fluent written and verbal communication skills,2,0011
Intermediate level of English language,0,0000
Find creative solutions to unique and complex problems,0,0000
Keep in daily verbal and written communication with customers,2,0011
Communicate with a single point of contact (SPOC) and a backup SPOC,0,0000
Participate in Standby (outside the working hours),0,0000
"Bachelor's or Master's degree in Information Technology, Engineering or related fields",2,1000
ITIL certificate will be an additional asset,0,0000
Knowledge in the financial or banking industry will be an additional asset,0,0000
Analytical and solution-driven skills,0,0000
Fluency in English language,0,0000
Highly experienced in handling problems and changes,0,0000
Well-organized personality with the ability to guarantee a good follow-up of the production incidents,0,0000
Good written and verbal communication skills,2,0011
SQL experience (Oracle DB),0,0000
Customer-oriented personality with a high sense of responsibility,0,0000
Ability to write operation handbooks and operational procedures,2,0011
Service management skills,0,0000
Stress resistant personality with the ability to work in a production environment,0,0000
Ability to prioritize his/ her own work in a changing production environment,0,0000
Ability to work both independently and in a team environment sharing knowledge with other team members,0,0000
"Ability to prioritize, meet deadlines and manage changing priorities",0,0000
"Organized, orderly and flexible personality with the willingness to work overtime on exceptional occasions",2,0100
"Willingness to work under high pressure occasionally, staying calm and diplomatic in order to be as helpful as possible",0,0000
Conduct regular analysis of information security risks and identify vulnerabilities of information systems,0,0000
Control access to information resources,0,0000
Ensure protection against malicious and unwanted software,0,0000
Develop and implement security policies and procedures into IT processes,0,0000
Initiate investigations in case of information security policies and procedures violations,0,0000
Ensure security features administration and intrusion detection,0,0000
Identify information security requirements when developing and changing IT services,0,0000
Define specifications for secure administration of IT infrastructure components,0,0000
"Ensure data centralized collection, storage and analysis in regards with IT critical services, products and audit of users activities",0,0000
Ensure timely approval of the companys IT infrastructure changes,0,0000
Ensure information security requirements revision based on performed audits,0,0000
Responsible for regular monitoring of the company's information security resources,0,0000
University degree in Technical or Information Security field or any professional retraining in a relevant field,0,0000
