,jobrequirements,bias,againstgroup
7425,"Experience with Microsoft Word, Excel and PowerPoint required.",2,00011
7426,"Experience with Microsoft Teams, GoToMeeting or Skype a plus.",0,00000
7427,"Personable, self-starting team player with a friendly demeanor and great sense of humor.",2,00011
7428,"Proactive, organized, self-motivated and self-disciplined.",2,00011
7429,"Willing and able to work in a fast-paced, emerging technology company environment.",2,00011
7430,All Rimini Street professionals are encouraged to grow and learn new skills,2,00011
7431,Trading on Nasdaq: RMNI since October 2017,0,00000
7432,Added to the US Russell 2000® Index in 2018,0,00000
7433,"Over 1,700 active clients, including 98 of the Fortune 500 and Global 100",2,00011
7434,"2018 Q3 revenue results of $62.6 million, a quarterly increase of 17% year over year",0,00000
7435,Supports client operations in 119 countries,0,00000
7436,"Honored with three Company of the Year awards in 2018, including two gold Stevie awards",0,00000
7437,Made the 2018 list for Bay Area Top Places to Work,0,00000
7438,The Rimini Street Foundation recognized with a Golden Bridge award in 2018 for Corporate Social Responsibility Program of the Year,0,00000
7439,"High school diploma or equivalent required, college degree preferred.",0,00000
7440,Minimum of 2-3 years of previous B2B customer service or Call Center experience desired.,2,00011
7441,Must have experience working in a team environment and meeting deadlines.,2,00011
7442,Minimum 2-3 years experience with data entry.,0,00000
7443,"Professional and courteous communication skills: by telephone, in person and in writing.",2,00011
7444,"Knowledge of using ERP programs for order processing and data gathering, preferred experience with Epicor, MS Dynamics or NetSuite.",2,00011
7445,"Knowledge and experience using MS Office and shipping company software (UPS, FedEx, etc.).",2,00011
7446,"Experience with CRM systems (Salesforce, etc.).",0,00000
7447,Demonstrate strong attention to detail to ensure accuracy of orders and overall customer satisfaction.,2,01011
7448,"Organized, flexible, able to follow instructions and receive feedback.",2,00011
7449,Exercises good judgment within defined procedures and practices to determine appropriate actions and problem solve as needed.,2,00011
7450,Has multifamily experience,0,00000
7451,Has customer service experience,0,00000
7452,Has a passion for serving others; exceptional customer service and is wildly passionate about helping people.,2,00011
7453,Good work life balance.,0,00000
7454,Opportunity for growth,0,00000
7455,"Create an autonomous, engaging, and rewarding environment where you will be valued.",2,00011
7456,Reward and recognize your achievements and contributions.,2,00011
7457,Be transparent and open.,2,00011
7458,Provide time with family and friends with Company paid holidays.,2,00011
7459,Support and encourage your own personal development and growth.,2,00011
7460,Greet prospective residents and handle all phone and email correspondence in a polite and professional manner.,2,00011
7461,Take responsibility for curb appeal and leasing of the community; open and inspect vacant apartments noting any items needing to be corrected.,2,00011
7462,Be familiar with the surrounding area and resources available to enrich the lives of our residents.,2,00011
7463,Accurately prepare and be able to explain the residential lease and all related documents to residents.,2,00011
7464,Maintain files in a neat and secure manner.,2,00011
7465,"Provide excellent customer service to all residents, supplier partners, and business partners.",2,00011
7466,Communicate with property managers regarding property issues.,0,00000
7467,Excellent interpersonal communication skills; must be collaborative and adaptive.,2,00111
7468,Experience with Entrata software a plus but not required,0,00000
7469,One who displays a strong understanding and commitment of GNC's Vision and Values,2,00011
7470,"The ability to achieve and exceed personal sales and productivity goals, while helping sales associates to realize their sales potential",2,00011
7471,Verify the delivery of all merchandise to the store.,0,00000
7472,"Ensure full understanding of all store communications including product information, advertising, promotions and other marketing initiatives.",2,00011
7473,"Ability to multi-task, coordinate, analyze, observe, make decisions, and meet deadlines in a detail-oriented manner",2,00011
7474,Partner with Loss Prevention to ensure adherence to GNCs policies and procedures.,2,00011
7475,Strong communication and team building skills,2,00011
7476,Total compliance with all store operations policies,0,00000
7477,Manage work schedules within established budgets for optimal store coverage,0,00000
7478,"Ability to work a flexible schedule (i.e. Holidays, weekends)",0,00000
7479,"Medical, dental, vision and insurance benefits",2,00011
7480,Competitive rate of pay,0,00000
7481,Short-term disability benefits,0,00000
7482,Employee assistance program,0,00000
7483,"One or more years of relevant work experience (sales, retail, reception, customer service, etc.).",0,00000
7484,High school diploma or equivalent.,0,00000
7485,"Exceptional customer service skills, responding to multiple questions via phone, email and in person.",2,00011
7486,Strong computer skills and experience working with and database software and word processing.,2,00011
7487,"Knowledge of standard office equipment, such as fax machines, copiers and phone systems.",2,00011
7488,Thrive on working in a collaborative environment,0,00000
7489,Have high ownership and strong work ethic,2,00011
7490,Are a great problem solver who can think on your feet,0,00000
7491,Truly enjoy being of service to people,0,00000
7492,Like being part of a team that cares about one another as people and enjoy working together,2,00011
7493,"Want to know that the work you do contributes to building a better, stronger community for all",0,00000
7494,Work as part of a wider project team or independently act as technical lead on consulting engagements,0,00000
7495,Actively demonstrate commercial awareness and stay within the scope of the contracted work.,2,00011
7496,Take ownership and accountability for individual deliverables.,2,00011
7497,Assist in the development of our consulting service offerings as well as developing white papers and best practices,2,00011
7498,Enjoy working with leading edge technology and being an intrinsic part of a fantastic team,2,00011
7499,Demonstrated ability and experience in customer-facing positions as a Professional Services consultant.,2,00011
7500,Strong documentation and technical writing skills,2,00011
7501,Adaptable and progressive learner with the ability to explain complex technical concepts to a variety of audiences.,2,00011
7502,Ability to work independently and work collaboratively in a team environment.,2,00011
7503,At least three years of actively delivering IT automation / scripted infrastructure projects ideally based on VMware technologies.,0,00000
7504,Solid understanding of (REST-) APIs and their integration in heterogenous landscapes,2,00011
7505,VMware Certified Professional (VCP-DCV or VCP-CMA) certified or demonstrate equivalent experience.,0,00000
7506,"Industry certifications from vendors such as AWS, Dell, K8 and Microsoft are a plus.",2,00011
7507,"Cross Operating System knowledge, getting at least administrator experience in both Linux and Windows world",2,00011
7508,".net, java or equivalent development language experience.",2,00011
7509,"Knowledge of modern software development methodologies such as DevOps, Agile, Scrum, Kanban, Lean.",0,00000
7510,Voice your creative solutions to new and existing problems and watch them become initiatives.,2,00011
7511,"Thrive in a unique work environment where the emphasis reflects our values of Execution, Passion, Integrity, Customers and Community.",2,00011
7512,Timely review and audit new contracts for compliance with pricing / policy guidelines and state specific requirements.,2,00011
7513,Ability to work in a high volume environment while achieving cycle time and accuracy requirements.,2,00011
7514,Maintain high levels of accuracy and attention to detail; identifying any fraud or potentially fraudulent information.,2,01011
7515,"Work collaboratively with dealers, sales, and underwriting teams to resolve questions or deficiencies regarding contract packages.",2,00011
7516,Support various business and/or department level projects.,2,00011
7517,Performs high level technically based processing activities and/or supporting tasks,2,00011
7518,Requires intermediate knowledge of Microsoft Office programs,0,00000
7519,Intermediate written and oral communication skills,2,00011
7520,Willingness to work flexible hours (including weekends),0,00000
7521,Consistently meets established productivity and turnaround time goals,2,00011
7522,Develop a program to further our authoritative voice in this space and within key verticals,2,00011
7523,"Hands-on database marketing experience with solutions like Salesforce to nurture, track and optimize the funnel",2,00011
7524,"Manage multiple projects and campaigns at the same time, and ensure clear and proactive communication with internal and external partner teams",2,00011
7525,Perform industry and competitive analysis to inform the sales process and help positioning and messaging,2,00011
7526,7+ years experience directly authoring and managing B2B integrated marketing programs,2,00011
7527,Intimate understanding with mid-marketing and small businesses with time spent acquiring prospects to use a software or join a program,2,00011
7528,"Proven track record managing pipeline and demand generation, including managing campaigns from concept to ROI analysis",2,00011
7529,Be scrappy and self-directed - you'll have to be the roll up your sleeves type and work autonomously,2,00011
7530,"Understand data and use it as your guiding light. You'll be good at running a/b tests, digging through funnels, and optimizing them",2,00011
7531,Strong analytics and business acumen including experience reviewing performance results and making recommendations for future actions,2,00011
7532,Proactive mentality with curiosity and desire to learn.,2,00011
7533,Must be very comfortable with continuously changing opportunities and priorities,2,00011
7534,"Exceptional organizational and project management skills; ability to manage multiple projects, meet deadlines",2,00011
7535,"Solid track record with B2B client acquisition, nurturing, and segmentation processes",2,00011
7536,"Strong background with established marketing practices, both online and offline",2,00011
7537,Some travel required,2,00010
7538,Learn about various client industries,0,00000
7539,"Work directly with several different Strategy Directors, Creative teams and Account Directors",2,00011
7540,"Help distill complex research and data into simple, compelling and insightful narratives",2,00011
7541,"Play the role of champion for the target audience, ensuring that agency work is as impactful for him or her as possible",0,00000
7542,"Learn to craft beautiful, tightly defined creative briefs and partner with Creative team members to help produce extraordinary work",2,00011
7543,Other duties as assigned,0,00000
7544,Ideas power everything,0,00000
7545,Complexity can be managed,0,00000
7546,It only counts if we deliver,0,00000
7547,Be a key leader in a cross-functional team to deliver a successful project,0,00000
7548,"Create and maintain strong, healthy business relationship with clients and vendors",2,00011
7549,Provide proactive communication about project to all relevant stakeholders,2,00011
7550,Be able to work independently,0,00000
7551,Leverage your technical expertise to benefit the project and client interactions,2,00011
7552,Foster and nurture collaborative work environment,2,00011
7553,Contribute to requirements gathering and analysis for projects,2,00011
7554,Follow established procedures and suggest updates to enhance efficiency and effectiveness of procedures,2,00011
7555,Proactively communicate to Project Management Office (PMO) any major issues that are on the horizon and before they are realized,2,00011
7556,"Know who the product is for, how it will be used and how to use it",2,00011
7557,Be accountable for project status,0,00000
7558,Be disciplined in generating necessary reports and tracking tasks and issues,2,00011
7559,Share lessons learned with the other project managers in the PMO,0,00000
7560,Help in the development of estimates for new projects in response to proposals,0,00000
7561,A minimum 5 years of experience in progressively responsible project management related.,0,00000
7562,Demonstrate gathering requirements from groups unfamiliar with providing or articulating detailed requirements.,0,00000
7563,Have worked as a project manager delivering a product.,0,00000
7564,Must be able to obtain and maintain a clearance.,2,00011
7565,Have experience in working with data from more than clinical study or research project.,0,00000
7566,Be familiar with common data elements (CDEs) as used in clinical studies or research projects.,0,00000
7567,Experience in life sciences.,0,00000
7568,Experience with working with data models and dealing with complex data structures.,2,00011
7569,Experience working in Agile environment.,0,00000
7570,Experience as an Applications Specialist or similar client role as part of a sales and/or support team.,2,00011
7571,Must be detail-oriented and possess strong organizational and analytical skills with the ability to prioritize multiple tasks/projects.,2,00011
7572,Exceptional written and oral communication skills in order to work closely with numerous stakeholders from diverse organizations.,2,00011
7573,Ability to use Microsoft Project or other project management software to create WBS and track project progress.,2,00011
7574,"Proficiency in Microsoft Word, Excel and Visio.",2,00011
7575,"Maintaining necessary project artifacts on a shared space, such as a wiki, where stakeholders can self-serve their documentation needs.",0,00000
7576,"Previous experience with SaaS, PaaS, or software sales is highly desirable.",0,00000
7577,Demonstrated history of landing new business for a SaaS offering and/or hitting team or personal sales goals,2,00011
7578,Outstanding interpersonal and relationship-building skills with a high degree of prompt responsiveness and integrity.,2,00111
7579,Self-starter with the ability to work in a fast-paced environment.,0,00000
7580,Exceptional verbal and written communication skills.,2,00011
7581,Strong analytical skills to assess complex situations and exceptional creativity to provide and execute on solutions.,2,00011
7582,A comfort level with presenting over the phone and via the web and potentially in person.,2,00011
7583,"Start, grow and support all aspects of the business sales cycle",2,00011
7584,"Target new customers via email, phone, and social channels.",2,00011
7585,Manage and track a high volume of prospects.,2,00011
7586,Minimum 1 year of professional or internship experience,0,00000
7587,Must be willing to penetrate new markets and cultivate sales leads,2,00011
7588,Must be a highly motivated individual,0,00000
7589,Must have strong and persistent closing skills,2,00011
7590,Confident in speaking and presenting to agency executives.,2,00011
7591,To support consistent execution of product strategies with internal teams.,0,00000
7592,"To participate in the identification of insights using market research, competitive intelligence, and understanding of therapeutic areas.",2,00011
7593,Integrates information from multiple sources to develop messages for target audiences by utilizing appropriate segmentation methodologies.,0,00000
7594,Proposes optimal promotional mix for an individual brand determines the tasks involved in completing projects and identifies the resources needed.,2,00011
7595,To have close liaison with the field force and listens directly to customers to gain an understanding of customers' needs and perceptions.,2,00011
7596,Master's degree preferred.,2,01000
7597,Exhibit strong written & verbal communication skills along with excellent interpersonal skills,2,00111
7598,"Demonstrated organization, planning & project management skills.",0,00000
7599,Proven ability to work on multiple projects & prioritize effectively.,0,00000
7600,"Demonstrated strategic thinking, initiative, and creativity.",2,00011
7601,"Develop strategic & tactical elements based on research, data & industry trends.",0,00000
7602,Demonstrated problem solving and analytical skills.,2,00011
7603,Demonstrated ability to work with cross functional stakeholders OR demonstrated ability to work in a highly matrixed organization.,0,00000
7604,Proven track record of achieving goals OR proven track record of meeting financial and other quantitative goals.,2,00011
7605,Demonstrated success working in a team environment.,0,00000
7606,Must be legally authorized to work in the United States without restriction.,0,00000
7607,"Must be willing to submit to a background investigation, including verification of your past employment, criminal history, and educational background",2,00011
7608,Must be willing to take a drug test and post-offer physical (if required),2,00011
7609,Must be 18 years of age or older,0,00000
7610,Drive sales by delivering exceptional customer service per the Operations P&P Manual.,0,00000
7611,"Successfully complete the DMIT Training Program to enhance core skill set (ie: recruiting, developing, coaching, leading and training).",2,00011
7612,Train store personnel on standard operating procedures as well as State and Federal laws and regulations.,2,00011
7613,Communicate consistently with store personnel to insure understanding and compliance with standard operating procedures.,2,00011
7614,"Take appropriate actions to insure each store maximizes sales, minimizes asset loss, and conforms to budgetary requirements.",2,00011
7615,"Extensive travel(up to 90%) from store-to-store, within a given geographic area",2,00010
7616,Perform work of subordinates as needed.,0,00000
7617,"Support and adhere to all company policies, procedures, and guidelines.",2,00011
7618,Communicate with employees at all levels of the company.,0,00000
7619,Ability and willingness to travel overnight for training and/or business meetings.,2,00011
7620,"Ability to work varying days and hours, based on business needs.",2,00011
7621,Ability to maintain an excellent attendance record.,0,00000
7622,Other duties as assigned.,0,00000
7623,"Carry out supervisory responsibilities in accordance with LIDS policies, procedures, and applicable laws.",2,00011
7624,"Supervise Store Managers through planning, assigning, and directing their overall functions.",2,00011
7625,Appraise subordinates on positive performance and assist with formal performance evaluations.,2,00011
7626,"Recruit, select, develop, and train store personnel on proper store operations and procedures.",2,00011
7627,Address complaints and problem solve when appropriate with the assistance of the DSM and or RD.,2,00011
7628,Proven supervisory skills,0,00000
7629,Proven ability to perform independently with minimal supervision,0,00000
7630,"Strong interpersonal skills and the ability to communicate verbally in a clear, audible, and grammatically correct manner.",2,00111
7631,"Ability to operate a computer, as well as maneuver relative software programs.",0,00000
7632,Driving required for up to 100% of the daily work schedule.,0,00000
7633,Standing required for up to 90% of the daily work schedule.,2,00010
7634,Relative computer hardware and software experience.,2,00011
7635,Ability and willingness to travel overnight for training and/or business meetings.,2,00011
7636,"Apply strategic, analytical and data science skills to broad range of challenges faced by the enterprise",2,00011
7637,"Gain technical expertise in cutting edge big data technologies and methods (Hadoop, Spark, Hive, Impala, and Python)",2,00011
7638,"Grow leadership skills by managing clients and projects, and by socializing new ideas across the firm",2,00011
7639,"Bring order to disparate requirements with high tolerance for ambiguity, very strong problem solving ability, and excellent client engagement skills",2,00011
7640,"Establish and embrace guidelines to ensure consistency and high quality of presentation materials in appearance, tone, and style",2,00111
7641,"Develop preliminary hypotheses rapidly, focusing on the most important insights to meet the business need",0,00000
7642,Be a story teller capable of delivering practical data insights in a compelling manner actionable by senior leadership,0,00000
7643,"Articulate analytical findings in clear and concise deliverables, including presentations, discussions, and visualizations",2,00111
7644,Establish and manage relationships with clients and internal partners,2,00011
7645,Develop deep subject matter expertise in various financial and operational domains to support diverse book of work,2,00011
7646,Invent creative and innovative ways to answer key business questions by leveraging existing data assets or creating new ones,2,00011
7647,Demonstrate intellectual curiosity for solving difficult business problems,0,00000
7648,Influencer with great interpersonal skills and proven ability to achieve alignment across a range of different views and interests,2,00111
7649,"Excellent communicator able to convey complex information in an understandable, compelling, and persuasive manner to senior executives",2,00011
7650,Strong aptitude for technical concepts and ideas,2,00011
7651,"Experience across broad range of modern data science and analytics tools (e.g., SQL, Hive, Hadoop, Spark, Python, R)",2,00011
7652,"Financial services background preferred, but not required",0,00000
7653,Experience at top tier analytics consulting firm is a plus,0,00000
7654,"Competitive commission structure, training and advancement opportunities",2,00011
7655,Best in class in-house operations support staff with 24-48 hour underwriting turn times,0,00000
7656,"Unlimited supply of top tier, real time, call-in leads pre-qualified leads from a variety of sources",0,00000
7657,"Approved FNMA, nationwide lender with opportunity to provide multiple loan products including portfolio broker options",0,00000
7658,Paperless technology with Encompass,0,00000
7659,"Highly competitive benefits package that includes: medical, dental and vision, Life Insurance and 401k with a Company Match!",2,00011
7660,Completion of federal and state licensing or ability to complete training & licensing requirements,2,00011
7661,2+ years as a Mortgage Sales Professional,0,00000
7662,Experience with Encompass a plus but not required,0,00000
7663,Knowledge of conventional and government loan guidelines,2,00011
7664,Ability to pass a credit and criminal screening background review,2,00011
7665,"Proficiency in standardized software applications, including Microsoft Word, Excel, PowerPoint and Outlook",2,00011
7666,Loan Officer: 4 years (Required),0,00000
7667,FLORIDA NMLS (Required),0,00000
7668,Communications with Company's partners on issues with respect to accounts they originated and seeking their input and support.,2,00011
7669,Maintaining detailed records on all actions taken in this role. Prepares documentation and correspondence necessary to perform responsibilities.,2,00011
7670,Review accounts for discrepancies and potential issues.,2,00011
7671,Skip tracing where applicable.,0,00000
7672,Aid in development of operational procedures and process improvements.,2,00011
7673,Following instructions and input from the Director of Asset Management and others relative to work performed.,2,00011
7674,Delivering on related duties and activities as may be assigned.,2,00011
7675,High school diploma (or G.E.D) and a college degree is required.,2,00011
7676,"Highly recommended that the incumbent to have at least 3 years of experience in collecting, accounts receivable or a related area.",0,00000
7677,"Proficiency in Microsoft Office (Outlook, Word and Excel) is required.",2,00011
7678,This position requires excellent interpersonal skills and the ability to adjust and interact with all levels of personnel.,2,00111
7679,"Incumbent must be multi-task oriented, organized, set priorities and meet deadlines and take pride in one's work.",2,00011
7680,Daily follow up on unresolved accounts.,0,00000
7681,"Must have the ability to think logically and ""outside of the box"".",2,00011
7682,Willingness and aptitude to learn new tasks.,2,00011
7683,Willingness to travel on occasion.,2,00010
7684,"Mature, organized and efficient.",2,00011
7685,Able to excel in a team environment.,0,00000
7686,Fluent in Spanish is a positive.,0,00000
7687,"Produce sales gains, by providing customer service.",0,00000
7688,Meet or Exceed Company Objectives in all measurable areas of the business.,0,00000
7689,"Adhere to current visual guidelines including proper merchandising, signage and store cleanliness.",2,00011
7690,"Maintain strong product knowledge for use in selling, merchandising, and giving feedback as requested.",2,00011
7691,Ensure that all associates maintain a professional appearance consistent with company dress code policy.,0,00000
7692,Protect Company assets within guidelines of LIDS Retail policies.,0,00000
7693,"Prepare store schedules and provide for proper store coverage at all times, within the guidelines for wage control set by the company.",2,00011
7694,"Follow all policies to accurately manage store inventory including receiving, transferring, completing price changes and conducting product counts.",2,00011
7695,"Perform proper documentation and record keeping per LIDS Retail policies, complying with all state and federal laws.",2,00011
7696,Open and close the store as required following the procedures per the Operations P&P Manual.,2,00011
7697,"Manage store associates through thorough use of LIDS Training Programs, goal setting (for sales and tasks), and regular follow up.",2,00011
7698,"Recruit, develop, and train store personnel to achieve Operations Objectives as well as adhere to Operational policies and guidelines.",2,00011
7699,"Performs work of subordinates, as needed.",0,00000
7700,Communicate with employees at all levels of the company.,0,00000
7701,Other duties as assigned.,0,00000
7702,"Established ability to produce sales results, while minimizing loss.",0,00000
7703,"Proven supervisory skills, with capacity to deliver training material and assess retention.",2,00011
7704,Strong interpersonal skills and the ability to communicate verbally in a clear and professional manner.,2,00111
7705,"Ability to operate a computer, as well as maneuver relative software programs.",0,00000
7706,Ability to lift up to 50 pounds.,2,00010
7707,Ability to climb a ladder and work with hands overhead.,2,00011
7708,Standing required for up to 100% of the work time.,2,00010
7709,Ability to work unsupervised.,0,00000
7710,Ability and willingness to travel overnight for training and/or business meetings.,2,00011
7711,Drive sales by delivering exceptional customer service per the Operations P&P Manual.,0,00000
7712,"Successfully complete the DMIT Training Program to enhance core skill set (ie: recruiting, developing, coaching, leading and training).",2,00011
7713,Train store personnel on standard operating procedures as well as State and Federal laws and regulations.,2,00011
7714,Communicate consistently with store personnel to insure understanding and compliance with standard operating procedures.,2,00011
7715,"Take appropriate actions to insure each store maximizes sales, minimizes asset loss, and conforms to budgetary requirements.",2,00011
7716,"Extensive travel(up to 90%) from store-to-store, within a given geographic area",2,00010
7717,Perform work of subordinates as needed.,0,00000
7718,"Support and adhere to all company policies, procedures, and guidelines.",2,00011
7719,Communicate with employees at all levels of the company.,0,00000
7720,Ability and willingness to travel overnight for training and/or business meetings.,2,00011
7721,"Ability to work varying days and hours, based on business needs.",2,00011
7722,Ability to maintain an excellent attendance record.,0,00000
7723,Other duties as assigned.,0,00000
7724,"Carry out supervisory responsibilities in accordance with LIDS policies, procedures, and applicable laws.",2,00011
7725,"Supervise Store Managers through planning, assigning, and directing their overall functions.",2,00011
7726,Appraise subordinates on positive performance and assist with formal performance evaluations.,2,00011
7727,"Recruit, select, develop, and train store personnel on proper store operations and procedures.",2,00011
7728,Address complaints and problem solve when appropriate with the assistance of the DSM and or RD.,2,00011
7729,Proven supervisory skills,0,00000
7730,Proven ability to perform independently with minimal supervision,0,00000
7731,"Strong interpersonal skills and the ability to communicate verbally in a clear, audible, and grammatically correct manner.",2,00111
7732,"Ability to operate a computer, as well as maneuver relative software programs.",0,00000
7733,Driving required for up to 100% of the daily work schedule.,0,00000
7734,Standing required for up to 90% of the daily work schedule.,2,00010
7735,Relative computer hardware and software experience.,2,00011
7736,Ability and willingness to travel overnight for training and/or business meetings.,2,00011
7737,Audit all lease files to ensure adherence to policies and procedures,2,00011
7738,"Deal with resident complaints, concerns, and requests to ensure resident satisfaction",2,00011
7739,"Develop and implement resident retention programs (i.e. resident functions, special promotions, monthly newsletter, etc.)",2,00011
7740,"Effectively show, lease and move in prospective residents",2,00011
7741,Assist in developing annual marketing plan and marketing budget,2,00011
7742,"Implement all marketing efforts and outreach, developing campaigns and assisting with design to generate traffic",2,00011
7743,"Monitor leasing/renewal progress, focusing on areas needing additional support",2,00011
7744,"Supervise the planning, preparation and implementation of all leasing and renewal events as approved by the Community Manager",2,00011
7745,Maintain thorough product knowledge of the property and competition as well as market conditions; complete weekly market survey report,2,00011
7746,"Utilize established sales and marketing strategies to increase property traffic, maintain closing ratios and achieve budgeted occupancy",2,00011
7747,"Assist Community Manager in use of consistent techniques & company directives to screen, hire, train, coach and develop on-site staff",2,00011
7748,Promote harmony and quality job performance of staff through support and effective leadership,2,00011
7749,Ensure staff compliance and consistency with Company policies and procedures,2,00011
7750,Serve as first point of contact for the users who call our IT Service Desk.,2,00011
7751,Must be at least 18 years of age,0,00000
7752,Must have a minimum of 6 months of customer service and/or sales experience,2,00011
7753,Must have a current and valid US driver's license with no more than 2 moving violations and/or at-fault accidents within the past 3 years,2,00011
7754,Must have no drug or alcohol related conviction on record (DWI/DUI) in the past 5 years,0,00000
7755,Must be authorized to work in the United States and not require work authorization sponsorship by our company for this position now or in the future,2,00011
7756,"Must be able and willing to honor a minimum 10 week commitment with the availability to start mid to late May or early June, 2020",2,00011
7757,Min 10 years of agency or in-house marketing experience,0,00000
7758,Min 4 years of direct management experience,0,00000
7759,Comprehensive knowledge of B2C Marketing,0,00000
7760,"Knowledge of current marketing channels including digital, print, and social media",2,00011
7761,Excellent storytelling and messaging skills that appeal to audience segments,2,00011
7762,Ability to think strategically but also produce tangible deliverables and elements for multi-part campaigns,2,00011
7763,"Familiar with SEO, PLA, CMS, PPC and CRM",2,00011
7764,"Acts as brand champion for the organization, ensuring all materials maintain Borsheims branding and Signature Service messaging.",2,00011
7765,Oversees and manages marketing supplier and partner relationships.,2,00011
7766,"Trains, develops, provides on-going feedback, one on one coaching and administers employee performance reviews.",2,00011
7767,Performs other related duties as requested by CFO.,0,00000
7768,Ability to work assigned schedule on a regular basis.,0,00000
7769,"Ability to communicate with customers, co-workers, and business contacts in a courteous and professional manner.",2,00011
7770,Ability to see well enough to read small print and read a computer screen and printout.,2,00011
7771,"Ability to hear and speak well enough to converse with others in person, via telephone and paging system.",2,00011
7772,"Dexterity to write in small print, operate a 10-key, operate a computer keyboard, and operate office equipment.",2,00011
7773,Stamina to sit for over eight hours.,2,00010
7774,Medical/Dental/Vision/Life Insurance,2,00001
7775,Flexible Spending Account,0,00000
7776,Vacation & Holiday Pay,0,00000
7777,Regular Weekly Schedule,0,00000
7778,Closed on Sundays/No Late Nights,0,00000
7779,Incredible Employee Discount,0,00000
7780,Ongoing Education & Training,0,00000
7781,Marketing: 10 years (Preferred),0,00000
7782,"BS in Engineering, Construction Management, or similar technical field.",0,00000
7783,Experience working with Amazon Transportation and Logistics,2,00011
7784,Delivery of projects in Fixed Price and Cost Reimbursable methods.,2,00011
7785,Direct experience with government contracting requirements for project delivery.,0,00000
7786,Exceptional and demonstrable leadership capabilities in creating unified and motivated project teams.,2,00011
7787,"Strong, independent decision-making ability.",0,00000
7788,Solid and demonstrable negotiating skills.,2,00011
7789,"Travel, as required for position.",2,00010
7790,Professional Engineer or similar credential.,0,00000
7791,Project Management Professional (PMP) or similar credential.,0,00000
7792,LEED AP Accredited Professional.,0,00000
7793,Graduate Degree (technical or MBA),0,00000
7794,Exposure to European and American cultures.,2,00011
7795,"Pre-existing relationships with Amazon, DHL, UPS, FedEx, or similar.",0,00000
7796,Ability to coordinate tasks in a small team.,0,00000
7797,Outstanding customer service skills,0,00000
7798,"Excellent technical, problem solving, and analytical skills",2,00011
7799,Exceptional organizational skills,0,00000
7800,Strong written and oral communication skills,2,00011
7801,Proficient in Microsoft Office,0,00000
7802,Work well in team environment,0,00000
7803,"Ability to work flexible hours, including weekends and holidays",2,00011
7804,High school diploma or GED,0,00000
7805,Apple Certified Macintosh Technician (ACMT),0,00000
7806,"Experience repairing electronics, smartphones, PC/MACs, and game consoles",2,00011
7807,Technical degree or certification in Electronics or Consumer Electronics*Previous experience working at retail electronics store,0,00000
7808,"Diagnose, troubleshoot and repair devices",2,00011
7809,Provide recommendations for problem resolution,0,00000
7810,"Explain complex technical issues to customers in a non-technical, simple to understand manner",0,00000
7811,Provide repair and replacement estimates to customers,2,00011
7812,Ensure that all repairs meet or exceed iFixYouri quality standards,0,00000
7813,Greet customers in a friendly manner and maintain a positive work environment,2,00011
7814,"Answer phone calls to the store with a professional, courteous and friendly demeanor",2,00011
7815,Ensure that customers have an enjoyable experience by providing superior customer service and exceeding customer expectations,2,00011
7816,Keep track of all devices and inventory while safeguarding all store stock,2,00011
7817,Utilize the point of sale system to maintain an accurate record of customer information and a real-time status of each repair,2,00011
7818,Maintain the cleanliness and professional appearance of the store,2,00011
7819,electronics repair: 1 year (Preferred),0,00000
7820,Smartphone Repair: 1 year (Preferred),0,00000
7821,Opportunities for career advancement,0,00000
7822,Great benefits and competitive pay,2,00011
7823,Manufacturing Engineers,0,00000
7824,Regulatory Compliance/Quality Engineers,0,00000
7825,Program Management Office Associates,0,00000
7826,Associate Facilitators,0,00000
7827,Operations Associates,0,00000
7828,Supply Chain Associates,0,00000
7829,"Manage demand and supply planning, performance, requirements and risk",2,00011
7830,"Analyze supplier network, agreements and performance",2,00011
7831,Manage business rules for import/export requirements and product shelf life,2,00011
7832,"Schedule and monitor production activities to produce, test, package and deliver",2,00011
7833,"Monitor customer order through delivery, payment and reverse distribution",2,00011
7834,Inventory management with end-to-end distribution services,0,00000
7835,Represent manufacturing on specific projects teams with Leadership,0,00000
7836,Develop/modify departmental SOP's and practices as required and updated,2,00011
7837,Assist in equipment/system troubleshooting efforts and improvements as identified,2,00011
7838,"Interface with staff in operations, technical services, automation, QC and QA to coordinate resources and complete projects in a timely manner",2,00011
7839,Drive business insights through active mining of operations and financial data,2,00011
7840,Collaborate with cross functional business partners to highlight areas of potential opportunity or value,0,00000
7841,Drive consistent improvement in operating margins by discovering and highlighting areas where the business can systematically improve profitability.,2,00011
7842,Work with sales team to assess financial impacts of potential new client contracts.,0,00000
7843,Manage the annual and quarterly budgeting and re-budgeting efforts.,2,00011
7844,Carrying out other special projects as required.,0,00000
7845,"Experience in taking abstract business scenarios, identifying the key drivers and components, and translating into financial and operational models",2,00011
7846,Strong organization skills and attention to details,2,01011
7847,"Experience managing, coaching, and developing team members",2,00011
7848,Ability to execute against multiple projects/deadlines and manage key stakeholders while moving projects forward and maintaining high work quality,2,00011
7849,Maintain appropriate product levels in beverage sections and throughout accounts including shelf allocation and cold equipment.,2,00011
7850,Build and maintain product displays in compliance with company standards,2,00011
7851,Maintain clean and organized back-room and manage trade breakage in assigned accounts,2,00011
7852,"Transport, replace and maintain Point of Sale advertising as appropriate for account.",2,00011
